Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Stichocorys armata	Lithopera renzae	Liriospyris stauropora	Giraffospyris toxaria	Eucyrtidium diaphanes	Dorcadospyris dentata	Didymocyrtis prismatica	Carpocanopsis cingulata	Carpocanopsis bramlettei	Calocycletta robusta	Calocycletta costata	Acrocubus octopylus	Liriospyris parkerae	Dorcadospyris alata	Lithopera thornburgi	Calocycletta caepa	Stichocorys wolffii	Stichocorys delmontensis	Siphostichartus corona	Cyrtocapsella cornuta	Carpocanopsis cristata	Botryostrobus miralestensis	Cyrtocapsella japonica	Diartus petterssoni	Stichocorys johnsoni	Diartus hughesi	Solenosphaera omnitubus omnitubus	Stylatractus universus	Stichocorys peregrina	Phormostichoartus fistula	Phormostichoartus doliolum	Lychnodictyum audax	Didymocyrtis penultima	Anthocyrtidium pliocenica	Anthocyrtidium jenghisi	Theocorythium vetulum	Pterocanium prismatium	Spongaster tetras	Amphirhopalum ypsilon	Lamprocyrtis neoheteroporos	Lamprocyrtis heteroporos	Theocalyptra davisiana	Anthocyrtidium angulare	Theocorythium trachelium trachelium	Pterocorys minythorax	Lamprocyrtis nigriniae	Collosphaera tuberosa	Comment

  SR	                 	                 	P doliolum(RN10M95	              	138	 845	A	  7	H	 5	 110.00	     62.2000	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	R                     	F                    	R                        	R                         	R                  	                      	R                        	R                      	F                    	-                     	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Uncertain identity of P. doliolum; Reworked older fauna = Few; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	P doliolum(RN10M95	              	138	 845	A	  7	H	CC	  20.00	     64.8800	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	R                     	F                    	R                        	-                         	R                  	-                     	R                        	R                      	R                    	-                     	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Reworked older fauna = Few; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	P doliolum(RN10M95	              	138	 845	A	  8	H	 1	  21.00	     64.8100	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	R                     	F                    	-                        	R                         	-                  	R                     	R                        	-                      	R                    	-                     	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Uncertain identity of D. penultima; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	S peregrina(RN9)M95	              	138	 845	A	  8	H	 1	 100.00	     65.6000	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	R                     	F                    	-                        	R                         	R                  	R                     	R                        	-                      	R                    	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Reworked older fauna = Trace; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	S peregrina(RN9)M95	              	138	 845	A	  8	H	 2	 110.00	     67.2000	Moore    	Radiolarians                                 	C              	                  	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	R                     	F                    	R                        	R                         	-                  	R                     	R                        	R                      	R                    	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	S peregrina(RN9)M95	              	138	 845	A	  8	H	 3	  40.00	     68.0000	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	R                     	F                    	R                        	R                         	R                  	R                     	R                        	R                      	-                    	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Reworked older fauna = Trace; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	S peregrina(RN9)M95	              	138	 845	A	  8	H	 3	 110.00	     68.7000	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	                                 	R                     	F                    	R                        	R                         	R                  	F                     	R                        	-                      	-                    	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	S peregrina(RN9)M95	              	138	 845	A	  8	H	 5	  25.00	     70.8500	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	-                                	R                     	F                    	R                        	R                         	R                  	R                     	R                        	R                      	R                    	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	S peregrina(RN9)M95	              	138	 845	A	  8	H	 5	 110.00	     71.7000	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	R                                	R                     	F                    	R                        	R                         	R                  	R                     	R                        	R                      	-                    	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Reworked older fauna = Common; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	S peregrina(RN9)M95	              	138	 845	A	  8	H	CC	  20.00	     74.5200	Moore    	Radiolarians                                 	A              	M                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	-                                	R                     	F                    	R                        	R                         	R                  	R                     	R                        	R                      	-                    	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	S peregrina(RN9)M95	              	138	 845	A	  9	H	 3	 110.00	     78.2000	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	R                                	R                     	F                    	R                        	R                         	R                  	R                     	R                        	R                      	-                    	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	S peregrina(RN9)M95	              	138	 845	A	  9	H	 4	 149.00	     80.0900	Moore    	Radiolarians                                 	C              	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	R                                	R                     	F                    	R                        	R                         	R                  	R                     	R                        	R                      	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	S peregrina(RN9)M95	              	138	 845	A	  9	H	 5	 110.00	     81.2000	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	R                                	R                     	F                    	R                        	R                         	R                  	F                     	R                        	R                      	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	S peregrina(RN9)M95	              	138	 845	A	  9	H	CC	  21.00	     84.0400	Moore    	Radiolarians                                 	C              	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	R                                	R                     	F                    	R                        	R                         	R                  	R                     	R                        	R                      	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Reworked older fauna = Few; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	S peregrina(RN9)M95	              	138	 845	A	 10	H	 1	 130.00	     84.9000	Moore    	Radiolarians                                 	C              	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	R                                	R                     	F                    	R                        	R                         	R                  	R                     	R                        	R                      	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Reworked older fauna = Trace; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	S peregrina(RN9)M95	              	138	 845	A	 10	H	 2	  58.00	     85.6800	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	                  	                   	                        	                      	                     	                      	                           	                      	                   	                    	               	R                                	R                     	F                    	R                        	R                         	R                  	R                     	R                        	R                      	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	S peregrina(RN9)M95	              	138	 845	A	 10	H	 2	 140.00	     86.5000	Moore    	Radiolarians                                 	C              	                  	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	                  	                   	-                       	                      	                     	                      	                           	                      	                   	-                   	               	R                                	R                     	F                    	R                        	R                         	R                  	R                     	R                        	R                      	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	S peregrina(RN9)M95	              	138	 845	A	 10	H	 3	 110.00	     87.7000	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	                  	                   	R                       	                      	                     	                      	                           	                      	                   	R                   	               	R                                	R                     	F                    	R                        	R                         	R                  	F                     	R                        	R                      	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	S peregrina(RN9)M95	              	138	 845	A	 10	H	 5	 110.00	     90.7000	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	                  	                   	R                       	                      	                     	                      	                           	                      	                   	R                   	               	R                                	R                     	F                    	R                        	R                         	R                  	R                     	R                        	R                      	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Reworked older fauna = Few; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. penultima (RN8)	              	138	 845	A	 10	H	 6	  28.00	     91.3800	Moore    	Radiolarians                                 	C              	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	                  	                   	F                       	                      	                     	                      	                           	                      	                   	R                   	               	R                                	R                     	F                    	R                        	R                         	R                  	R                     	R                        	R                      	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. penultima (RN8)	              	138	 845	A	 10	H	 6	  80.00	     91.9000	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	                  	                   	F                       	-                     	                     	                      	                           	                      	                   	R                   	               	R                                	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. penultima (RN8)	              	138	 845	A	 10	H	CC	  21.00	     93.5700	Moore    	Radiolarians                                 	C/A            	M                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	-                 	                   	F                       	-                     	                     	                      	                           	                      	                   	R                   	               	R                                	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Reworked older fauna = Few; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. penultima (RN8)	              	138	 845	A	 11	H	 1	  15.00	     93.2500	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	R                 	                   	F                       	R                     	                     	                      	                           	                      	                   	R                   	               	-                                	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Uncertain identity of S. corona; Reworked older fauna = Trace; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. penultima (RN8)	              	138	 845	A	 11	H	 1	 130.00	     94.4000	Moore    	Radiolarians                                 	C/A            	M                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	R                 	                   	F                       	R                     	                     	                      	                           	                      	                   	R                   	               	R                                	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. penultima (RN8)	              	138	 845	A	 11	H	 2	  62.00	     95.2200	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	R                 	                   	F                       	R                     	                     	                      	                           	                      	                   	R                   	               	-                                	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. penultima (RN8)	              	138	 845	A	 11	H	 2	 140.00	     96.0000	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	R                 	                   	F                       	-                     	                     	                      	                           	                      	                   	R                   	               	-                                	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. penultima (RN8)	              	138	 845	A	 11	H	 3	 110.00	     97.2000	Moore    	Radiolarians                                 	A              	M                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	R                 	                   	F                       	-                     	                     	                      	                           	                      	                   	R                   	               	-                                	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. penultima (RN8)	              	138	 845	A	 11	H	 5	 110.00	    100.2000	Moore    	Radiolarians                                 	A              	M                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	R                 	                   	F                       	-                     	                     	                      	                           	                      	                   	R                   	-              	-                                	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	Reworked older fauna = Few; from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. penultima (RN8)	              	138	 845	A	 11	H	 6	  29.00	    100.8900	Moore    	Radiolarians                                 	A              	M                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	R                 	                   	F                       	-                     	                     	                      	                           	                      	                   	R                   	rT             	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. antepenultima RN7	              	138	 845	A	 11	H	 6	  80.00	    101.4000	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	R                 	                   	F                       	R                     	                     	                      	                           	                      	                   	R                   	R              	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. antepenultima RN7	              	138	 845	A	 11	H	CC	  28.00	    103.1800	Moore    	Radiolarians                                 	A              	M                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	R                 	                   	F                       	R                     	                     	                      	                           	                      	                   	-                   	R              	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. antepenultima RN7	              	138	 845	A	 12	H	 1	  20.00	    102.8000	Moore    	Radiolarians                                 	C/A            	M                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	R                 	                   	F                       	-                     	                     	                      	                           	                      	                   	R                   	F              	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. antepenultima RN7	              	138	 845	A	 12	H	 1	 130.00	    103.9000	Moore    	Radiolarians                                 	A              	M                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	R                 	                   	F                       	R                     	                     	                      	                           	                      	                   	R                   	F              	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198

  SR	                 	                 	D. antepenultima RN7	              	138	 845	A	 12	H	 2	  60.00	    104.7000	Moore    	Radiolarians                                 	C/A            	P                 	                  	                	                      	                     	                     	                     	                       	                       	                        	                    	                    	                   	                    	                   	                    	R                 	                   	F                       	-                     	                     	                      	                           	                      	                   	R                   	F              	                                 	                      	                     	                         	                          	                   	                      	                         	                       	                     	                      	                 	                     	                           	                        	                      	                       	                                   	                     	                      	                     	from ODP Leg 138 SR Chapter 11 Figure 2 p 196-198
