Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum comment,Datum age average [Ma],Zone name (short),Zone name,Zone comment,Upper boundary age min [Ma],Upper boundary age av. [Ma],Upper boundary age max [Ma],Lower boundary age min [Ma],Lower boundary age av. [Ma],Lower boundary age max [Ma],Preservation,Group abundance,Percentage of planktic forams in total foram assemblage [%],Candeina nitida,Cassigerinella chipolensis,Cassigerinella martinezpicoi,Catapsydrax dissimilis,Catapsydrax unicavus,Chiloguembelina cubensis,Clavatorella bermudezi,Dentoglobigerina altispira,Dentoglobigerina globosa,Dentoglobigerina sp.,Globigerina angulisuturalis,Globigerina bulloides,Globigerina ciperoensis,Globigerina druryi,Globigerina euapertura,Globigerina gortanii,Globigerina falconensis,Globigerina ouachitaensis,Globigerina praebulloides,Globigerina pseudovenezuelana,Globigerina quinqueloba,Globigerina rubescens (white),Globigerina rubescens (pink),Globigerina tapuriensis,Globigerina tripartita,Globigerinatella insueta,Globigerinella calida,Globigerinella obesa,Globigerinella siphonifera (aequilateralis),Globigerinita glutinata,Globigerinita uvula,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides primordius,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globigerinoides sicanus,Globigerinoides subquadratus,Globigerinoides tenellus,Globigerinoides trilobus,Globoquadrina dehiscens,Globoquadrina venezuelana,Globorotalia archeomenardii,Globorotalia cibaoensis,Globorotalia continuousa,Globorotalia crassaformis,Globorotalia crassula,Globorotalia decoraperta,Globorotalia exilis,Globorotalia fimbriata,Globorotalia flexuosa,Globorotalia fohsi fohsi,Globorotalia hirsuta,Globorotalia inflata,Globorotalia juanai,Globorotalia lenguaensis,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia miotumida,Globorotalia miozea,Globorotalia merotumida,Globorotalia miozea/conoidea,Globorotalia multicamerata,Globorotalia peripheroacuta,Globorotalia peripheroronda,Globorotalia plesiotumida,Globorotalia pertenuis,Globorotalia praefohsi,Globorotalia praemenardii,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia scitula,Globorotalia sp.,Globorotaloides suteri,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globoturborotalita apertura,Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globorotalia ungulata,Globoturborotalita obliquus,Globoturborotalita woodi,Glogoturborotalita sp.,Globorotaloides hexagona,Globorotaloides variabilis,Hantkenina alabamensis,Neogloboquadrina acostaensis,Neogloboquadrina continuosa,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina incompta,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma,Neogloboquadrina pachyderma (sinistral),Neogloboquadrina sp.,Orbulina sp.,Orbulina suturalis,Orbulina universa,Paragloborotalia mayeri,Paragloborotalia nana,Paragloborotalia opima,Paragloborotalia semivera,Praeorbulina circularis,Praeorbulina sicana,Praeorbulina sp.,Pseudohastigerina cf. naguewichiensis,Pseudohastigerina micra,Pulleniatina obliquiloculata,Pulleniatina primalis,Pulleniatina sp.,Pulleniatina spectabilis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis sp.,Subbotina angiporoides,Subbotina eocaena s.l.,Subbotina linaperta s.l.,Subbotinal yeguaensis s.l.,Tenuitella gemma,Tenuitella spp. N/A,Tenuitellinata angustiumbilicata,Turborotalia ampliapertura,Turborotalia cerroazulensis,Turborotalia cocoaensis,Turborotalia cunialensis,Turborotalia increbescens,Turborotalia pomeroli,Turborotalita humilis,Comment,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
349-U1433B-39R-CC-PAL-FORAMP,0,7,551.47,551.54,,,,,,,,,,,,,,,B [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"almost barren, sporadic very small forms.",,,349,U1433,B,39,R,CC,PAL
349-U1433B-40R-5-W 10/12-PAL,0,2,558.86,558.88,,,,,,,,,,,,,,P [P32],C [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"small forms, chalcky, difficult to identify",,,349,U1433,B,40,R,5,W
349-U1433B-40R-CC-PAL-FORAMP,0,9,561.73,561.82,,,,,,,,,,,,,,M [P32],R [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,some very small forms.,,,349,U1433,B,40,R,CC,PAL
349-U1433B-41R-CC-PAL-FORAMP,0,12,569.82,569.94,,,,,,,,,,,,,,G [P32],A [A87],,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,R [A88],,,,,R [A88],,,R [A88],R [A88],,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,,R [A88],,,,R [A88],,,,,,R [A88],,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],small forms only,,,349,U1433,B,41,R,CC,PAL
349-U1433B-42R-CC-PAL-FORAMP,0,9,580.86,580.95,,,,,,,,,,,,,,P [P32],A [A87],,,,,,,,,R [A88],,,,,,R [A88],,,,,,,,,,,,,,,,,,,R [A88],,R [A88],,,,R [A88],,,,R [A88],,R [A88],,,,,,,,,,,,,,,,R [A88],R [A88],R [A88],,,,,,,,,,,,R [A88],R [A88],,,,,,,R [A88],,,,R [A88],,,,,,,,R [A88],,,R [A88],,,R [A88],,R [A88],,,,,,,,,,,,,,,R [A88],R [A88],,,,,,,,,,,,,,,,"partially lithified, hard to identify.",,,349,U1433,B,42,R,CC,PAL
349-U1433B-43R-CC-PAL-FORAMP,0,6,590.68,590.74,,,,,,,,,,,,,,M [P32],C [A87],,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,R [A88],,R [A88],,,,R [A88],,,,R [A88],,R [A88],,,,,,,,,,,,,,,,,R [A88],R [A88],,,,,,,,,,,,,R [A88],,,,,,,R [A88],,,,R [A88],,,,,,,,R [A88],,,R [A88],,,,,R [A88],,,,,,,,,,,,,,,R [A88],R [A88],,,,,,,,,,,,,,,,,,,349,U1433,B,43,R,CC,PAL
349-U1433B-44R-3-W 87/89-FORAMP,0,2,595.67,595.69,,,,,,,,,,,,,,M [P32],A [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only tiny forms,,,349,U1433,B,44,R,3,W
349-U1433B-44R-CC-PAL-FORAMP,0,13,598.24,598.37,,,,,,,,,,,,,,M [P32],A [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,F [A88],,,,F [A88],,,,,,,,,,,,,,,,,,,,P [A88],R [A88],,F [A88],R [A88],,,,,,,,,,,,F [A88],R [A88],,,,,,,R [A88],R [A88],,,,,,,,R [A88],,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,F [A88],,,,,,,,,,,,,,,,mostly small forms,,,349,U1433,B,44,R,CC,PAL
349-U1433B-45R-CC-PAL-FORAMP,0,12,608.42,608.54,,,,,,,,,,,,,,M [P32],R [A87],,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a few small forms only.,,,349,U1433,B,45,R,CC,PAL
349-U1433B-46R-CC-PAL-FORAMP,0,10,617.31,617.41,,,,,,,,,,,,,,M [P32],A [A87],,,,,,,,,R [A88],R [A88],,,,,R [A88],,,R [A88],,,,,,,,,,,,R [A88],R [A88],,,R [A88],,F [A88],,,,R [A88],,,,,,R [A88],,,,,,,,,,,,,,,,,R [A88],R [A88],R [A88],,,,,,,,,,,,R [A88],,,,,,,R [A88],R [A88],,,R [A88],,,,,R [A88],,,,,,R [A88],,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"some benthic forms (e.g., Prygo, Hoeglundina, Cibicidoides, etc.), wood fragments.",,,349,U1433,B,46,R,CC,PAL
349-U1433B-47R-CC-PAL-FORAMP,0,8,622.65,622.73,,,,,,,,,,,,,,,B [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"lithified/recrystalized claystone-siltstone, some remnants of forams, but unidentifiable.",,,349,U1433,B,47,R,CC,PAL
349-U1433B-48R-2-W 75/76-FORAMP,0,1,632.85,632.86,,,,,,,,,,,,,,P [P32],A [A87],,,,,,,,,R [A88],R [A88],,,,,,,,,,,,,,,,,,,,,,,,R [A88],,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lithified very hard to identify.,,,349,U1433,B,48,R,2,W
349-U1433B-48R-CC-PAL-FORAMP,0,12,633.22,633.34,,,,,,,,,,,,,,P [P32],A [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"lithified material, almost unidentifiable.",,,349,U1433,B,48,R,CC,PAL
349-U1433B-49R-CC-PAL-FORAMP,0,9,643.67,643.76,,,,,,,,,,,,,,G [P32],C [A87],,,,,,,,,R [A88],R [A88],,,,,,,,,,,,,,,,,,,,R [A88],,,,R [A88],,R [A88],,,,R [A88],,,,R [A88],,,,,,,,,,,,,,,,,,,R [A88],R [A88],,,,,,,,,,,,,R [A88],,,,,,,R [A88],R [A88],,,,,,,,R [A88],,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"abundant fine sand, some volcanic glass, many benthic forms.",,,349,U1433,B,49,R,CC,PAL
349-U1433B-50R-CC-PAL-FORAMP,0,17,653.47,653.64,,,,,,,,,,,,,,G [P32],C [A87],,R [A88],,,,,,,R [A88],R [A88],,,R [A88],,,,,,,,,,,,,,,,,,R [A88],,,R [A88],,R [A88],,,R [A88],R [A88],,,,,,R [A88],,,,,,,,,,,,,,,R [A88],,R [A88],R [A88],,,,,,,R [A88],,,,,,R [A88],,,,,,,R [A88],R [A88],,,,,,,,,,,R [A88],,,R [A88],,,,,R [A88],,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,"abundant sand, shelf benthics",,,349,U1433,B,50,R,CC,PAL
349-U1433B-51R-CC-PAL-FORAMP,0,21,664.3,664.51,,,,,,,,,,,,,,G [P32],C [A87],,R [A88],,,,,,,R [A88],R [A88],,,R [A88],,,,,,,,,,,,,,,,,,R [A88],,,R [A88],,R [A88],,,R [A88],F [A88],,,,F [A88],,R [A88],,,,,,,,,,,,,,,F [A88],,R [A88],R [A88],,,,,,,F [A88],,,,,,R [A88],,,,,,,R [A88],R [A88],,,,,,,,,,,R [A88],,,R [A88],,,,,A [A88],,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,"abundant sand, volcanic glasses nuggets",,,349,U1433,B,51,R,CC,PAL
349-U1433B-52R-CC-PAL-FORAMP,0,6,672,672.06,,,,,,,,,,,,,,G [P32],R [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only very small forms (juveniles).,,,349,U1433,B,52,R,CC,PAL
349-U1433B-53R-CC-PAL-FORAMP,0,6,687.25,687.31,,,,,,,,,,,,,,P [P32],R [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"lithified, very badly preserved, unidentifiable",,,349,U1433,B,53,R,CC,PAL
349-U1433B-54R-CC-PAL-FORAMP,0,6,697.73,697.79,,,,,,,,,,,,,,M [P32],C [A87],,,,,,,,,R [A88],R [A88],,,,,R [A88],,,,,,,,,,,,,,,,R [A88],,,R [A88],,R [A88],,,,R [A88],,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,R [A88],,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,some large forms squashed; some radiolaria (pyrite),,,349,U1433,B,54,R,CC,PAL
349-U1433B-55R-CC-PAL-FORAMP,0,6,707.65,707.71,,,,,,,,,,,,,,P [P32],C [A87],,,,,,,,,,R [A88],,,,,R [A88],,,,,,,,,,,,,,,,,,,R [A88],,R [A88],,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,R [A88],,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"embedded in clastic, partially lithified",,,349,U1433,B,55,R,CC,PAL
349-U1433B-56R-CC-PAL-FORAMP,0,10,710.98,711.08,,,,,,,,,,,,,,P [P32],A [A87],,,,,,,,,,,,,R [A88],,R [A88],,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,R [A88],R [A88],,,,,,,,R [A88],,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,"partially lithified, difficult to identify",,,349,U1433,B,56,R,CC,PAL
349-U1433B-57R-CC-PAL-FORAMP,0,11,726.59,726.7,,,,,,,,,,,,,,G [P32],R [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only very small forms,,,349,U1433,B,57,R,CC,PAL
349-U1433B-58R-CC-PAL-FORAMP,0,12,736.18,736.3,,,,,,,,,,,,,,P [P32],R [A87],,,,,,,,,,R [A88],,,R [A88],,R [A88],,,,,,,,,,,,,,,,R [A88],,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"numerous fragments, some pyrite, small forms",,,349,U1433,B,58,R,CC,PAL
349-U1433B-59R-3-W 43/46-PAL,0,3,740.73,740.76,,,,,,,,,,,,,,P [P32],P [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"lithified, unidentifiable",,,349,U1433,B,59,R,3,W
349-U1433B-59R-6-W 39/41-PAL,0,2,745.19,745.21,,,,,,,,,,,,,,P [P32],P [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only very small forms (juveniles),,,349,U1433,B,59,R,6,W
349-U1433B-59R-CC-PAL-FORAMP,0,10,747.11,747.21,,,,,,,,,,,,,,P [P32],A [A87],,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A88],,,,,,,,,,,,,,,,"moslty small forms, some benthic forms",,,349,U1433,B,59,R,CC,PAL
349-U1433B-60R-1-W 91/93-PAL,0,2,747.91,747.93,,,,,,,,,,,,,,G [P32],A [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only very small forms,,,349,U1433,B,60,R,1,W
349-U1433B-60R-5-W 92/94-PAL,0,2,753.82,753.84,,,,,,,,,,,,,,G [P32],P [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only very small forms.,,,349,U1433,B,60,R,5,W
349-U1433B-60R-CC-PAL-FORAMP,0,10,756.18,756.28,,,,,,,,,,,,,,,B [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sporadic very small forms,,,349,U1433,B,60,R,CC,PAL
349-U1433B-61R-3-W 53/55-PAL,0,2,760.17,760.19,,,,,,,,,,,,,,,B [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,B,61,R,3,W
349-U1433B-61R-CC-PAL-FORAMP,0,6,761.85,761.91,,,,,,,,,,,,,,,B [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,B,61,R,CC,PAL
349-U1433B-62R-CC-PAL-FORAMP,0,8,775.24,775.32,,,,,,,,,,,,,,,B [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,B,62,R,CC,PAL
349-U1433B-63R-CC-PAL-FORAMP,0,8,785.09,785.17,,,,,,,,,,,,,,,B [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abundant radiolaria,,,349,U1433,B,63,R,CC,PAL
349-U1433B-64R-1-W 18/22-PAL,0,4,785.98,786.02,,,,,,,,,,,,,,,B [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"almost barren, only one specimen.",,,349,U1433,B,64,R,1,W
349-U1433B-64R-2-W 41/45-PAL,0,4,787.45,787.49,,,,,,,,,,,,,,,B [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,B,64,R,2,W
349-U1433B-64R-CC-PAL-FORAMP,0,10,794.23,794.33,,,,,,,,,,,,,,,B [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"almost barren, only one specimen.",,,349,U1433,B,64,R,CC,PAL
349-U1433B-65R-1-W 110/112-RADS,0,2,796.6,796.62,,,,,,,,,,,,,,G [P32],R [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very rare, only a few very small forms.",,,349,U1433,B,65,R,1,W
349-U1433B-65R-1-W 79/81-RADS,0,2,796.29,796.31,,,,,,,,,,,,,,M [P32],R [A87],,,,,,,,,,,,,,,,,,,,P [A88],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"very rare, few very small forms with good preservation.",,,349,U1433,B,65,R,1,W
349-U1433B-65R-4-PAL-FORAMP,0,7,799.62,799.69,,,,,,,,,,,,,,,B [A87],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1433,B,65,R,4,PAL
