Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group Abundance,Algirosphaera robusta,Amaurolithus amplificus,Amaurolithus bizarrus,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus spp.,Amaurolithus tricorniculatus,Blackites sp.,Braarudosphaera bigelowii,Calcidiscus carlae,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calciosolenia murrayi,Catinaster calyculus,Catinaster coalitus,Catinaster mexicanus,Ceratolithus acutus,Ceratolithus armatus,Ceratolithus atlanticus,Ceratolithus cristatus,Ceratolithus rugosus,Ceratolithus spp.,Clausicoccus obrutus,Coccolithus miopelagicus,Coccolithus pelagicus,Coccolithus pliopelagicus,Coronocyclus nitescens,Cyclicargolithus abisectus,Cyclicargolithus floridanus,Dictyococcites productus,Dictyococcites spp.,Discoaster adamanteus,Discoaster asymmetricus,Discoaster aulakos,Discoaster bellus,Discoaster bergenii,Discoaster berggrenii,Discoaster bollii,Discoaster braarudii,Discoaster brouweri,Discoaster calcaris,Discoaster challengeri,Discoaster decorus,Discoaster deflandrei,Discoaster druggii,Discoaster exilis (small),Discoaster hamatus,Discoaster kugleri,Discoaster loeblichii,Discoaster musicus,Discoaster neohamatus,Discoaster neorectus,Discoaster pansus,Discoaster pentaradiatus,Discoaster petaliformis,Discoaster pseudovariabilis,Discoaster quinqueramus,Discoaster sanmiguelensis,Discoaster signus,Discoaster spp.,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster tristellifer,Discoaster variabilis,Discosphaera tubifera,Emiliania huxleyi,Florisphaera profunda,Gephyrocapsa caribbeanica,Gephyrocapsa lumina,Gephyrocapsa margerelii,Gephyrocapsa margerelii/muellerae,Gephyrocapsa muellerae,Gephyrocapsa oceanica ss,Gephyrocapsa omega,Gephyrocapsa parallela,Gephyrocapsa spp. (>4 microns),Gephyrocapsa spp. (large >5.5 microns),Gephyrocapsa spp. small (<4 microns),Hayaster perplexus,Helicosphaera ampliaperta,Helicosphaera carteri,Helicosphaera elongata,Helicosphaera euphratis,Helicosphaera hyalina,Helicosphaera inversa,Helicosphaera scissura,Helicosphaera sellii,Helicosphaera spp.,Helicosphaera wallichii,Minylitha convallis,Nicklithus amplificus,Oolithotus fragilis,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera spp.,Pseudoemiliania lacunosa,Reticulofenestra asanoi,Reticulofenestra gelida,Reticulofenestra haqii,Reticulofenestra minuta,Reticulofenestra minutula,Reticulofenestra pseudoumbilica,Reticulofenestra rotaria,"Reticulofenestra ""small""",Reticulofenestra spp.,Rhabdosphaera clavigera,Scyphosphaera spp.,Sphenolithus abies,Sphenolithus belemnos,Sphenolithus compactus,Sphenolithus grandis,Sphenolithus heteromorphus,Sphenolithus moriformis,Sphenolithus neoabies,Sphenolithus quadrispinatus,Sphenolithus spp.,Sphenolithus verensis,Syracosphaera pulchra,Syracosphaera spp.,Triquetrorhabdulus carinatus,Triquetrorhabdulus extensus,Triquetrorhabdulus rugosus,Triquetrorhabdulus sp.,Umbellosphaera irregularis,Umbellosphaera tenuis,Umbilicosphaera foliosa,Umbilicosphaera sibogae,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
346-U1426A-17H-CC-PAL,0,5,155.53,155.58,G,C,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,346,U1426,A,17,H,CC,PAL,9df9cfc9e2e171870907d9ff0eff509a
346-U1426A-18H-1-W 75/75-NANNO,0,0,155.25,155.25,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,18,H,1,W,9ab3b8dae8804badd91d4ffe3e929c34
346-U1426A-18H-2-W 75/75-NANNO,0,0,156.75,156.75,P,F,,,,,,,,,,,F,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reworked specimens were observed,,,,346,U1426,A,18,H,2,W,f8febc1d89fe49b68d733e5bf54b9eef
346-U1426A-18H-3-W 36/36-NANNO,0,0,157.86,157.86,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,18,H,3,W,2b0e75d2d8dea9427423b240066e34bb
346-U1426A-18H-5-W 75/75-NANNO,0,0,161.25,161.25,G,C,,,,,,,,,R,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,18,H,5,W,fdc60fe4fa6f1539984bef21e0f8fb50
346-U1426A-18H-CC-PAL,0,5,162.62,162.67,M,F,,,,,,,,,R,,R,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,18,H,CC,PAL,f76473fecb8cd2feddbc29807dc62f5f
346-U1426A-19H-CC-PAL,0,6,172.43,172.49,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,19,H,CC,PAL,0b5d8c0babf6a9a0b3827f1062458e34
346-U1426A-20H-1-W 40/40-NANNO,0,0,172.6,172.6,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,20,H,1,W,b49010b22dd20ce3daea223bb6945e06
346-U1426A-20H-2-W 75/75-NANNO,0,0,173.67,173.67,M,F,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,20,H,2,W,51ce7e86913a8b9bb6dc01b4f8fd09dd
346-U1426A-20H-3-W 75/75-NANNO,0,0,175.04,175.04,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,20,H,3,W,ac8af75ec206ed3cd3350c61d909c967
346-U1426A-20H-5-W 75/75-NANNO,0,0,178.04,178.04,P,R,,,,,,,,,,,,R,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,20,H,5,W,e8d4a52482e3202bb4f459e6d7e4b30c
346-U1426A-20H-CC-PAL,0,6,182.25,182.31,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,20,H,CC,PAL,e567d6ea293b909cfe251f399b56ba34
346-U1426A-21H-CC-PAL,0,5,191.83,191.88,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,21,H,CC,PAL,76e69abf8da3f1d6c3a26042b618e490
346-U1426A-22H-CC-PAL,0,5,201.2,201.25,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,22,H,CC,PAL,53794e716a3f1f99225597e084a16b43
346-U1426A-23H-CC-PAL,0,5,210.78,210.83,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,23,H,CC,PAL,9f21a7489bcd1508d75f48c8004ed34b
346-U1426A-24H-CC-PAL,0,5,218.5,218.55,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,24,H,CC,PAL,bc607325fdfa19a2e4b95d8c43d07476
346-U1426A-25H-CC-PAL,0,5,227.45,227.5,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,25,H,CC,PAL,83f4aeef706d9368fc410d28fd58222f
346-U1426A-26H-CC-PAL,0,5,237.28,237.33,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,26,H,CC,PAL,1c1ff3fe6c4d3a27f4d465733b045b2d
346-U1426A-27H-CC-PAL,0,5,246.68,246.73,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,27,H,CC,PAL,abc3fd8e87f9e27379332b940b99392f
346-U1426A-28H-CC-PAL,0,5,256.98,257.03,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,28,H,CC,PAL,bda6f487a07844ae5fe0dcf32708c87b
346-U1426A-29H-CC-PAL,0,5,261.15,261.2,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,29,H,CC,PAL,cf75e86ff7ed55d758154bfba42b8eca
346-U1426A-30H-CC-PAL,0,6,265.84,265.9,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,30,H,CC,PAL,5380ab9ddb3fbe5d670c23c83f0be352
346-U1426A-31H-CC-PAL,0,5,270.53,270.58,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,31,H,CC,PAL,ce04e019cae4b7d245e3974e64b13503
346-U1426A-32H-CC-PAL,0,5,275.11,275.16,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,32,H,CC,PAL,0612cc7749d8f7e833fcf18e60b99f24
346-U1426A-33H-CC-PAL,0,5,279.88,279.93,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,33,H,CC,PAL,65522fef9b1617a69ecbeda1e76fab19
346-U1426A-34H-CC-PAL,0,5,284.49,284.54,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,34,H,CC,PAL,3a65182ffa82121dc8f0509f9789f35f
346-U1426A-35H-CC-PAL,0,5,289.2,289.25,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,35,H,CC,PAL,e533eecf90877800fccb9d2242cd7495
346-U1426A-36H-CC-PAL,0,5,293.86,293.91,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,36,H,CC,PAL,871e39c372d8e111045ca195be276d8d
346-U1426A-37H-CC-PAL,0,5,298.37,298.42,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,37,H,CC,PAL,3a36e582aae9c87d2b45759429be0d00
346-U1426A-39H-CC-PAL,0,4,302.87,302.91,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,39,H,CC,PAL,3c0300da525242d22bdb59c8e75d39d6
346-U1426A-40H-CC-PAL,0,5,307.83,307.88,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,40,H,CC,PAL,3b30940950c26a77a34c71f87de81971
346-U1426A-41H-CC-PAL,0,5,312.5,312.55,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,41,H,CC,PAL,71cbc8b30997bff255b28202816a47bf
346-U1426A-42H-CC-PAL,0,5,317.27,317.32,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,42,H,CC,PAL,612cce6f9dfc11c069a4433a8121b4a0
346-U1426A-43H-CC-PAL,0,5,321.7,321.75,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,43,H,CC,PAL,484551924473d7a369d8d10eb7e0ac4b
346-U1426A-44H-CC-PAL,0,5,326.65,326.7,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,44,H,CC,PAL,c3156a30b9957b18fa2d0463dfb1ae37
346-U1426A-45H-CC-PAL,0,5,331.13,331.18,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,45,H,CC,PAL,6cff87c1f365c25f56111f32f167711a
346-U1426A-46H-CC-PAL,0,5,335.84,335.89,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,46,H,CC,PAL,31adbffe72ce23daa94b6dbdaa08a993
346-U1426A-47H-CC-PAL,0,5,340.44,340.49,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,47,H,CC,PAL,e11711aca7c24a8bff3b1a37240d9592
346-U1426A-48H-CC-PAL,0,5,345.17,345.22,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,48,H,CC,PAL,182dae80e5617448fd8e4f4fa26065d6
346-U1426A-49H-CC-PAL,0,5,349.83,349.88,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,49,H,CC,PAL,af6f27d840698e3fe41900b36ab8b07c
346-U1426A-50H-CC-PAL,0,5,354.68,354.73,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,50,H,CC,PAL,e32075fa9f85caf1ab862ecd7711ee0c
346-U1426A-51H-CC-PAL,0,5,359.27,359.32,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,51,H,CC,PAL,5976af5d1c204f3edf14bd0bae1e4501
346-U1426A-52H-CC-PAL,0,5,364.1,364.15,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,52,H,CC,PAL,fcae44f9ff1fb774e2e32fbf56b83110
346-U1426A-53H-CC-PAL,0,5,368.69,368.74,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,53,H,CC,PAL,110e54c9086dbcdfeb84221f59dc869e
346-U1426A-54H-CC-PAL,0,5,373.36,373.41,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,54,H,CC,PAL,4f73a14e746571e77a897bec75d3dc8a
346-U1426A-55H-CC-PAL,0,5,378.14,378.19,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,55,H,CC,PAL,f7cce3aae2249223b8706bfd60b0a259
346-U1426A-56H-CC-PAL,0,5,382.72,382.77,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,56,H,CC,PAL,d52d24011f4050ac091b7a9915487436
346-U1426A-57H-CC-PAL,0,5,387.4,387.45,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,57,H,CC,PAL,e2824b15c17f78113f9d2c580b67e2e2
346-U1426A-58H-CC-PAL,0,5,392.07,392.12,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,58,H,CC,PAL,a32aa725e5a96854e0166602a33b23fb
346-U1426A-59H-CC-PAL,0,4,396.83,396.87,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1426,A,59,H,CC,PAL,1d81d82b0b0e6d08c9fab9c36e159f53
