Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group abundance,Percentage of planktic forams in total foram assemblage [%],Candeina nitida,Cassigerinella chipolensis,Clavatorella bermudezi,Dentoglobigerina altispira,Globigerina angulisuturalis,Globigerina bulloides,Globigerina bulloides umbilicata,Globigerina praebulloides,Globigerina quinqueloba,Globigerina sp.,Globigerinatella insueta,Globigerinella calida,Globigerinita glutinata,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globigerinoides sp.,Globigerinoides subquadratus,Globigerinoides tenellus,Globigerinoides trilobus,Globoquadrina dehiscens,Globoquadrina venezuelana,Globorotalia archeomenardii,Globorotalia cibaoensis,Globorotalia crassula,Globorotalia exilis,Globorotalia flexuosa,Globorotalia fohsi fohsi,Globorotalia hessi,Globorotalia hirsuta,Globorotalia ikbei,Globorotalia inflata,Globorotalia juanai,Globorotalia lenguaensis,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia miozea,Globorotalia miozea/conoidea,Globorotalia multicamerata,Globorotalia orientalis,Globorotalia peripheroacuta,Globorotalia peripheroronda,Globorotalia pertenuis,Globorotalia plesiotumida,Globorotalia praefohsi,Globorotalia praeinflata,Globorotalia praemenardii,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia rikuchuensis,Globorotalia scitula,Globorotalia sp.,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globoturborotalita apertura,Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita sp.,Globoturborotalita woodi,Neogloboquadrina acostaensis,Neogloboquadrina asanoi,Neogloboquadrina dutertrei,Neogloboquadrina himiensis,Neogloboquadrina humerosa,Neogloboquadrina incompta,Neogloboquadrina inglei,Neogloboquadrina kagaensis,Neogloboquadrina pachyderma,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma (sinistral),Neogloboquadrina pseudopachyderma,Neogloboquadrina sp.,Orbulina sp.,Orbulina suturalis,Orbulina universa,Paragloborotalia mayeri,Praeorbulina circularis,Praeorbulina sicana,Praeorbulina sp.,Pulleniatina obliquiloculata,Pulleniatina primalis,Pulleniatina sp.,Pulleniatina spectabilis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis sp.,Turborotalita humilis,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
346-U1427A-63H-CC-PAL,0,5,407.84,407.89,,,,M [P15],F,84,,,,,,A,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,A,,F,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,63,H,CC,PAL,b9af4da02fea9467d41e6e96dbb5341a
346-U1427A-64H-CC-PAL,0,5,412.63,412.68,,,,,B,98,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,D,,F,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,64,H,CC,PAL,df437abfd29875cceba0cc4356305721
346-U1427A-65H-CC-PAL,0,5,417.01,417.06,,,,G [P15],D,97,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,D,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,65,H,CC,PAL,b0b48d93bc8fe90fb60ffb8a9c2707a1
346-U1427A-66H-CC-PAL,0,5,421.22,421.27,,,,M [P15],F,50,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,D,R,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,66,H,CC,PAL,54802bd72f2e7950457d468f6bc20bad
346-U1427A-67H-CC-PAL,0,5,426.62,426.67,,,,M [P15],F,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,67,H,CC,PAL,f1652d511cc4710dd71ad7d857efc33f
346-U1427A-68H-CC-PAL,0,5,431.08,431.13,,,,G [P15],A,70,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,68,H,CC,PAL,cefab495f0d7915c415ba938e0d881d2
346-U1427A-69H-CC-PAL,0,5,435.75,435.8,,,,P [P15],R,4,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,69,H,CC,PAL,769d9484c92bf9bf7bb5edc210b9a2c8
346-U1427A-70H-CC-PAL,0,5,440.21,440.26,,,,P [P15],R,30,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,F,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,70,H,CC,PAL,d45e26394f040c2d1d690d8fee57fbd2
346-U1427A-71H-CC-PAL,0,5,445.47,445.52,,,,M [P15],F,60,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,R,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,71,H,CC,PAL,09c25333473b36a2bc56129fe04c29cd
346-U1427A-72H-CC-PAL,0,5,449.89,449.94,,,,M [P15],A,61,,,,,,A,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,A,F,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,72,H,CC,PAL,9b8b90de77fc094bee8821ede93991da
346-U1427A-73H-CC-PAL,0,5,454.27,454.32,,,,G [P15],D,73,,,,,,A,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,A,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,73,H,CC,PAL,76b8c0c5b6e093dc90037167bb4970a3
346-U1427A-74H-CC-PAL,0,5,459.4,459.45,,,,G [P15],B,57,,,,,,A,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,74,H,CC,PAL,7ec9e44016b622679669c569ff43a7b2
346-U1427A-75H-CC-PAL,0,5,464.24,464.29,,,,G [P15],A,40,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,75,H,CC,PAL,2fdfc5eca5420f0864ac74b20869ca27
346-U1427A-76H-CC-PAL,0,6,469.13,469.19,,,,G [P15],D,42,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,76,H,CC,PAL,f65f835795253938718719bc860a7c9f
346-U1427A-77H-CC-PAL,0,5,473.58,473.63,,,,G [P15],A,53,,,,,,D,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,77,H,CC,PAL,b4f3689d7b0c87331baf5a48a4d97e0e
346-U1427A-78H-CC-PAL,0,5,477.42,477.47,,,,G [P15],F,28,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,D,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,78,H,CC,PAL,84dd27cd652f69ad1a68dfaf6fe2e42a
346-U1427A-79H-CC-PAL,0,5,481.73,481.78,,,,G [P15],A,55,,,,,,D,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,F,,A,F,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,79,H,CC,PAL,f8f3e6e71be985be3137a4f8bd645b98
346-U1427A-80H-CC-PAL,0,5,487.04,487.09,,,,G [P15],R,1,,,,,,R,,,R,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,A,R,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,80,H,CC,PAL,189d6bdd5a7bf2b30a4002d2b1f6c581
346-U1427A-81H-CC-PAL,0,5,490.38,490.43,,,,M [P15],A,28,,,,,,A,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,A,A,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,81,H,CC,PAL,58517cd13fb2e63218f93fb96f7359a9
346-U1427A-82X-CC-PAL,0,5,491.89,491.94,,,,G [P15],D,37,,,,,,A,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,D,R,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,82,X,CC,PAL,7b452c814f013abdd487ceae15117e4e
346-U1427A-83X-CC-PAL,0,5,500.37,500.42,,,,G [P15],F,49,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,D,F,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,83,X,CC,PAL,6e1d3e5b681f7cebc76ca258da4bbfb3
346-U1427A-84X-CC-PAL,0,5,511.75,511.8,,,,P [P15],R,14,,,,,,A,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,A,F,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,84,X,CC,PAL,446f19ee917fff779b0a9c4a13a3d91d
346-U1427A-85X-CC-PAL,0,5,528.06,528.11,,,,G [P15],R,1,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,85,X,CC,PAL,95f4dc8a1f982fd355c0bc3d4d370234
346-U1427A-86X-CC-PAL,0,5,535.14,535.19,,,,M [P15],R,27,,,,,,F,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,86,X,CC,PAL,58f9435893686daa994e0487ad03a99c
346-U1427A-87X-CC-PAL,0,5,547.87,547.92,,,,M [P15],R,3,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1427,A,87,X,CC,PAL,63543c6f85ad8f36c2bff3e3f21169b3
