Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Preservation,Group Abundance,Comments,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus tricorniculatus,Blackites gladius,Blackites inflatus,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calcidiscus tropicus,Calcispheres,Campylosphaera dela,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus rugosus,Ceratolithus atlanticus,Chiasmolithus altus,Chiasmolithus danicus,Chiasmolithus gigas,Chiasmolithus grandis,Chiasmolithus oamaruensis,Chiasmolithus solitus,Chiphragmolithus acanthodes,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Coccolithus crassus,Coccolithus formosus,Coccolithus miopelagicus,Coccolithus pelagicus,Coronocyclus nitescens,Cruciplacolithus frequens,Cruciplacolithus intermedius,Cruciplacolithus primus,Cruciplacolithus tenuis,Cyclicargolithus abisectus (>11 microns),Cyclicargolithus floridanus,Dictyococcites bisectus,Dictyococcites bisectus (>10 microns),Discoaster asymmetricus,Discoaster backmanii,Discoaster barbadiensis,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster brouweri,Discoaster deflandrei,Discoaster delicatus,Discoaster diastypus,Discoaster druggii,Discoaster exilis,Discoaster falcatus/nobilis,Discoaster hamatus,Discoaster kuepperi,Discoaster kugleri,Discoaster lodoensis,Discoaster loeblichii,Discoaster mohleri,Discoaster multiradiatus,Discoaster neohamatus,Discoaster pentaradiatus,Discoaster quinqueramus,Discoaster saipanensis,Discoaster signus,Discoaster sublodoensis,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster variabilis group,Ellipsolithus macellus,Emiliania huxleyi,Ericsonia cf. E. robusta,Ericsonia robusta,Fasciculithus alanii,Fasciculithus clinatus,Fasciculithus involutus,Fasciculithus lilianae,Fasciculithus pileatus,Fasciculithus richardii,Fasciculithus schaubi,Fasciculithus spp.,Fasciculithus tympaniformis,Fasciculithus ullii,Gephyrocapsa (<4 microns),Gephyrocapsa (>4 microns),Gephyrocapsa (>5.5 microns),Gephyrocapsa caribbeanica,Girgisia gammation,Helicosphaera ampliaperta,Helicosphaera carteri,Helicosphaera euphratis,Helicosphaera intermedia,Helicosphaera recta,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Heliolithus cantabriae,Heliolithus kleinpellii,Heliolithus riedelii,Hughesius tasmaniae,Isthmolithus recurvus,Minylitha convallis,Nannotetrina  alata gr.,Nannotetrina cristata,Nannotetrina fulgens,Nannotetrina spp.,Neococcolithes dubius,Nicklithus amplificus,Orthorhabdus serratus,Prinsius bisulcus,Prinsius dimorphosus,Prinsius martinii,Prinsius tenuiculus,Pseudoemiliania lacunosa,Pseudoemiliania ovata,Pseudotriquetrorhabdulus inversus,Reticulofenestra asanoi,Reticulofenestra dictyoda (3–10 microns),Reticulofenestra pseudoumbilicus,Reticulofenestra pseudoumbilicus (>7 microns),Reticulofenestra pseudoumbilicus (5–7 microns),Reticulofenestra reticulata,Reticulofenestra umbilicus (>14 microns),Rhomboaster spp.,Sphenolithus akropodus,Sphenolithus anarrhopus,Sphenolithus belemnos,Sphenolithus capricornutus,Sphenolithus ciperoensis,Sphenolithus cuniculus,Sphenolithus delphix,Sphenolithus disbelemnos,Sphenolithus distentus,Sphenolithus furcatolithoides morph A,Sphenolithus furcatolithoides morph B,Sphenolithus heteromorphus,Sphenolithus moriformis gr.,Sphenolithus obtusus,Sphenolithus perpendicularis,Sphenolithus predistentus,Sphenolithus radians,Sphenolithus spiniger,Sphenolithus spp.,Sphenolithus strigosus,Toweius callosus,Toweius magnicrassus,Toweius pertusus,Tribrachiatus bramlettei,Tribrachiatus contortus,Tribrachiatus orthostylus,Triquetrorhabdulus carinatus,Triquetrorhabdulus longus,Triquetrorhabdulus rugosus,Zygrhablithus bijugatus,Reticulofenestra erbae,Reticulofenestra isabellae,Chiasmolithus bidens,Toweius eminens,Toweius tovae,Discoaster salisburgensis,Lithoptychius vertebratoides,Zeugrhabdotus sigmoides,Neochiastozygus junctus,CREATACEOUS,Arkhangelskiella cymbiformis,Ceratolithoides kamptneri,Corollithion kennedyi,Cribrocorona gallica,Eiffellithus eximius,Eiffellithus turriseiffelii,Hayesites irregularis,Helenea chiastia,Lithastrinus grillii,Lithastrinus septenarius,Lithraphidites acutus,Lithraphidites quadratus,Micula murus,Nephrolithus frequens,Quadrum gartneri,Reinhardtites anthophorus,Reinhardtites levis,Tranolithus orionatus,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
371-U1509A-24R-CC-PAL-NANNO,0,10,210.8,210.9,NP21,M-G,A,,,,,,,,,,,R,,,,,,,F,,,,1,1,,,,,3,,R,3,C,,,,,,,F,C,C,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,F,,,R,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,24,R,CC,PAL,3cf373d5c32c118e262b60ff8ff69834
371-U1509A-25R-CC-PAL-NANNO,0,7,213.91,213.98,NP21,M-G,A,Ta C. subdistichus,,,,,,,,,,1,,,,,,,F,,,,,,,,,,2,,R,,C,,,,,,,C,C,C,,,,,,,,R,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,1,F,,R,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,25,R,CC,PAL,9acc578eaf77865cc3bba6a8eb2c8fb2
371-U1509A-26R-CC-PAL-NANNO,0,10,230.78,230.88,NP21,M-G,A,,,,,,,,,,,1,,,,,,,F,,,,1,,,,,,C,,4,1,C,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,R,,2,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,26,R,CC,PAL,d22f045334299bcba324be13703930a2
371-U1509A-27R-CC-PAL-NANNO,0,10,234.88,234.98,NP21,M-G,A,,,,,,,,,,,4,,,,,,,F,,,,1,,,,,,C,,2,R,C,,,,,,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,1,,,,,,,,,,,,,,,,F,,1,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,27,R,CC,PAL,bc793136cb09475f8607da399598f6d0
371-U1509A-28R-CC-PAL-NANNO,0,10,248.58,248.68,NP21,M-G,A,Ba C. subdistichus,,,,,,,,,,2,,,,,,,R,,,,F,1,,,,,C,,2,R,C,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,28,R,CC,PAL,ddb3f560393834bcc6f824487a8e7c72
371-U1509A-29R-1-W 75/75-NANNO,0,0,250.85,250.85,NP21,M-G,A,,,,,,,,,,,1,,,,,,,,,,,F,,,,,,F,,F,R,C,,,,,,,F,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,29,R,1,W,ff249d1a9af12bc9934313af6650a5e5
371-U1509A-29R-2-W 75/75-NANNO,0,0,252.39,252.39,NP21,M,A,,,,,,,,,,,,,,,,,,,,,,F,,,,,,F,,R,R,C,,,,,,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,29,R,2,W,e1fddc486c8b510a3d46a2b52d55566c
371-U1509A-29R-3-W 80/80-NANNO,0,0,253.94,253.94,NP21,M-G,A,,,,,,,,,,,1,,,,,,,,,,,,,,,,,F,,F,1,C,,,,,,,C,C,C,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,F,,,,1,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,29,R,3,W,01b957727f0d1fc4c82bdb537b8342f1
371-U1509A-29R-5-W 115/115-NANNO,0,0,257.29,257.29,NP19/20,M-G,A,,,,,,,,,,,1,,,,,,,,,,,F,,,,,,R,,F,2,C,,,,,,,F,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,29,R,5,W,0529faa4bb6c2778adae59b9de56513d
371-U1509A-29R-5-W 55/55-NANNO,0,0,256.69,256.69,NP21,M-G,A,,,,,,,,,,,,,,,,,,,,,,R,,,,,,F,,F,2,C,,,,,,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,F,,,1,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,29,R,5,W,a051f78bc52ad25a0b88c46db0278a85
371-U1509A-29R-5-W 70/70-NANNO,0,0,256.84,256.84,NP21,M-G,A,T D. saipanensis,,,,,,,,,,R,,,,,,,,,,,F,,,,,,R,,F,R,C,,,,,,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,29,R,5,W,b23aaa0a7f1ccddfdcd7918f93bcab8b
371-U1509A-29R-5-W 85/85-NANNO,0,0,256.99,256.99,NP21,M-G,A,,,,,,,,,,,F,,,,,,,,,,,R,,,,,,2,,C,,C,,,,,,,C,C,C,,,3,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,29,R,5,W,0f9dad5dd222253b8811597f5a7b2886
371-U1509A-29R-5-W 98/98-NANNO,0,0,257.12,257.12,NP19/20,M-G,A,T D barbadiensis?,,,,,,,,,,R,,,,,,,,,,,R,,,,,,VR,,C,,C,1,,,,,,,C,F,,,3,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,2,F,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,29,R,5,W,db33457705f5acddb15de675cb21fe4b
371-U1509A-29R-CC-PAL-NANNO,0,10,259.93,260.03,NP19/20,M,A,,,,,,,,,,,R,,,,,,,,,,,F,,,,,,R,,F,,C,,,,,,,,C,R,,,F,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,VR,,,2,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,29,R,CC,PAL,23483eddb378ba3451debd5000b3cb9e
371-U1509A-30R-CC-PAL-NANNO,0,10,267.36,267.46,NP19/20,M,A,T R. reticulata,,,,,,,,,,R,,,,,,,,,,,,,,,,,1,,F,2,C,,,,,,,1,C,R,,,R,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,30,R,CC,PAL,7b58f57e94579da5f34cd40d074af8bc
371-U1509A-31R-CC-PAL-NANNO,0,10,278.8,278.9,NP19/20,M,A,,,,,,,,,,,1,,,,,,,,,,,R,,,,,,R,,F,R,C,,,,,,,,C,VR,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,31,R,CC,PAL,cf45db92b369003455195053dc9ef168
371-U1509A-32R-2-W 65/65-NANNO,0,0,281,281,NP19/20,M,A,B I. recurvus,,,,,,,,,,2,,,,,,,1,,,,,,,,,,1,,VR,R,C,,,,,,,,C,R,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,R,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,32,R,2,W,54426e4f554a9adb33c4fee08a2b4d2f
371-U1509A-32R-CC-PAL-NANNO,0,10,288.71,288.81,NP18,M,A,,,,,,,,,,,4,,,,,,,,,,,R,2,,,,,1,,1,R,C,,,,,,,1,C,1,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,C,R,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,32,R,CC,PAL,f80d777a23d3f171bd00ad491d2c039b
371-U1509A-33R-2-W 70/70-NANNO,0,0,290.7,290.7,NP18,M-G,A,B D. bisectus T S. spiniger B. C. oamaruensis,,,,,,,,,,VR,,,,,,,,,,2,1,1,,,,,1,,R,1,C,,,,,,,1,C,R,,,F,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,C,R,,,,,,,,,,,,,,F,,,,VR,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,33,R,2,W,bcc1df8ee3b392a59b9cefbd386a715c
371-U1509A-33R-CC-PAL-NANNO,0,10,298.36,298.46,NP16,M,A,,,,,,,,,,,VR,,,,,,,,,,R,-,R,,,,,VR,,F,R,C,,,,,,,,-,-,,,F,,,,,VR,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,2,,,,,,,,,,,,,,,VR,R,,,,,,,,,,,,,,F,,,,VR,F,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,33,R,CC,PAL,bf1cbced0933c24ec430be7cd9d611ed
371-U1509A-34R-CC-PAL-NANNO,0,10,304.89,304.99,NP16,P,A,,,,,,,,,,,VR,,,,,,,,,,VR,,F,,,,,VR,,F,VR,C,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,-,F,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,34,R,CC,PAL,b84d70015bf5ce20caf68d58c1a506b1
371-U1509A-35R-CC-PAL-NANNO,0,10,313.87,313.97,NP16,P-M,A,B R. reticulata,,,,,,,,,,VR,,,,,,,,,,R,,F,,,,,VR,,F,R,C,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,F,,,,,,,,,,,,3,,R,,,,,VR,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,35,R,CC,PAL,e25664700b7f34cb39adbb79143b2da2
371-U1509A-36R-2-W 75/75-NANNO,0,0,319.57,319.57,NP16,M-P,A,,,,,,,,,,,VR,,,,,,,,,,R,,F,,,,,VR,,F,R,C,,,,,,,,,,,,VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,R,,,,,,,,,,,,1,,R,,,,,VR,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,36,R,2,W,370a6b30f0cd59a342cb36e83243659a
371-U1509A-36R-CC-PAL-NANNO,0,10,326.1,326.2,NP16,P-M,A,,,,,,,,,,,VR,1,,,,,,,,,VR,,F,,,,,2,,F,VR,C,,,,,,,,1,,,,VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,-,VR,,,,,,,,,,,,R,,R,,,,,R,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,36,R,CC,PAL,9ef333d718bf76834deceb6137c4ff89
371-U1509A-37R-2-W 65/65-NANNO,0,0,328.95,328.95,NP16,M-P,A,,,,,,,,,,,VR,1,,,,,,,,,1,,F,,,,,VR,,F,1,C,,,,,,,,,,,,VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,37,R,2,W,a340cc2f9bddd05e6df7e2d47a072b8f
371-U1509A-37R-CC-PAL-NANNO,0,10,336.6,336.7,NP16,M-P,A,,,,,,,,,,,VR,1,,,,,,R,,,R,,F,,,,,VR,,F,R,C,,,,,,,,1,,,,VR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,F,,,,,F-R,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,37,R,CC,PAL,fc220380446f3a1281642a4e60516feb
371-U1509A-38R-CC-PAL-NANNO,0,10,343.57,343.67,NP16,M-P,A,B R. umbilicus? T N. cristata,,,,,,,,,,R,1,,,,,,R,,,R,,C,,,,,VR,,F,VR,C,,,,,,,,1,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,R,,F,,,,,F,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,38,R,CC,PAL,f97bf9705fdb79b65bb33de154c44906
371-U1509A-39R-2-W 80/80-NANNO,0,0,348.41,348.41,NP15c,M-P,A,,,,,,,,,,,R,1,,,,,,,,,R,,C,,,,,VR,,F,VR,C,,,,,,,,1,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,39,R,2,W,536dd1bc74ce5a938d7d58a56342a3aa
371-U1509A-39R-CC-PAL-NANNO,0,10,356.01,356.11,NP15c,M-P,A,,,,,,,,,,,R,1,,,,,,,,,F,,F,,,,,VR,,F,VR,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,VR,,,,,,,,,,,,,,F,,,,,R,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,39,R,CC,PAL,f2b830ce91adf74c39e4c68457cd8fc3
371-U1509A-40R-CC-PAL-NANNO,0,10,361.76,361.86,NP15c,M-P,A,,,,,,,,,,,R,,,,,,,,,,R,,R,,,,,VR,,F,VR,C,,,,,,,,2,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,,,,,VR,,,,,,,,,,,,1,,F,,,,,F,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,40,R,CC,PAL,0db0b26b9e11c2ecf5e779c06accb275
371-U1509A-41R-CC-PAL-NANNO,0,10,370.96,371.06,NP15c,M-P,A,,,,,,,,,,,R,,,,,,,,,,R,,R,,,,,,,F,VR,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,VR,,,,,,,,,,,,,,F,,,,,R,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,41,R,CC,PAL,4323251a245c0b444ca97a51a66a471f
371-U1509A-42R-CC-PAL-NANNO,0,10,381.53,381.63,NP15c,P,A,T C. gigas,,,,,,,,,,R,1,,,,,,,,,R,,R,,,,,,,F,VR,C,,,,,,,,,,,,R,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,F,F,,1,,,,,,,,,,,,,,,,VR,,,,,,,1,,,,1,,,F,,,,1,R,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,42,R,CC,PAL,6322bec9a7872b22f22a45f34747de27
371-U1509A-43R-2-W 70/70-NANNO,0,0,386.48,386.48,NP15b,P,A,,,,,,,,,,,R,,,,,,,,,1,R,,F,,,,,,,F,VR,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,1,1,,,,,,,,,,,,,,,,VR,,,,,,,,,,,,,,F,,,,1,VR,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,43,R,2,W,45b457e1c33521be6cd4fdeb5ed49755
371-U1509A-43R-CC-PAL-NANNO,0,10,392.98,393.08,NP15b,P,A,,,,,,,,,,,R,,,,,,,,,2,R,,R,,,,,,,F,VR,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,1,,1,,,,,,,,,,,,,,,,VR,,,,,,,,,,,1,,,F,,,,1,R,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,43,R,CC,PAL,dc7508c96cb0b53e83b7b6130adf9f3b
371-U1509A-44R-CC-PAL-NANNO,0,10,398.07,398.17,NP15b,P,A,,,,,,,,,,,R,,,,,,,,,R,3,,R,,,,,R,,R,,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,R,,,,1,1,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,44,R,CC,PAL,baa755bb6460e08543467c9ad09fbd26
371-U1509A-45R-2-W 72/72-NANNO,0,0,405.58,405.58,NP15b,P,A,"B C. gigas, T Toweius spp., T T. orthostylus",,,,,,,,,,R,,,,,,,,,1,4,,R,,,,,VR,,R,,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,45,R,2,W,e461fd51ab1e7fb0bf0ac194caf52f8a
371-U1509A-45R-3-W 72/72-NANNO,0,0,406.93,406.93,NP12,P,A,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,C,,,,,,,,,,,,R,,,,,,,,,,,,C,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,R,,,,R,1,R,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,45,R,3,W,a03424327a372c09ef8950701c780d1a
371-U1509A-45R-CC-PAL-NANNO,0,10,407.04,407.14,NP12,P,A,"B D. lodoensis T Fasciculithus, T Prinsius",,,,,,,,,,F,,,,,,,,,,1,,1,,,1,,,,R,,C,,,,,,,,,,,,2,,,,,,,2,,,,,F,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,R,,,,F,1,R,,,R,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,45,R,CC,PAL,095574a88ad413a675251198ea41dbef
371-U1509A-45R-CC-PAL-NANNO,0,10,407.04,407.14,NP12,P,A,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,F,,,,,,,,,,,,2,,,,,,,,,,,,C,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,F,,,,R,1,,,,F,,,,C,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,45,R,CC,PAL,f9f31024cfbdc843ab97ded05d30d856
371-U1509A-46R-1-W 23/23-NANNO,0,0,413.13,413.13,NP9,P,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,U1509,A,46,R,1,W,bc8d5c27848cf96fb24d127773c738f3
