Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum comment,Datum age average [Ma],Zone name (short),Zone name,Zone comment,Upper boundary age min [Ma],Upper boundary age av. [Ma],Upper boundary age max [Ma],Lower boundary age min [Ma],Lower boundary age av. [Ma],Lower boundary age max [Ma],Preservation,Group abundance,General comment,Percentage of nannos in total assemblage [%],Diatoms and siliceous plankton comment,Amaurolithus amplificus,Amaurolithus bizarrus,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus tricorniculatus,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus pacificanus,Calcidiscus premacintyrei,Calcidiscus tropicus,Calciosolenia spp.,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus armatus,Ceratolithus cristatus,Ceratolithus larrymayeri,Ceratolithus rugosus,Ceratolithus telesmus,Chiasmolithus altus,Chiasmolithus consuetus,Chiasmolithus eograndis,Chiasmolithus gigas,Chiasmolithus nitidus,Chiasmolithus oamaruensis,Chiasmolithus solitus,Chiasmolithus spp.,Clausicoccus obrutus,Clausicoccus subdistichus,Coccolithus eopelagicus,Coccolithus miopelagicus,Coccolithus pelagicus,Coronocyclus nitescens,Cryptococcolithus mediaperforatus,Cyclicargolithus abisectus,Cyclicargolithus floridanus,Dictyococcites bisectus,Dictyococcites bisectus (>10µm),Dictyococcites haqii,Dictyococcites hesslandii,Dictyococcites perplexus,Dictyococcites scrippsae,Dictyococcites spp. (<6 microns),Discoaster anartios,Discoaster asymmetricus,Discoaster aulakos,Discoaster barbadiensis,Discoaster bellus,Discoaster bergenii,Discoaster berggrenii,Discoaster binodosus,Discoaster blackstockae,Discoaster bollii,Discoaster braarudii,Discoaster brouweri,Discoaster calcaris,Discoaster challengeri,Discoaster deflandrei,Discoaster diastypus,Discoaster druggii,Discoaster elegans,Discoaster exilis,Discoaster hamatus,Discoaster kuepperi,Discoaster kugleri,Discoaster lenticularis,Discoaster lodoensis,Discoaster loeblichii,Discoaster mediosus,Discoaster musicus,Discoaster neohamatus,Discoaster neorectus,Discoaster pentaradiatus,Discoaster petaliformis,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster salisburgensis,Discoaster surculus,Discoaster tamalis,Discoaster tanii,Discoaster tanii nodifer,Discoaster tanii ornatus,Discoaster triradiatus,Discoaster tristellifer,Discoaster variabilis,Ellipsolithus macellus,Emiliania huxleyi,Ericsonia formosa,Florisphaera profunda,Florisphaera profunda var. elongata,Gephyrocapsa (small <4 microns),Gephyrocapsa aperta,Gephyrocapsa caribbeanica (3-4 microns),Gephyrocapsa caribbeanica (4-5.5 microns),Gephyrocapsa ericsonii,Gephyrocapsa oceanica (3-4 microns),Gephyrocapsa oceanica (4-5.5 microns),Gephyrocapsa omega,Gephyrocapsa spp. (large >5.5 microns),Girgisia gammation,Hayaster perplexus,Hayella situliformis,Helicopontosphaera hyalina,Helicosphaera ampliaperta,Helicosphaera bramlettei,Helicosphaera carteri,Helicosphaera compacta,Helicosphaera euphratis,Helicosphaera granulata,Helicosphaera inversa,Helicosphaera recta,Helicosphaera sellii,Helicosphaera wallichii,Hughesius gizoensis,Isthmolithus recurvus,Markalius inversus,Minylitha convallis,Nannotetrina alata,Nannotetrina fulgens,Nannotetrina spp.,Neocrepidolithus spp.,Orthorhabdus serratus,Pontosphaera discopora,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera spp.,Pseudoemiliania lacunosa,Reticulofenestra asanoi,Reticulofenestra dictyoda,Reticulofenestra gelida,Reticulofenestra hillae,Reticulofenestra lockeri,Reticulofenestra minuta,Reticulofenestra pseudoumbilicus (>7 microns),Reticulofenestra rotaria,Reticulofenestra samodurovii,Reticulofenestra spp. small,Reticulofenestra umbilicus (>14um),Rhabdosphaera clavigera,Rhabdosphaera gladius,Rhabdosphaera inflata,Rhomboaster cuspis,Sphenolithus abies,Sphenolithus belemnos,Sphenolithus calyculus,Sphenolithus capricornutus,Sphenolithus ciperoensis,Sphenolithus conspicuus,Sphenolithus delphix,Sphenolithus dissimilis,Sphenolithus distentus,Sphenolithus editus,Sphenolithus furcatolithoides,Sphenolithus heteromorphus,Sphenolithus intercalaris,Sphenolithus moriformis,Sphenolithus predistentus,Sphenolithus pseudoradians,Sphenolithus radians,Sphenolithus spiniger,Sphenolithus spp.,Syracosphaera pulchra,Tetralithoides symeonidesii,Thoracosphaera spp.,Toweius callosus,Toweius crassus,Toweius pertusus,Toweius spp.,Tranolithus orionatus,Tribrachiatus bramlettei,Tribrachiatus contortus,Tribrachiatus digitalis,Tribrachiatus orthostylus,Triquetrorhabdulus carinatus,Triquetrorhabdulus rugosus,Umbellosphaera tenuis,Umbilicosphaera hulburtiana,Umbilicosphaera rotula,Umbilicosphaera sibogae,Umbilicosphaera sibogae var. foliosa,Zygrhablithus bijugatus,Shore File Links,File Data
350-U1437D-30R-CC-PAL-NANNO,350,U1437,D,30,30-CC,R,CC,PAL,NANNO,0,1,706.82,706.83,,,,,,,,,,,,,,P,F,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-31R-CC-PAL-NANNO,350,U1437,D,31,31-CC,R,CC,PAL,NANNO,0,4,715.78,715.82,,,,,,,,,,,,,,P,F,,,B,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-32R-CC-PAL-NANNO,350,U1437,D,32,32-CC,R,CC,PAL,NANNO,0,3,726.74,726.77,,,,,,,,,,,,,,P,F,,,B,,,,,,,,R,R,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,R,,,,,,VF,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,VF,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-33R-CC-PAL-NANNO,350,U1437,D,33,33-CC,R,CC,PAL,NANNO,0,5,731.52,731.57,,,,,,,,,,,,,,P,F,,,B,,,,,,,,VF,VF,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,R,,,,,,,C,F,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,VF,,,,,
350-U1437D-34R-CC-PAL-NANNO,350,U1437,D,34,34-CC,R,CC,PAL,NANNO,0,5,747.73,747.78,,,,,,,LO C acutus???,,,,,,,P,F,,,B,,,,R,,,,R,R,,,,,,,R,,,,R,,,,,,,,,,,,,,R,,,,,,,C,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-35R-CC-PAL-NANNO,350,U1437,D,35,35-CC,R,CC,PAL,NANNO,0,5,755.6,755.65,,,,,,,,,,,,,,P,F,,,B,R,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,C,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,,,,,,,,VF,,,,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-36R-CC-PAL-NANNO,350,U1437,D,36,36-CC,R,CC,PAL,NANNO,0,5,761.97,762.02,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-37R-CC-PAL-NANNO,350,U1437,D,37,37-CC,R,CC,PAL,NANNO,0,5,775.81,775.86,,,,,,,,,,,,,,P,F,,,B,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,F,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,*,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,R,,,,,,,,,,,,,,VF,,,,,
350-U1437D-38R-CC-PAL-NANNO,350,U1437,D,38,38-CC,R,CC,PAL,NANNO,0,5,780.68,780.73,,,,,,,,,,,,,,P,F,,,B,,,,R,,,,R,R,,,R,,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,,,,,,,,VF,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,
350-U1437D-39R-CC-PAL-NANNO,350,U1437,D,39,39-CC,R,CC,PAL,NANNO,0,5,788.8,788.85,,,,,,,,,,,,,,P,F,,,B,,,,,,,,VF,R,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,,,,,,,,F,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-40R-3-W 57/59-NANNO,350,U1437,D,40,40-3,R,W,,57/59-NANNO,0,2,799.57,799.59,,,,,,,,,,,,,,M,F,,,B,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,VF,VF,,,,,,,,,VF,,,,,,,,,,,,,F,,,,,VF,,,,,,,,,,,,,,,,,R,,,,,
350-U1437D-40R-7-W 25/27-NANNO,350,U1437,D,40,40-7,R,W,,25/27-NANNO,0,2,804.98,805.0,,,,,,,,,,,,,,M,F,,,B,,,,,,,,R,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,*,,,,,,,,,,,,,,,,,,,,R,,,,,R,,VF,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,R,R,,,,,,,,F,C,,,,,,,,,VF,,,,,,,,,,,,,VF,,,,,,,,F,,,,,,,,,,,,,,,,,,,
350-U1437D-40R-CC-PAL-NANNO,350,U1437,D,40,40-CC,R,CC,PAL,NANNO,0,5,805.38,805.43,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-41R-CC-PAL-NANNO,350,U1437,D,41,41-CC,R,CC,PAL,NANNO,0,5,812.66,812.71,,,,,,,,,,,,,,P,C,,,B,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,C,C,,,,,,,,,C,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-42R-CC-PAL-NANNO,350,U1437,D,42,42-CC,R,CC,PAL,NANNO,0,5,823.75,823.8,,,,,,,,,,,,,,P,C,,,B,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,C,,,,,,,,,,,,,C,,,,,,,,R,,,,,,,,,,,,,,,,,,,
350-U1437D-43R-CC-PAL-NANNO,350,U1437,D,43,43-CC,R,CC,PAL,NANNO,0,5,835.11,835.16,,,,,,,,,,,,,,P,C,,,B,,,,,,,,VF,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,R,,,,,,,,,,,,,,,,,,,
350-U1437D-44R-CC-PAL-NANNO,350,U1437,D,44,44-CC,R,CC,PAL,NANNO,0,5,844.82,844.87,,,,,,,,,,,,,,M,A,,,B,,,,,,,,VF,R,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,R,,,,,,,,,,,,,,,,,,,
350-U1437D-45R-CC-PAL-NANNO,350,U1437,D,45,45-CC,R,CC,PAL,NANNO,0,5,846.69,846.74,,,,,,,,,,,,,,M,A,,,B,,,,,,,,VF,R,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,?*,,,C,,,C,,,,,,,,,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,C,,,,,F,,,R,,,,,,,,,,,,,,,,,,,
350-U1437D-46R-CC-PAL-NANNO,350,U1437,D,46,46-CC,R,CC,PAL,NANNO,0,5,854.87,854.92,,,,,,,,,,,,,,M,C,,,B,,,,,,,,VF,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,F,,,F,,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,F,,,,,C,,,,,,,,,,,,,,*,,,,,,,,
350-U1437D-47R-CC-PAL-NANNO,350,U1437,D,47,47-CC,R,CC,PAL,NANNO,0,5,862.67,862.72,,,,,,,,,,,,,,P,F,,,B,,,,,,,,VF,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,F,,,F,,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,,*,,,,,,,,
350-U1437D-48R-CC-PAL-NANNO,350,U1437,D,48,48-CC,R,CC,PAL,NANNO,0,5,871.72,871.77,,T,,,CN10b,Ceratolithus acutus,T T rugosus,5.28,,,,,,P,F,,,B,,,,,,,,VF,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,C,,,F,,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,F,,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,,VF,,,,,,,,
350-U1437D-49R-CC-PAL-NANNO,350,U1437,D,49,49-CC,R,CC,PAL,NANNO,0,5,882.19,882.24,,,,,,,,,,,,,,P,F,,,B,,,,,,,,VF,R,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,C,,,,,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-50R-CC-PAL-NANNO,350,U1437,D,50,50-CC,R,CC,PAL,NANNO,0,5,892.49,892.54,,,,,,,,,,,,,,P,F,,,B,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,VF,,,,,F,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-51R-CC-PAL-NANNO,350,U1437,D,51,51-CC,R,CC,PAL,NANNO,0,5,903.1,903.15,,,,,,,,,,,,,,M,A,,,B,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,F,,,,VF,,,,,,,,,,,,,,,,,,,,,,F,,,,,C,,,R,,,,,,,,,,,,,,,,,,,
350-U1437D-52R-CC-PAL-NANNO,350,U1437,D,52,52-CC,R,CC,PAL,NANNO,0,5,912.18,912.23,,,,,,,,,,,,,,P,B,,,B,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-53R-CC-PAL-NANNO,350,U1437,D,53,53-CC,R,CC,PAL,NANNO,0,5,922.5,922.55,,,,,,,,,,,,,,P,F,,,B,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-54R-CC-PAL-NANNO,350,U1437,D,54,54-CC,R,CC,PAL,NANNO,0,5,930.9,930.95,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-55R-CC-PAL-NANNO,350,U1437,D,55,55-CC,R,CC,PAL,NANNO,0,5,940.56,940.61,,,,,,,,,,,,,,P,F,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-56R-CC-PAL-NANNO,350,U1437,D,56,56-CC,R,CC,PAL,NANNO,0,5,951.52,951.57,,,,,,,,,,,,,,P,F,,,B,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,C,,,,,,,,,,,R,,,,,,,,*,,,,,,,,,,,,,,,,,,R,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,,,,VF,,,,,,,,
350-U1437D-57R-CC-PAL-NANNO,350,U1437,D,57,57-CC,R,CC,PAL,NANNO,0,5,958.04,958.09,,,,,,,,,,,,,,P,C,,,B,,,,R,R,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,C,,,,,,,,,,R,R,,*,,,,,VF,,,,,*,,,,,,,,,,,,,,R,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,F,,,,,VF,,,,,,,,,,,,,,,,,,,,,,F,,,,,C,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-58R-CC-PAL-NANNO,350,U1437,D,58,58-CC,R,CC,PAL,NANNO,0,5,970.11,970.16,,,,,,,,,,,,,,P,F,,,B,,,,,,,,VF,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,C,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,VF,F,,,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-59R-CC-PAL-NANNO,350,U1437,D,59,59-CC,R,CC,PAL,NANNO,0,5,978.34,978.39,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-60R-CC-PAL-NANNO,350,U1437,D,60,60-CC,R,CC,PAL,NANNO,0,5,986.99,987.04,,,,,,,,,,,,,,P,F,,,B,,,,R,,,,VF,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,C,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,F,,,,VF,,,F,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,VF,,,,,,,,
350-U1437D-61R-CC-PAL-NANNO,350,U1437,D,61,61-CC,R,CC,PAL,NANNO,0,5,997.5,997.55,,,,,,,,,,,,,,P,F,,,B,R,,,R,,,,VF,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,F,,,,C,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,R,,,F,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-62R-CC-PAL-NANNO,350,U1437,D,62,62-CC,R,CC,PAL,NANNO,0,6,1001.61,1001.67,,,,,,,,,,,,,,P,B,,,B,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-63R-1-PAL-NANNO,350,U1437,D,63,63-1,R,1,PAL,NANNO,0,4,1009.19,1009.23,,,,,,,,,,,,,,P,F,,,B,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,C,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-64R-CC-PAL-NANNO,350,U1437,D,64,64-CC,R,CC,PAL,NANNO,0,5,1021.37,1021.42,,,,,,,,,,,,,,P,F,,,B,,,,,,,,VF,R,,,,,,,,,,,,,,,,,,,,,,,,,VF,,,,,,,C,,,,C,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,F,,,,,,,,,,,,,,F,,,,,,,,
350-U1437D-65R-CC-PAL-NANNO,350,U1437,D,65,65-CC,R,CC,PAL,NANNO,0,5,1027.01,1027.06,,,,,,,,,,,,,,P,F,,,B,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-68R-CC-PAL-NANNO,350,U1437,D,68,68-CC,R,CC,PAL,NANNO,0,5,1049.71,1049.76,,,,,,,,,,,,,,P,F,,,B,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,
350-U1437D-69R-CC-PAL-NANNO,350,U1437,D,69,69-CC,R,CC,PAL,NANNO,0,5,1060.31,1060.36,,,,,,,,,,,,,,P,B,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
