Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Zone name (short),Zone name,Group abundance,Beella digitata,Dentoglobigerina altispira,Globigerina bulloides,Globigerina falconensis,Globigerina glutinata,Globigerinella calida,Globigerinella obesa,Globigerinella siphonifera,Globigerinoides conglobatus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globoquadrina venezuelana,Globorotalia conoidea,Globorotalia conomiozea,Globorotalia crassaformis,Globorotalia crassula,Globorotalia flexuosa,Globorotalia hirsuta (dex),Globorotalia inflata,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia merotumida,Globorotalia multicamerata,Globorotalia plesiotumida,Globorotalia pliozea,Globorotalia pseudomiocenica,Globorotalia puncticulata,Globorotalia scitula,Globorotalia sphericomiozea,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globorotaloides hexagona,"Globoturborotalita apertura (Cushman, 1918)",Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita rubescens,"Globoturborotalita woodi (Jenkins, 1960)",Neogloboquadrina acostaensis,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma (dextral),Neogloboquadrina pachyderma (sinistral),Orbulina universa,Pulleniatina obliquiloculata,Pulleniatina primalis,Sphaeroidinella dehiscens,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Tenuitella anfracta,preservation,File Data,Ship File Links,Shore File Links,Sample,eodp_id
361,U1475,B,19,19-1,H,1,W,70/72-FORAM,0,2,168.6,168.62,,,,A,,P,F,,F,,P,P,,,,,,R,R,,,,,,,,F,P,P,P,,,,P,,F,P,,,,,,F,,,,,P,,,P,,F,,,,,P,,,,,,361-U1475B-19H-1-W 70/72-FORAM,455a26ad3bf640a8a65aa927525fc501
361,U1475,B,19,19-3,H,3,W,70/72-FORAM,0,2,171.6,171.62,,,,A,,P,F,,R,,,P,,P,,,,,P,,,,P,,,,,P,,P,,,,P,,R,P,,,,,,P,,,,,,,,,,P,,,,,,,,,,,361-U1475B-19H-3-W 70/72-FORAM,f7acb8cf1e8ff39c0fbd2120258f5b46
361,U1475,B,19,19-5,H,5,W,70/72-FORAM,0,2,174.6,174.62,,,,A,,P,F,,P,,,P,,,,,,,,,,,P,,,,,,P,P,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1475B-19H-5-W 70/72-FORAM,b2f89c7133e3be92bc193f89026e7450
361,U1475,B,19,19-CC,H,CC,PAL,FORAM,0,5,177.59,177.64,,,,C,,R,F,F,F,,F,R,,R,,,,,F,,,,,,,,,P,R,R,,,,P,,F,R,F,,,,R,F,F,,,,,,F,F,F,R,,R,,,,R,,,,,361-U1475B-19H-CC-PAL-FORAM,45f8dad9b4729c2af45e7de468b008ae
361,U1475,B,20,20-1,H,1,W,70/72-FORAM,0,2,178.1,178.12,,,,C,,,F,,R,,,,,P,,,,P,P,,,,,,,,P,,P,,,,,P,F,,P,,,,,,F,,,,,F,,,F,,,,,,,P,,,,,,361-U1475B-20H-1-W 70/72-FORAM,4658691b1ccff3944fee7d10a79145a0
361,U1475,B,20,20-3,H,3,W,70/72-FORAM,0,2,181.1,181.12,,,,C,,R,F,,F,,,F,,P,,,,,P,,,,,,,,,P,P,,,,,P,,F,F,,,,,,F,,,,,R,,,,,R,,,,,P,,,,,,361-U1475B-20H-3-W 70/72-FORAM,9e084501794131eff2a9de7d2662fe0d
361,U1475,B,20,20-5,H,5,W,70/72-FORAM,0,2,184.1,184.12,,,,C,,,F,,F,,,,,P,,,,P,P,,,,,,,,,,P,P,,,,P,,P,,,,,,,P,,,,,P,,,,,P,,,,,,,,,,,361-U1475B-20H-5-W 70/72-FORAM,2e6a6085b82fbacb5c776d579c67e0d1
361,U1475,B,20,20-CC,H,CC,PAL,FORAM,0,5,187.09,187.14,,,,C,,R,F,R,R,,R,,,R,,R,,,F,,,,,,,,,,R,R,,,,P,,F,,F,,,R,R,F,,,,R,,,F,F,F,R,,,,R,R,,,,,,361-U1475B-20H-CC-PAL-FORAM,ad8999454a89a9222004793708dc1c82
361,U1475,B,21,21-2,H,2,W,70/72-FORAM,0,2,189.1,189.12,,,,C,,,F,,R,,,R,,P,,,,,P,,,,,,,,P,P,P,P,,,,P,,,,,,,,,F,,,,,P,,,P,,,,,,,,,,,,,361-U1475B-21H-2-W 70/72-FORAM,b4e4d2499a28aba32ce2c1ad0096c537
361,U1475,B,21,21-4,H,4,W,70/72-FORAM,0,2,192.1,192.12,,,,C,,,F,,,,,P,,,,,,,P,,,,,,,,P,,,P,,,,F,,F,,,,,,,F,,,,,P,,,,,P,,,,P,,,,,,,361-U1475B-21H-4-W 70/72-FORAM,96c3826fed8c7ed36fc67a60bef3a053
361,U1475,B,21,21-6,H,6,W,70/72-FORAM,0,2,195.1,195.12,,,,C,,,F,,F,,P,P,,P,,,,P,P,,,,,,,,P,P,P,,,,,P,,P,,,,,,,F,,,,,F,,,F,,F,,,,,,,,,,,361-U1475B-21H-6-W 70/72-FORAM,0ca76d60fd46dd316a1d119d8bc36d7e
361,U1475,B,21,21-CC,H,CC,PAL,FORAM,0,5,196.83,196.88,,,,F,,R,F,F,,,F,,,R,,,,,R,,,,,,,,,,R,R,,,,F,,F,R,F,,,R,,F,,,,,,,F,F,F,,R,R,,,R,,,,,,361-U1475B-21H-CC-PAL-FORAM,8dcbcf75ea44339f199e170b6d4dc7c1
361,U1475,B,22,22-3,H,3,W,70/72-FORAM,0,2,200.1,200.12,,,,F,,,F,,,,,,,,,,,P,P,,,,,,,,,P,P,P,,,,,,P,,,,,,,,,,,,R,,,,,P,,,,,P,,,,,,361-U1475B-22H-3-W 70/72-FORAM,31ac7e9531cd61d6e00f444669b3dafb
361,U1475,B,22,22-5,H,5,W,70/72-FORAM,0,2,203.1,203.12,,,,F,,,F,,R,,,P,,,,,,P,P,,,,,,,,P,,P,,,,,,,P,,,,,,,P,,,,,P,,,,,,,,,,P,,,,,,361-U1475B-22H-5-W 70/72-FORAM,39724123c9b3d7a451b7c23fcbfe06ee
361,U1475,B,22,22-CC,H,CC,PAL,FORAM,0,5,206.1,206.15,,,,F,,,F,P,,,F,P,P,P,,,,,,,,,,,,,,,P,P,,,,P,,F,P,F,,,,,F,,,,,R,,,F,R,R,,,,,P,,,,,,361-U1475B-22H-CC-PAL-FORAM,db5e848f15a23b5296907f085d7cced2
361,U1475,B,23,23-1,H,1,W,70/72-FORAM,0,2,206.6,206.62,,,,F,,,F,,P,,,,,P,,,,,P,,,,,,,,P,,,P,,,,P,,P,,,,,,,P,,,,,P,,,,,P,,P,P,,,,,,,,361-U1475B-23H-1-W 70/72-FORAM,ac42e9bc52bab8a110faa7e0fffff889
361,U1475,B,23,23-3,H,3,W,70/72-FORAM,0,2,209.6,209.62,,,,F,,P,F,,,,P,,,P,,,,,,,,,,,,,P,P,,,,,,P,,P,P,,,,,,,,,,,,,,P,,P,,,,,,,,,,,361-U1475B-23H-3-W 70/72-FORAM,7bbcf84ef900f91e58bfdc468e836da4
361,U1475,B,23,23-5,H,5,W,70/72-FORAM,0,2,212.6,212.62,,,,F,,P,F,,,,,,,,,,,,P,,,,,,,,P,,P,,,,,P,,,,,,,P,,,,,,,P,,,P,,,,,,P,P,,,,,,361-U1475B-23H-5-W 70/72-FORAM,e86644d3cd892cfdc533977e1a66298e
361,U1475,B,23,23-CC,H,CC,PAL,FORAM,0,5,215.68,215.73,,,,F,,,F,P,P,,R,,P,P,,,,P,P,P,,,R,,,,,P,P,P,,,,F,P,F,,,,,,P,F,,,,,,P,,F,R,P,,,,P,P,,,,,,361-U1475B-23H-CC-PAL-FORAM,427b2a93344edf8ec6fee256fff1412a
361,U1475,B,24,24-2,H,2,W,70/72-FORAM,0,2,217.6,217.62,,,,F,,,F,,,,,,P,,,,,P,,,,,,,,,,P,,,,,,P,,P,P,,,,P,,P,,,,,P,,,,,F,,,,P,,,,,,,361-U1475B-24H-2-W 70/72-FORAM,b2f82887ec175505b424377a20ca0f03
361,U1475,B,24,24-4,H,4,W,70/72-FORAM,0,2,220.6,220.62,,,,F,,P,A,,F,,,P,P,,,,,P,P,,,,,,,,P,P,P,,,,,,P,P,P,,,,P,,F,,,,,P,,,P,,,,,,,,,,,,,361-U1475B-24H-4-W 70/72-FORAM,7d9790449a144401f7d5b9d62c48ef70
361,U1475,B,24,24-6,H,6,W,70/72-FORAM,0,2,223.6,223.62,,,,F,,,F,P,,,,,,,,,,P,P,,,,,,,,P,,,,,,,P,,P,,P,,,,,,,P,,,P,,,P,,,,,,,,,,,,,361-U1475B-24H-6-W 70/72-FORAM,ffae99e4e3bfdbc634cdc50c93f7b56b
361,U1475,B,24,24-CC,H,CC,PAL,FORAM,0,5,225.24,225.29,,,,F,,P,F,P,P,,F,P,,P,,,,P,P,P,,,,,,,,,P,,,,,F,P,F,,,,,,,F,,,,,P,P,,F,R,P,,,,,,,,,,,361-U1475B-24H-CC-PAL-FORAM,ef56596dea9de940da0d316ee0a403c3
361,U1475,B,25,25-1,H,1,W,70/72-FORAM,0,2,225.6,225.62,,,,A,,R,A,F,F,,F,,,R,,R,,,R,,,P,R,,,,,R,,,,,R,F,,F,R,,,,,,R,R,,,R,F,,F,F,F,R,,,,R,R,,,,,,361-U1475B-25H-1-W 70/72-FORAM,b875fb4823d791f16c2ee5286e85a946
361,U1475,B,25,25-3,H,3,W,70/72-FORAM,0,2,228.6,228.62,,,,F,,P,,,F,,,,,,,,,P,P,,,,,,,,P,,,,,P,,P,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,361-U1475B-25H-3-W 70/72-FORAM,dd073497cb2303bf07bca0cbadbfbf8c
361,U1475,B,25,25-5,H,5,W,70/72-FORAM,0,2,231.6,231.62,,,,F,,,F,,,,,,,P,,,,P,,,,,,,,,,,,,,,,P,,P,,,,,,,P,,,,,P,,,,,,,,,,,,,,,,361-U1475B-25H-5-W 70/72-FORAM,c2419047da3d93476f0b4fef63241a6a
361,U1475,B,25,25-CC,H,CC,PAL,FORAM,0,5,234.73,234.78,,,,F,,,F,P,,,F,R,R,P,,,,,P,,,,F,,,,,R,P,,,,,F,,R,,,,,,P,P,,,,,P,,,F,R,R,,,,,P,,,,,,361-U1475B-25H-CC-PAL-FORAM,0c9600619cae86b49df5083228e5b465
361,U1475,B,26,26-1,H,1,W,70/72-FORAM,0,2,235.1,235.12,,,,F,,,F,,P,,,P,,P,,,,P,R,,,,,,,,P,,P,P,,,,P,,P,,,,,P,,R,,,,,P,,,,,P,,,,,,,,,,,361-U1475B-26H-1-W 70/72-FORAM,33b211be14e5b406f8f6744d98a512c5
361,U1475,B,26,26-3,H,3,A,61/63-FORAM,0,2,238.01,238.03,,,,F,,,F,,R,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,,P,,,,,,,,,,,,,,,,361-U1475B-26H-3-A 61/63-FORAM,d0901b3b53a51a7ab7790c5be56c624a
361,U1475,B,26,26-5,H,5,W,70/72-FORAM,0,2,241.1,241.12,,,,F,,,F,,R,,,,R,R,,R,,,R,,,R,R,,,,,R,P,R,,,R,R,,R,R,,,,,,F,,,,F,P,,,F,F,P,,,,R,R,,,,,,361-U1475B-26H-5-W 70/72-FORAM,79d301549f989c73e721aa2c0652e554
361,U1475,B,26,26-CC,H,CC,PAL,FORAM,0,5,244.28,244.33,,,,F,,,F,,P,,,,,,,,,,P,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1475B-26H-CC-PAL-FORAM,a3d8d35f49702105f0e5948ab04b80c2
