Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Achnanthes brevipes,Achnanthes diapar,Achnanthes groenlandica,Achnanthes lanceolata,Actinocyclus curvatulus,Actinocyclus ellipticus,Actinocyclus ellipticus f. lanceolata,Actinocyclus ingens,Actinocyclus ingens var. nodus,Actinocyclus ochotensis,Actinocyclus octonarius,Actinocyclus octonarius var. tenellus,Actinocyclus oculatus,Actinocyclus radionovae,Actinocyclus spp.,Actinoptychus senarius,Actinoptychus splendens,Alveus marinus,Amphiprora sp.,Amphora ovalis,Amphora sp.,Asterolampra marylandica,Asteromphalus darwinii,Asteromphalus elegans,Asteromphalus flabellatus,Asteromphalus petterssonii,Asteromphalus robustus,Aulacoseira granulata,Aulacoseira spp.,Azpeitia africana,Azpeitia barronii,Azpeitia endoi,Azpeitia nodulifera,Azpeitia nodulifera fa. cyclopa,Azpeitia tabularis,Bacillaria paradoxa,Bacteriastrum spp.,Bacterosira fragilis,Baxteriopsis brunii,Biddulphia sinensis,Bogorovia veniamini,Brightwellia imperfecta,Calloneis bacillum,Cestodiscus peplum,Cestodiscus pulchellus,Cestodiscus pulchellus var. maculatus,Chaetoceros spp. and similar spores,Charcotia actinochilus,Cocconeis californica,Cocconeis costata,Cocconeis decipiens,Cocconeis disculus,Cocconeis fluminensis,Cocconeis pellucida,Cocconeis placentula,Cocconeis placentula var. euglypta,Cocconeis pseudomarginatus,Cocconeis scutellum,Cocconeis vitrea,Coscinodiscus elegans,Coscinodiscus lewisianus,Coscinodiscus marginatus,Coscinodiscus obscurus,Coscinodiscus oculus-iridis,Coscinodiscus radiatus,Coscinodiscus stellaris,Coscinodiscus subtilis,Coscinodiscus symbolophorus,Coscinodiscus vetustissimus,Cosmiodiscus insignis,Craspedodiscus elegans,Crucidenticula nicobarica,Crucidenticula punctata,Cyclotella antiqua,Cyclotella chaetoceras,Cyclotella comta,Cyclotella kutzingiana,Cyclotella striata,Cymatosira biharensis,Cymatosira debyi,Cymatotheca weissflogii,Cymbella sinensis,Cymbella tumida,Delphineis angustata,Delphineis ischaboensis,Delphineis kippae,Delphineis margalitalimbata,Delphineis simonsenii,Delphineis surirella,Denticulopsis crassa,Denticulopsis dimorpha,Denticulopsis hustedtii,Denticulopsis hustedtii (elliptical),Denticulopsis hyalina,Denticulopsis katayamae,Denticulopsis lauta,Denticulopsis lauta (miocenica type),Denticulopsis praedimorpha,Denticulopsis praehyalina,Denticulopsis praekatayamae,Denticulopsis praelauta,Diplomenora cocconeisformis,Diploneis bombus,Diploneis coffeiformis,Diploneis constricta,Diploneis elliptica,Diploneis fusca,Diploneis interrupta,Diploneis nitescens,Diploneis oculata,Diploneis ovalis,Diploneis smithii,Diploneis suborbicularis,Diploneis weissflogi,Entopyla spp.,Epithemia argus,Epithemia turgida,Ethmodiscus sp. fragments,Eunotia spp.,Fragilaria construens,Fragilaria leptostauron,Fragilariopsis doliolus,Gomphonema abbreviatum,Gomphonema angustatum,Gomphonema lanceolata,Gomphonema longiceps,Gomphonema olivacium,Gomphonema spp.,Gomphonema tergrstinum,Goniothecium tenue,Grammatophora spp.,Hemiaulus polymorphus,Hemiaulus sp.,Hemidiscus cuneiformis,Hyalodiscus scoticus,Kisseleviella carina,Leptocylindrus spp.,Lithodesmium spp.,Lithodesmium undulatum,Mastogloia capitata,Mediaria splendida,Melosira albicans,Melosira polaris,Melosira westii,Navicula directa,Navicula lyra,Navicula mutica,Navicula pygmaea,Navicula spp.,Neodenticula kamtschatica,Neodenticula koizumii,Neodenticula seminae,Nitzschia braarudii,Nitzschia cylindrica,Nitzschia extincta,Nitzschia fossilis,Nitzschia granulata,Nitzschia grunowii,Nitzschia interruptestriata,Nitzschia marina,Nitzschia miocenica,Nitzschia pliocena,Nitzschia porteri,Nitzschia punctata,Nitzschia reiholdii,Nitzschia reinholdii,Nitzschia sicula,Nitzschia sp. 1,Odontella aurita,Opephora martyi,Paralia clavigera,Paralia sulcata,Pinnularia alphina,Pinnularia appendiculata,Pinnularia borealis,Pinnularia molaris,Pinnularia spp.,Plagiogramma staurophorum,Planktoniella sol,Porosira glaciais,Proboscia curvirostris,Proboscia spp.,Pseudopodosira elegans,Pseudosolenia calcar-avis,Pyxilla spp.,Rhabdonema japonicum,Rhaphidodiscus marylandicus,Rhaphoneis amphiceros,Rhaphoneis elegans,Rhaphoneis fossile,Rhaphoneis miocenica,Rhizosolenia  semispina,Rhizosolenia alata,Rhizosolenia barboi,Rhizosolenia bergonii,Rhizosolenia curvirostris,Rhizosolenia hebetata,Rhizosolenia hebetata f. hiemalis,Rhizosolenia hebetata f. semispina,Rhizosolenia imbricata,Rhizosolenia miocenica,Rhizosolenia praebergonii,Rhizosolenia praebergonii var. robusta,Rhizosolenia setigera,Rhizosolenia styliformis,Rhopalodia gibberula,"Roperia tesselata (Roper) Grunow in Van Heurck, 1883",Rossiella paleacea,Rossiella tatsunokuchiensis,Rouxia californica,Shionodiscus oestrupii,Shionodiscus tetraoestrupii,Skeletonema costatum,Stephanodiscus astraea,Stephanogonia hanzawae,Stephanopyxis palmeriana,Stephanopyxis spp.,Stephanopyxis turris,Synedra jouseana,Synedra jouseana var.,Synedra ulna,Tetracyclus lacustris,Thalassionema bacillaris,Thalassionema frauenfeldii,Thalassionema hirosakiensis,Thalassionema nitzschioides,Thalassionema nitzschioides  var. parva,Thalassionema nitzschioides var. nitzschioides,Thalassionema schraderi,Thalassiosira antiqua,Thalassiosira burckliana,Thalassiosira convexa,Thalassiosira convexa var. aspinosa,Thalassiosira convexa var. convexa,Thalassiosira decipiens,Thalassiosira eccentrica,Thalassiosira ferelineata,Thalassiosira gravida,Thalassiosira gravida spore,Thalassiosira hyalina,Thalassiosira jacksonii,Thalassiosira jouseae,Thalassiosira lacustris,Thalassiosira leptopus,Thalassiosira leptopus s. ampl.,Thalassiosira lineata,Thalassiosira manifesta,Thalassiosira nidulus,Thalassiosira nordenskioeldii,Thalassiosira pacifica,Thalassiosira plicata,Thalassiosira praeoestrupii,Thalassiosira sacketii,Thalassiosira singularis,Thalassiosira temperei,Thalassiosira trifulta,Thalassiosira yabei,Thalassiosira zabellinae,Thalassiothrix longissima,Trachyneis aspera,Triceratium spp.,Tryblionella spp.,Tryblioptichus spp.,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
353-U1445A-6H-3-W 75/75-DIAT,0,0,48.49,48.49,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,6,H,3,W,10b12ff70ec05d8806de8147c0bfd544
353-U1445A-6H-6-W 75/75-DIAT,0,0,52.86,52.86,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,6,H,6,W,4d66391ec1983beca2a9365462fc45e2
353-U1445A-6H-CC-PAL-DIAT,0,8,54.98,55.06,,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radiolarians and silicoflagellates present.,,,,353,U1445,A,6,H,CC,PAL,8944dc628e0fd56bff0dcd7f3a0b8fea
353-U1445A-7H-1-W 75/75-DIAT,0,0,55.15,55.15,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,7,H,1,W,7010a85bcca31e09e2f1b77d4fb78970
353-U1445A-7H-4-W 75/75-DIAT,0,0,59.26,59.26,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,7,H,4,W,654660351003b8ca75baae7ad34adc68
353-U1445A-7H-6-W 75/75-DIAT,0,0,61.88,61.88,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,7,H,6,W,cefdc83b4bb56c6a361b3775cbc3e262
353-U1445A-7H-CC-PAL-DIAT,0,6,63.93,63.99,,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,7,H,CC,PAL,bec73ba4fbe8b1e2a768f010eae5ead1
353-U1445A-8H-3-W 123/124-DIAT,0,1,67.09,67.1,,,,M,F,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,8,H,3,W,8899dcd656a2112311f44e0f0a26c719
353-U1445A-8H-5-W 75/75-DIAT,0,0,69.44,69.44,NTD17,"NTD17 (Barron, 1985)",,G,A,,,,,R,R,,,,,R,,,,,,,R,,,,,,,,,,,,,,,F,,R,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,R,,,,,,,F,,,,,,,,,,,,R,R,,,R,C,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,8,H,5,W,6a30515a04ccaa1b087656e6453b7057
353-U1445A-8H-7-W 75/75-DIAT,0,0,72.3,72.3,,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,phytoltihs present,,,,353,U1445,A,8,H,7,W,82fc8a1dea0fb3bbe7eeadb1c096feef
353-U1445A-8H-CC-PAL-DIAT,0,5,74.31,74.36,,,,G,A,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radiolarians present,,,,353,U1445,A,8,H,CC,PAL,f5c481026dd09d7e0d8309fdb59d9e33
353-U1445A-9H-3-W 75/75-DIAT,0,0,75.94,75.94,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,9,H,3,W,138eeceb22a744453ccbeb65f758919e
353-U1445A-9H-5-W 75/75-DIAT,0,0,78.6,78.6,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,9,H,5,W,4687faf21847ed33713b7d5df945003f
353-U1445A-9H-8-W 75/75-DIAT,0,0,82.86,82.86,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,9,H,8,W,0ec4e9a06211aab3892e8cd80cf1d0e4
353-U1445A-9H-CC-PAL-DIAT,0,5,83.63,83.68,,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,9,H,CC,PAL,2ca499caa62f24594b397ec21c834015
353-U1445A-10H-1-W 75/75-DIAT,0,0,83.65,83.65,,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,10,H,1,W,5b627ee42b8dd5f5b6e58f122b0b2196
353-U1445A-10H-3-W 75/76-DIAT,0,1,86.22,86.23,,,,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,R,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,10,H,3,W,4e70f6dcc9eef5835dc73b8d057004f2
353-U1445A-10H-5-W 75/75-DIAT,0,0,89.09,89.09,,,,M,C,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,Phytoliths present,,,,353,U1445,A,10,H,5,W,c743d6871904085553f4c328ebad558d
353-U1445A-10H-7-W 75/75-DIAT,0,0,92.08,92.08,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,10,H,7,W,c59dcb9cbb63121d981d265ba25deb33
353-U1445A-10H-CC-PAL-DIAT,0,5,92.57,92.62,,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,10,H,CC,PAL,cda64b99fd5ca322337464fa8573298c
353-U1445A-11H-2-W 29/29-DIAT,0,0,94.09,94.09,NTD16/NTD17,"NTD16/NTD17 (Barron, 1985)","LO Nitzschia reinholdii (Fourtanier, 1991b)",G,C,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,R,,,,,,,F,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,11,H,2,W,8a6deaf01e0738446cf9997533c63ce6
353-U1445A-11H-5-W 84/84-DIAT,0,0,98.43,98.43,,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,11,H,5,W,6fb3269cdeeb1aa7c62741af3ce6fa55
353-U1445A-11H-7-W 21/21-DIAT,0,0,100.36,100.36,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,11,H,7,W,f2935728e521bd5f5c76905fe7a2ff2d
353-U1445A-11H-CC-PAL-DIAT,0,5,101.7,101.75,,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,11,H,CC,PAL,1721c834138f897a609aa472402fc7ff
353-U1445A-12H-3-W 112/112-DIAT,0,0,104.63,104.63,,,,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,12,H,3,W,3c84ad4e2295cc637fe00489126eaa70
353-U1445A-12H-5-W 63/63-DIAT,0,0,107.06,107.06,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,12,H,5,W,213c273536332d6af0958db3cfec50c7
353-U1445A-12H-7-W 17/18-DIAT,0,1,109.51,109.52,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,12,H,7,W,187c942f22a11ee982d6b705803f48fa
353-U1445A-12H-CC-PAL-DIAT,0,5,112.18,112.23,,,,G,A,,,,,R,,,,,,,,,,,X,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,F,R,,,,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,D. seminae var fossilis (X). Mesocena quadrangola (silicoflag) common,,,,353,U1445,A,12,H,CC,PAL,aa103508726c2ad280bf8ee9553c17ac
353-U1445A-13H-1-W 76/76-DIAT,0,0,112.16,112.16,,,,M,F,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,13,H,1,W,ff4ab03a51d98c96e0f6f45164ac3627
353-U1445A-13H-4-W 90/90-DIAT,0,0,116.52,116.52,,,,P,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,phytoliths present,,,,353,U1445,A,13,H,4,W,ba0c25be50bb54fdae9034eb26db0ed0
