Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Achnanthes brevipes,Achnanthes diapar,Achnanthes groenlandica,Achnanthes lanceolata,Actinocyclus curvatulus,Actinocyclus ellipticus,Actinocyclus ellipticus f. lanceolata,Actinocyclus ingens,Actinocyclus ingens var. nodus,Actinocyclus ochotensis,Actinocyclus octonarius,Actinocyclus octonarius var. tenellus,Actinocyclus oculatus,Actinocyclus radionovae,Actinocyclus spp.,Actinoptychus senarius,Actinoptychus splendens,Alveus marinus,Amphiprora sp.,Amphora ovalis,Amphora sp.,Asterolampra marylandica,Asteromphalus darwinii,Asteromphalus elegans,Asteromphalus flabellatus,Asteromphalus petterssonii,Asteromphalus robustus,Aulacoseira granulata,Aulacoseira spp.,Azpeitia africana,Azpeitia barronii,Azpeitia endoi,Azpeitia nodulifera,Azpeitia nodulifera fa. cyclopa,Azpeitia tabularis,Bacillaria paradoxa,Bacteriastrum spp.,Bacterosira fragilis,Baxteriopsis brunii,Biddulphia sinensis,Bogorovia veniamini,Brightwellia imperfecta,Calloneis bacillum,Cestodiscus peplum,Cestodiscus pulchellus,Cestodiscus pulchellus var. maculatus,Chaetoceros spp. and similar spores,Charcotia actinochilus,Cocconeis californica,Cocconeis costata,Cocconeis decipiens,Cocconeis disculus,Cocconeis fluminensis,Cocconeis pellucida,Cocconeis placentula,Cocconeis placentula var. euglypta,Cocconeis pseudomarginatus,Cocconeis scutellum,Cocconeis vitrea,Coscinodiscus elegans,Coscinodiscus lewisianus,Coscinodiscus marginatus,Coscinodiscus obscurus,Coscinodiscus oculus-iridis,Coscinodiscus radiatus,Coscinodiscus stellaris,Coscinodiscus subtilis,Coscinodiscus symbolophorus,Coscinodiscus vetustissimus,Cosmiodiscus insignis,Craspedodiscus elegans,Crucidenticula nicobarica,Crucidenticula punctata,Cyclotella antiqua,Cyclotella chaetoceras,Cyclotella comta,Cyclotella kutzingiana,Cyclotella striata,Cymatosira biharensis,Cymatosira debyi,Cymatotheca weissflogii,Cymbella sinensis,Cymbella tumida,Delphineis angustata,Delphineis ischaboensis,Delphineis kippae,Delphineis margalitalimbata,Delphineis simonsenii,Delphineis surirella,Denticulopsis crassa,Denticulopsis dimorpha,Denticulopsis hustedtii,Denticulopsis hustedtii (elliptical),Denticulopsis hyalina,Denticulopsis katayamae,Denticulopsis lauta,Denticulopsis lauta (miocenica type),Denticulopsis praedimorpha,Denticulopsis praehyalina,Denticulopsis praekatayamae,Denticulopsis praelauta,Diplomenora cocconeisformis,Diploneis bombus,Diploneis coffeiformis,Diploneis constricta,Diploneis elliptica,Diploneis fusca,Diploneis interrupta,Diploneis nitescens,Diploneis oculata,Diploneis ovalis,Diploneis smithii,Diploneis suborbicularis,Diploneis weissflogi,Entopyla spp.,Epithemia argus,Epithemia turgida,Ethmodiscus sp. fragments,Eunotia spp.,Fragilaria construens,Fragilaria leptostauron,Fragilariopsis doliolus,Gomphonema abbreviatum,Gomphonema angustatum,Gomphonema lanceolata,Gomphonema longiceps,Gomphonema olivacium,Gomphonema spp.,Gomphonema tergrstinum,Goniothecium tenue,Grammatophora spp.,Hemiaulus polymorphus,Hemiaulus sp.,Hemidiscus cuneiformis,Hyalodiscus scoticus,Kisseleviella carina,Leptocylindrus spp.,Lithodesmium spp.,Lithodesmium undulatum,Mastogloia capitata,Mediaria splendida,Melosira albicans,Melosira polaris,Melosira westii,Navicula directa,Navicula lyra,Navicula mutica,Navicula pygmaea,Navicula spp.,Neodenticula kamtschatica,Neodenticula koizumii,Neodenticula seminae,Nitzschia braarudii,Nitzschia cylindrica,Nitzschia extincta,Nitzschia fossilis,Nitzschia granulata,Nitzschia grunowii,Nitzschia interruptestriata,Nitzschia marina,Nitzschia miocenica,Nitzschia pliocena,Nitzschia porteri,Nitzschia punctata,Nitzschia reiholdii,Nitzschia reinholdii,Nitzschia sicula,Nitzschia sp. 1,Odontella aurita,Opephora martyi,Paralia clavigera,Paralia sulcata,Pinnularia alphina,Pinnularia appendiculata,Pinnularia borealis,Pinnularia molaris,Pinnularia spp.,Plagiogramma staurophorum,Planktoniella sol,Porosira glaciais,Proboscia curvirostris,Proboscia spp.,Pseudopodosira elegans,Pseudosolenia calcar-avis,Pyxilla spp.,Rhabdonema japonicum,Rhaphidodiscus marylandicus,Rhaphoneis amphiceros,Rhaphoneis elegans,Rhaphoneis fossile,Rhaphoneis miocenica,Rhizosolenia  semispina,Rhizosolenia alata,Rhizosolenia barboi,Rhizosolenia bergonii,Rhizosolenia curvirostris,Rhizosolenia hebetata,Rhizosolenia hebetata f. hiemalis,Rhizosolenia hebetata f. semispina,Rhizosolenia imbricata,Rhizosolenia miocenica,Rhizosolenia praebergonii,Rhizosolenia praebergonii var. robusta,Rhizosolenia setigera,Rhizosolenia styliformis,Rhopalodia gibberula,"Roperia tesselata (Roper) Grunow in Van Heurck, 1883",Rossiella paleacea,Rossiella tatsunokuchiensis,Rouxia californica,Shionodiscus oestrupii,Shionodiscus tetraoestrupii,Skeletonema costatum,Stephanodiscus astraea,Stephanogonia hanzawae,Stephanopyxis palmeriana,Stephanopyxis spp.,Stephanopyxis turris,Synedra jouseana,Synedra jouseana var.,Synedra ulna,Tetracyclus lacustris,Thalassionema bacillaris,Thalassionema frauenfeldii,Thalassionema hirosakiensis,Thalassionema nitzschioides,Thalassionema nitzschioides  var. parva,Thalassionema nitzschioides var. nitzschioides,Thalassionema schraderi,Thalassiosira antiqua,Thalassiosira burckliana,Thalassiosira convexa,Thalassiosira convexa var. aspinosa,Thalassiosira convexa var. convexa,Thalassiosira decipiens,Thalassiosira eccentrica,Thalassiosira ferelineata,Thalassiosira gravida,Thalassiosira gravida spore,Thalassiosira hyalina,Thalassiosira jacksonii,Thalassiosira jouseae,Thalassiosira lacustris,Thalassiosira leptopus,Thalassiosira leptopus s. ampl.,Thalassiosira lineata,Thalassiosira manifesta,Thalassiosira nidulus,Thalassiosira nordenskioeldii,Thalassiosira pacifica,Thalassiosira plicata,Thalassiosira praeoestrupii,Thalassiosira sacketii,Thalassiosira singularis,Thalassiosira temperei,Thalassiosira trifulta,Thalassiosira yabei,Thalassiosira zabellinae,Thalassiothrix longissima,Trachyneis aspera,Triceratium spp.,Tryblionella spp.,Tryblioptichus spp.,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
353-U1445A-51X-CC-PAL-DIAT,0,5,456.99,457.04,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,51,X,CC,PAL,b69f4091b641827d2f897306d30478f4
353-U1445A-51X-CC-W 36/37-DIAT,0,1,456.8,456.81,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,51,X,CC,W,61dfaf0270fc9ea9c9c9ec9b8056ed78
353-U1445A-52X-4-W 79/80-DIAT,0,1,460.51,460.52,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,52,X,4,W,f18035eec2a419108f7a371dde672b86
353-U1445A-52X-CC-PAL-DIAT,0,5,463.94,463.99,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,52,X,CC,PAL,1009ffea4666c7cef1c3286b0983b479
353-U1445A-53X-2-W 75/76-DIAT,0,1,464.89,464.9,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only rare fragments of Thalassionema spp. and probabily Coscinodiscus spp.,,,,353,U1445,A,53,X,2,W,d7f2d4eb7f34427155e8f273e2f50c91
353-U1445A-53X-6-W 88/89-DIAT,0,1,470.92,470.93,,,,G,A,,,,,F,F,,,,,F,F,,,,C,,R,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,X,,,,,,,,,,,,C,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silicoflagellates present.,,,,353,U1445,A,53,X,6,W,d18a9fa0da37cd1a20c902b1552c9bad
353-U1445A-53X-CC-PAL-DIAT,0,5,472.37,472.42,,,,P,R,,,,,X,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,Silicoflagellates present. Phytolithes present.,,,,353,U1445,A,53,X,CC,PAL,b26426a5979e1be221a03d5382087cbf
353-U1445A-54X-4-W 76/77-DIAT,0,1,475.6,475.61,,,,M,C,,,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,,,,,,,,,,F,C,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,Silicoflagellate present.,,,,353,U1445,A,54,X,4,W,961ecfea5c1914e09da94f3caec68905
353-U1445A-54X-CC-PAL-DIAT,0,5,480.7,480.75,,,,P,R,,,,,,X,,,,,,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,54,X,CC,PAL,b07efac5c9f9653f40256bfefc4219d4
353-U1445A-55X-2-W 72/73-DIAT,0,1,480.33,480.34,,,,G,C,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,55,X,2,W,491f7b5b3a2bc60f470f9e8dffc24d4e
353-U1445A-55X-4-W 75/76-DIAT,0,1,483.38,483.39,,,,M,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,353,U1445,A,55,X,4,W,fb4c02ad2f95bc0ad4c22b16bd81c5fb
353-U1445A-55X-CC-PAL-DIAT,0,5,487.83,487.88,,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,radiolarians present,,,,353,U1445,A,55,X,CC,PAL,a7a26b86bd49bf38e8c452d6b90a22a6
353-U1445A-56X-1-W 82/83-DIAT,0,1,488.22,488.23,,,,G,A,,,,,R,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,353,U1445,A,56,X,1,W,b3d51de6ab5cc664b2924144c473b4db
353-U1445A-56X-5-W 47/47-DIAT,0,0,493.52,493.52,,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,56,X,5,W,15b126df753f4c3c38a04198aba6ae3c
353-U1445A-56X-CC-PAL-DIAT,0,3,494.71,494.74,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,353,U1445,A,56,X,CC,PAL,6a1f8c6da9665638ed97234a994a8efb
353-U1445A-57X-CC-PAL-DIAT,0,5,503.71,503.76,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,57,X,CC,PAL,e6159b19f589dafcb603f5dd3b58a330
353-U1445A-58X-CC-PAL-DIAT,0,5,512.52,512.57,,,,M,C,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,58,X,CC,PAL,26f03630fa1fc338dfe69c8ce5dff24c
353-U1445A-59X-CC-PAL-DIAT,0,5,520.46,520.51,,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,59,X,CC,PAL,3526dccdb95279c609d87569f8224774
353-U1445A-60X-2-W 75/75-DIAT,0,0,521.65,521.65,,,,G,A,,,,,,F,,,,,,,,,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,C,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,phytolites present,,,,353,U1445,A,60,X,2,W,e6e4ba94f4184f8ed155f82291c385ed
353-U1445A-60X-CC-PAL-DIAT,0,5,526.98,527.03,,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phytotliths present,,,,353,U1445,A,60,X,CC,PAL,164b0c31638169f835aade2c1c44122b
353-U1445A-61X-2-W 75/75-DIAT,0,0,529.64,529.64,,,,G,A,,,,,F,F,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,C,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,Pyxilla spp. (X). silicoflagellate present.,,,,353,U1445,A,61,X,2,W,84767a00dd0993f62cd2d9dbc146cd77
353-U1445A-61X-4-W 75/75-DIAT,0,0,532.64,532.64,,,,M,F,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,R,F,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silicoflagellates present. Phytolithes present.,,,,353,U1445,A,61,X,4,W,f2f4f8200aa1ba7f0b4dc61dc09d31d6
353-U1445A-61X-6-W 35/35-DIAT,0,0,534.84,534.84,,,,M,A,,,,,R,F,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silicoflagellate present.,,,,353,U1445,A,61,X,6,W,0504500b924aef85e6a391ef94d7b14e
353-U1445A-61X-CC-PAL-DIAT,0,5,535.75,535.8,,,,M,F,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,61,X,CC,PAL,9b88e784623c642197513fb07f27c648
353-U1445A-62X-4-W 77/77-DIAT,0,0,540.65,540.65,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,62,X,4,W,73842bd39388a0b64baa13654bb1640f
353-U1445A-62X-5-W 83/83-DIAT,0,0,542.21,542.21,,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,62,X,5,W,ea9cab9177f8ab5a0087bd6a1123bdad
353-U1445A-62X-CC-PAL-DIAT,0,5,542.73,542.78,,,,M,F,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353,U1445,A,62,X,CC,PAL,b603ba6f0ad8d717c38c40e6456853b2
353-U1445A-63X-4-W 71/71-DIAT,0,0,547.79,547.79,,"NTD13/NTD14 (Barron, 1985)","FO Nitzshia jouseae (Mikkelsen, 1990)",G,A,,,,,F,F,,,,,,F,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silicoflagellates present. Phytolithes present.,,,,353,U1445,A,63,X,4,W,e8552933dc715120c1d3d251a3054dcc
353-U1445A-63X-6-W 47/47-DIAT,0,0,550.06,550.06,,,,M,F,,,,,,R,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,353,U1445,A,63,X,6,W,dd3e9b440605d63c9b92cfc80115afc0
