Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Preservation,Group Abundance,Emiliania huxleyi,Gephyrocapsa omega,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Reticulofenestra bisecta (>10 microns),Reticulofenestra bisecta (5-10 microns),Reticulofenestra pseudoumbilicus,Reticulofenestra asanoi,Reticulofenestra sp. (5-7 microns),Reticulofenestra spp. small,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Catinaster coalitus,Catinaster calyculus,Coccolithus eopelagicus,Coccolithus formosus,Coccolithus miopelagicus,Coccolithus pelagicus,Coronocyclus nitescens,Cyclicargolithus floridanus,Cyclicargolithus abisectus,Clausicoccus subdistichus,Discoaster adamanteus,Discoaster asymmetricus,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster brouweri,Discoaster calcaris,Discoaster calculosus,Discoaster deflandrei,Discoaster druggii,Discoaster exilis,Discoaster hamatus,Discoaster kugleri,Discoaster loeblichii,Discoaster moorei,Discoaster neohamatus,Discoaster pentaradiatus,Discoaster petaliformis,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster spp.,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster variabilis,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Ceratolithus cristatus,Ceratolithus acutus,Florisphaera profunda,Helicosphaera carteri,Helicosphaera euphratis,Helicosphaera burkei,Helicosphaera sellii,Minylitha convallis,Nicklithus amplificus,Pontosphaera millepuncta,Pontosphaera multipora,Pontosphaera spp.,Rhabdosphaera spp.,Scyphosphaera spp.,Sphenolithus abies,Sphenolithus conicus,Sphenolithus dissimilis,Sphenolithus heteromorphus,Sphenolithus moriformis,Sphenolithus belemnos,Sphenolithus disbelemnos,Sphenolithus pseudoheteromorphus,Sphenolithus predistentus,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus spp.,Syracosphaera spp.,Triquetrorhabdulus rugosus,Umbilicosphaera rotula,Umbilicosphaera sibogae,Comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
367-U1499A-39X-CC-PAL-NANNO,0,5,357.35,357.4,,M,C,,,,,,,,,F,,,F,F,,,,,,,,C,,,,,,C,,,,,,,R,,,,,,,,F,,,,,R,,,C,,,,,,,F,,,,,,,,F,,,C,,,R,,,,,,,,,,,,,,,,,367,U1499,A,39,X,CC,PAL,6be0c2f2ee89d4d73699a0af0543afa3
367-U1499A-43X-CC-PAL-NANNO,0,7,395.2,395.27,,G,C,,,,,,,,,,,F,F,F,F,,,,,,,,,,,,,C,,,,,,,R,,,,,,,,,,,C,,,,,C,,,,,,,,R,,,,,,,,,,F,,,R,F,,,,,,,F,,,,F,,,,,367,U1499,A,43,X,CC,PAL,2720b4c9e6d6c5d30a444c6766a4be14
367-U1499A-44X-2-W 71/71-NANNO,0,0,407.11,407.11,,M,F,,,,,,,,,,,C,F,F,,,,,,,,F,,,,,,,,F,,F,,,,,,,,,,,,,,C,F,,,,C,R,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,367,U1499,A,44,X,2,W,1e7d3645026e65497bd55d559c11ed78
367-U1499A-44X-5-W 111/111-NANNO,0,0,412.01,412.01,,M,C,,,,,,,,,,,C,F,F,,,,,,,,F,,,,,,,,F,,F,,,,,,,,,,,,,,C,F,,,,C,R,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,F,,,,,,,,,367,U1499,A,44,X,5,W,4d55d441f72190f8823c5538046f484a
367-U1499A-44X-CC-PAL-NANNO,0,5,414.05,414.1,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,44,X,CC,PAL,4f2f8a3ecd0b14c8b03735fa3fc1ed2f
367-U1499A-45X-CC-PAL-NANNO,0,5,424.45,424.5,,G,C,,,,,,,,,F,,F,F,R,,,,,,,,R,,,,,,,,C,,R,,,,,,,,,,,,,,F,R,,,,C,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,367,U1499,A,45,X,CC,PAL,9635cb1938852f56424e8c4c57ce9b7c
367-U1499A-46X-CC-PAL-NANNO,0,5,434.08,434.13,,G,C,,,,,,,,,R,,C,A,F,,,,,,,,F,,,,,,,,F,,,,,,,,,,,,,,,,F,,,,,R,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,367,U1499,A,46,X,CC,PAL,0d1bfc8f9a6855938babdf28b83aa61a
367-U1499A-47X-4-W 67/67-NANNO,0,0,439.17,439.17,,G,C,,,,,,,,,,,C,C,F,F,,,,,,,F,F,,,,,,,F,,F,,,,,,,,,,,,,,C,F,F,,,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,C,,,,,,367,U1499,A,47,X,4,W,930b32c5f06dc4640f7529941da8737e
367-U1499A-47X-CC-PAL-NANNO,0,5,443.81,443.86,,G,C,,,,,,,,,,,F,A,R,,,,,,,,F,,,,,,,,F,,,,,,,,,,,,,,,,F,R,,,,F,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,367,U1499,A,47,X,CC,PAL,05bd145bc4c3c3c328c7d6f0ded5db1a
367-U1499A-48X-4-W 79/79-NANNO,0,0,448.99,448.99,,M,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,48,X,4,W,053d8a66a20fff1f8239dbad880d751d
367-U1499A-48X-5-W 46/46-NANNO,0,0,450.16,450.16,,G,C,,,,,,,,,,,,F,F,,,,,,,,F,,R,,,,,,C,,F,,,,,,,,,,,F,,,,F,,,,F,,,,,,,F,R,,,,,,,F,F,,A,,,,C,,,,,,,,,,F,,Forams sand,,,,367,U1499,A,48,X,5,W,a8ac84cf0001d836e55b2b749639af92
367-U1499A-48X-CC-PAL-NANNO,0,5,453.61,453.66,,M,F,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,F,,,,,C,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,367,U1499,A,48,X,CC,PAL,33d745c560ea950f9b44cd5fb2b4c2fe
367-U1499A-49X-5-W 43/43-NANNO,0,0,459.83,459.83,,M,A,,,,,,,,,R,,F,C,F,F,,,,,,,C,,,,,,F,,C,,C,,,,,,,,,,,F,,,R,F,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selected nannos syndepositional layer,,,,367,U1499,A,49,X,5,W,1fbef2a2643a10510c8721e042827f96
367-U1499A-49X-CC-PAL-NANNO,0,5,463.38,463.43,,M,C,,,,,,,,,R,,,C,R,,,,,,,,F,,,,,,,,C,,F,,,,,,,,,,,,,,C,,,,,C,,,,,,,F,,,,,,,,,,,C,,,,,,,,,,,C,,,,R,,,,,367,U1499,A,49,X,CC,PAL,ce6294d4435aa82b45f6d400198a0604
367-U1499A-50X-CC-PAL-NANNO,0,5,469.32,469.37,,P,F,,,,,,,,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,R,,F,,,,,,,,,,,R,,,,R,,,,,367,U1499,A,50,X,CC,PAL,a5b1991e8cc2d67460088f4d28ec1f5d
367-U1499A-54X-CC-PAL-NANNO,0,6,501.94,502,,M,A,,,,,,,,,C,,F,C,F,,,,,,,,F,F,,,,,,,C,,F,,,F,,,,,,,,,,,C,F,,,,C,,,,,,,C,,,,,,,,C,,,C,,,,C,,,,,,,C,,,,,,,,,367,U1499,A,54,X,CC,PAL,057b5590dc40affdebb2d375734e09e1
367-U1499A-56X-CC-PAL-NANNO,0,5,521.68,521.73,,M,A,,,,,,,,,R,,,C,F,R,,,,,,,F,,,,,,,,F,,F,,,,,,,,,,,C,,,F,C,,,,,,,,,,,C,,,,,,,,,,,F,,,,F,,,,,,,C,,,,,,,,,367,U1499,A,56,X,CC,PAL,a547b8d76181bbdc9ced81e882e858b9
367-U1499A-57X-CC-PAL-NANNO,0,5,532.1,532.15,,P,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,367,U1499,A,57,X,CC,PAL,b86c3efcee12e8fc505a6d790f6df28d
367-U1499A-58X-CC-PAL-NANNO,0,5,540.78,540.83,,M,F,,,,,,,,,,,F,F,R,R,,,,,,,F,,,,,,,,,,C,,,,,,,,,,,F,,,F,,,,,F,,,,,,,R,,,,,,,,R,,,F,,,,,,,,,,,F,,,,,,,,,367,U1499,A,58,X,CC,PAL,545371c97c98afc2a32b7662c69c4c0c
367-U1499A-59X-CC-PAL-NANNO,0,5,550.5,550.55,,P,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,367,U1499,A,59,X,CC,PAL,40df70e6cff8a0b8a3f2e6dfb645f982
367-U1499A-61X-CC-PAL-NANNO,0,5,570.05,570.1,,M,C,,,,,,,,,R,,F,C,F,F,,,,,,,R,,,,,,,F,R,,F,,,,,,,,,,,,,R,R,,,,,F,,,,,,,F,,,,,,,,R,,,F,,,,,,,,,,,F,,,,R,,,,,367,U1499,A,61,X,CC,PAL,0bbb98b8b4148cfa3ff7f607a5ad9934
367-U1499A-62X-CC-PAL-NANNO,0,5,579.58,579.63,,M,F,,,,,,,,,,,,C,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,,,,,,,F,,,,,,,,,367,U1499,A,62,X,CC,PAL,ce4c7feea24538aa17ff5fc5c1ab3d36
367-U1499A-64X-1-W 50/50-NANNO,0,0,599.4,599.4,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,64,X,1,W,d4f50e913d182ac54a238b9c55787f07
367-U1499A-64X-CC-PAL-NANNO,0,5,600.71,600.76,,M,C,,,,,,,,,C,,F,C,C,F,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,F,,,,,,,R,,F,,,,C,,,,,,,C,,,F,F,Discoaster overgrowth,,,,367,U1499,A,64,X,CC,PAL,fd070a1f562868072a29253916d18202
367-U1499A-65X-CC-PAL-NANNO,0,5,608.94,608.99,,M,C,,,,,,,,,C,,F,F,F,,,R,,,,,F,,,,,,,,,,F,,,,,,,,,,,C,,,,C,,,,C,,,,,,,F,R,,,,,,R,F,,,C,,,R,C,,,,,,,,,,F,,SAND,,,,367,U1499,A,65,X,CC,PAL,0c3508acd7c5f9a6f5d76f6b9fbd1daa
367-U1499A-66X-2-W 124/124-NANNO,0,0,621.04,621.04,,M,C,,,,,,,,,,,C,F,F,,,,,,,,,,,,,,F,,,,C,,,,,,,,,,,C,,,F,C,F,,,,,,,,,,,,,,,,,,,,,F,,,,F,,,,,,,,,,,,,,,,367,U1499,A,66,X,2,W,e3394307c9ef089635f4d84af4659d85
367-U1499A-66X-4-W 64/64-NANNO,0,0,623.44,623.44,,M,C,,,,,,,,,,,C,,R,,,,,,,,C,,,,,,F,,,,C,,,,,,,,,,,C,,,C,C,F,,,C,,,,,,,,,,,,,,,,,,F,,,,R,,,,,,,,,,,,,,,,367,U1499,A,66,X,4,W,d2aee05eda48ee42a3da46e56318d545
367-U1499A-66X-CC-PAL-NANNO,0,0,628.09,628.09,,M,F,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,367,U1499,A,66,X,CC,PAL,1aa9cf223424b404d59b30bea3c55b50
367-U1499A-67X-3-W 58/58-NANNO,0,0,631.58,631.58,,G,A,,,,,,,,,C,,C,,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,C,,,C,C,,,,,,,,,,,C,R,,,,,R,R,,F,,C,,,,C,,,,,,,,,,C,,ABUNDANT R. PSEUDO,,,,367,U1499,A,67,X,3,W,bf74c154509b95533b9ca13458248e2a
367-U1499A-67X-5-W 50/50-NANNO,0,0,634,634,,G,A,,,,,,,,,C,,C,,F,,,,,,,,F,,,,,,,,,,F,,,,,,,,,,,C,,,C,C,,,,C,,,,,,,C,R,,,,,R,,F,F,R,C,,,,C,,,,,,,F,,,F,,ABUNDANT R. PSEUDO,,,,367,U1499,A,67,X,5,W,9aa506cc4cd6e5e80d388da3a8a92d61
367-U1499A-69X-1-W 19/19-NANNO,0,0,647.59,647.59,,M,C,,,,,,,,,F,,C,F,R,,,,,,,,F,,,,,,,,,,C,,,,,,,,,,,F,,,F,C,,,,F,,,,,,,F,,,,,,,,F,,,F,,,,,,,,,,,,,,R,,OVERGROWTHED,,,,367,U1499,A,69,X,1,W,46aa23aef9b528570bccf56df8360c92
367-U1499A-69X-CC-PAL-NANNO,0,5,648.51,648.56,,P,R,,,,,,,,,F,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,"This core catcher has three small layers. From bottom to top, it's greenish sand, grey silts and white dark mud. Only the grey silts layer has few nannofossils. The other two are barren.",,,,367,U1499,A,69,X,CC,PAL,371aae0fd568baa5eda195ec3fc712f3
367-U1499A-71X-CC-PAL-NANNO,0,5,651.39,651.44,,M,R,,,,,,,,,F,,F,F,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F,,,,F,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,F,,,,,,,,,367,U1499,A,71,X,CC,PAL,9d39815de6ddc0660fb441f2b9c48ecd
