Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Unidentified benthic forams,Laticarinina pauperata,Astrononion spp.,Vulvulina spp.,Uvigerina peregrina,Stilostomella spp.,Pullenia quinqueloba,Pullenia bulloides,Pleurostomella spp.,Oridorsalis umbonatus,Gyroidinoides spp.,Globocassidulina subglobosa,Eggerella bradyi,Cibicidoides spp.,Cibicidoides mundulus,Bolivina spp.,Unilocular species,Ostracoda spp.,Melonis pompilioides,Melonis barleeanus,Karreriella bradyi,Dentalina spp.,Cassidulina spp.,Pullenia spp.,Lenticulina spp.,Parrelloides bradyi,Osangularia culter,Nuttallides umbonifera,Gyroidina zealandica,Uvigerina hispida,Sigmoilina tenuis,Orthomorphina spp.,Dorothia spp.,Cribrostomoides spp.,Bulimina alazanensis,Astacolus spp.,Epistominella exigua,Heronallenia lingulata,Rectuvigerina spp.,Textularia spp.,Hanzawaia mantaensis,Anomalinoides spp.,Sphaeroidina bulloides,Bolivina huneri,Plectofrondicularia spp.,Spiroloculina spp.,Fontbotia wuellerstorfi,Siphotextularia catenata,Ehrenbergina spp.,Pyrulina spp.,Bolboforma aculeata,Triloculina spp.,Pyrgo spp.,Bolboforma spp.,Quinqueloculina spp.,Hopkinsina mioindex,Martinottiella communis,Eggerelloides spp.,Sigmoilopsis schlumbergeri,Anomalinoides globulosus,Gyroidina orbicularis,Nonionella spp.,Hoeglundina elegans,Chilostomella oolina,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 30,X,CC,   9.00,    270.2200,benthics ,Benthic Foraminifers                         ,C              ,G                 ,                           ,T                     ,                ,              ,                   ,                  ,                    ,R                 ,R                  ,R                    ,T                 ,R                          ,                ,                 ,                     ,             ,T                 ,R             ,                    ,                  ,                  ,              ,                ,             ,                ,T                  ,                  ,R                     ,R                   ,                 ,                 ,                  ,             ,                    ,                    ,              ,                    ,                      ,                  ,               ,                    ,                  ,                      ,               ,                        ,                  ,R                      ,                        ,                 ,             ,                   ,                ,          ,               ,                    ,                   ,                       ,                  ,                          ,                        ,                     ,               ,                   ,                    ,B/P: 1/150
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 31,X,CC,  12.00,    281.7400,benthics ,Benthic Foraminifers                         ,C              ,G                 ,R                          ,R                     ,                ,              ,                   ,                  ,                    ,T                 ,T                  ,                     ,T                 ,R                          ,                ,T                ,R                    ,             ,                  ,R             ,                    ,                  ,T                 ,T             ,                ,             ,                ,                   ,                  ,                      ,                    ,                 ,                 ,                  ,             ,                    ,                    ,              ,                    ,                      ,                  ,               ,                    ,                  ,                      ,               ,                        ,T                 ,R                      ,                        ,                 ,             ,                   ,                ,          ,               ,                    ,                   ,                       ,                  ,                          ,                        ,                     ,               ,                   ,                    ,B/P: 1/160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 32,X,CC,  15.00,    290.8900,benthics ,Benthic Foraminifers                         ,C              ,G                 ,R                          ,T                     ,                ,              ,                   ,R                 ,                    ,R                 ,                   ,                     ,T                 ,R                          ,                ,                 ,R                    ,T            ,R                 ,R             ,                    ,T                 ,                  ,R             ,                ,             ,                ,R                  ,                  ,R                     ,T                   ,                 ,                 ,T                 ,             ,                    ,                    ,              ,                    ,                      ,                  ,               ,                    ,R                 ,                      ,T              ,T                       ,                  ,                       ,                        ,                 ,             ,                   ,                ,          ,               ,                    ,                   ,                       ,                  ,                          ,                        ,                     ,               ,                   ,                    ,B/P: 1/130
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 33,X,CC,  11.00,    299.6000,benthics ,Benthic Foraminifers                         ,C              ,G                 ,T                          ,R                     ,                ,              ,                   ,T                 ,                    ,T                 ,R                  ,                     ,R                 ,                           ,                ,                 ,F                    ,             ,T                 ,R             ,                    ,                  ,                  ,T             ,                ,T            ,                ,                   ,                  ,F                     ,R                   ,                 ,                 ,T                 ,             ,                    ,                    ,              ,                    ,                      ,                  ,               ,                    ,                  ,T                     ,T              ,                        ,                  ,                       ,                        ,                 ,             ,                   ,                ,          ,               ,                    ,                   ,                       ,                  ,                          ,                        ,                     ,               ,                   ,                    ,B/P: 1/120
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 34,X,CC,  21.00,    310.3900,benthics ,Benthic Foraminifers                         ,C              ,G                 ,R                          ,R                     ,                ,              ,                   ,T                 ,                    ,T                 ,R                  ,R                    ,T                 ,                           ,                ,                 ,R                    ,F            ,T                 ,T             ,                    ,                  ,T                 ,T             ,                ,             ,                ,                   ,                  ,F                     ,T                   ,                 ,                 ,                  ,             ,                    ,                    ,              ,                    ,                      ,                  ,T              ,T                   ,T                 ,                      ,               ,                        ,                  ,                       ,                        ,                 ,             ,                   ,                ,          ,               ,                    ,                   ,                       ,                  ,                          ,                        ,                     ,               ,                   ,                    ,B/P: 1/100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 35,X,CC,  19.00,    318.4300,benthics ,Benthic Foraminifers                         ,C              ,G                 ,R                          ,R                     ,                ,              ,T                  ,                  ,                    ,T                 ,                   ,                     ,R                 ,                           ,                ,T                ,                     ,T            ,R                 ,R             ,                    ,                  ,                  ,T             ,                ,             ,                ,                   ,                  ,R                     ,T                   ,T                ,                 ,T                 ,             ,                    ,                    ,              ,                    ,                      ,                  ,               ,                    ,                  ,                      ,               ,                        ,                  ,                       ,                        ,                 ,             ,                   ,                ,          ,               ,                    ,                   ,                       ,                  ,                          ,                        ,                     ,               ,                   ,                    ,B/P: 1/130
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 36,X,CC,  16.00,    327.5200,benthics ,Benthic Foraminifers                         ,C              ,G                 ,R                          ,T                     ,                ,              ,T                  ,T                 ,                    ,T                 ,T                  ,R                    ,R                 ,R                          ,                ,                 ,R                    ,             ,R                 ,R             ,                    ,                  ,R                 ,T             ,T               ,             ,                ,                   ,                  ,F                     ,T                   ,                 ,                 ,T                 ,             ,                    ,                    ,              ,                    ,T                     ,R                 ,               ,                    ,                  ,                      ,               ,                        ,                  ,                       ,                        ,                 ,             ,                   ,                ,          ,               ,                    ,                   ,                       ,                  ,                          ,                        ,                     ,               ,                   ,                    ,B/P: 1/100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 37,X,CC,  16.00,    338.8000,benthics ,Benthic Foraminifers                         ,F              ,G                 ,T                          ,T                     ,                ,              ,                   ,T                 ,                    ,                  ,                   ,T                    ,                  ,R                          ,                ,                 ,                     ,F            ,T                 ,R             ,                    ,                  ,T                 ,              ,                ,             ,                ,T                  ,                  ,R                     ,R                   ,T                ,                 ,                  ,T            ,                    ,                    ,              ,                    ,R                     ,                  ,               ,                    ,                  ,                      ,               ,                        ,                  ,                       ,                        ,                 ,             ,                   ,                ,          ,               ,                    ,                   ,                       ,                  ,                          ,                        ,                     ,               ,                   ,                    ,B/P: 1/150
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 38,X,CC,  13.00,    347.1800,benthics ,Benthic Foraminifers                         ,F              ,G                 ,R                          ,                      ,T               ,              ,                   ,R                 ,                    ,T                 ,T                  ,R                    ,R                 ,R                          ,                ,R                ,R                    ,             ,                  ,              ,                    ,                  ,T                 ,              ,T               ,             ,                ,                   ,                  ,                      ,R                   ,                 ,                 ,                  ,             ,                    ,                    ,              ,                    ,                      ,                  ,               ,                    ,                  ,                      ,               ,                        ,                  ,                       ,                        ,                 ,             ,                   ,                ,          ,               ,                    ,                   ,                       ,                  ,                          ,                        ,                     ,               ,                   ,                    ,B/P: 1/170
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 39,X,CC,  19.00,    356.5300,benthics ,Benthic Foraminifers                         ,C              ,M                 ,                           ,R                     ,                ,              ,                   ,R                 ,R                   ,F                 ,T                  ,                     ,R                 ,F                          ,                ,                 ,F                    ,             ,R                 ,R             ,                    ,                  ,T                 ,              ,                ,             ,T               ,T                  ,                  ,                      ,R                   ,                 ,                 ,                  ,             ,                    ,                    ,              ,T                   ,                      ,                  ,               ,                    ,                  ,                      ,               ,                        ,                  ,                       ,                        ,                 ,             ,                   ,                ,          ,               ,                    ,                   ,                       ,                  ,                          ,                        ,                     ,               ,                   ,                    ,B/P: 1/130
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 40,X,CC,  25.00,    367.0300,benthics ,Benthic Foraminifers                         ,C              ,M                 ,                           ,T                     ,                ,              ,                   ,T                 ,                    ,T                 ,R                  ,F                    ,R                 ,R                          ,                ,                 ,R                    ,             ,T                 ,R             ,                    ,                  ,                  ,R             ,                ,             ,                ,T                  ,                  ,R                     ,R                   ,                 ,                 ,                  ,             ,                    ,                    ,              ,                    ,                      ,                  ,               ,                    ,                  ,                      ,               ,                        ,                  ,                       ,                        ,                 ,             ,                   ,                ,          ,               ,                    ,                   ,                       ,                  ,                          ,                        ,                     ,               ,                   ,                    ,B/P: 1/130
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 41,X,CC,  29.00,    376.5300,benthics ,Benthic Foraminifers                         ,C              ,M                 ,                           ,T                     ,                ,              ,                   ,R                 ,                    ,                  ,T                  ,F                    ,R                 ,R                          ,                ,                 ,C                    ,             ,                  ,R             ,                    ,                  ,                  ,T             ,T               ,             ,T               ,                   ,                  ,C                     ,R                   ,                 ,                 ,                  ,             ,T                   ,                    ,              ,                    ,                      ,                  ,               ,                    ,                  ,                      ,               ,                        ,                  ,                       ,                        ,                 ,             ,                   ,                ,          ,               ,                    ,                   ,                       ,                  ,                          ,                        ,                     ,               ,                   ,                    ,B/P: 1/130
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 42,X,CC,  29.00,    387.1700,benthics ,Benthic Foraminifers                         ,C              ,M                 ,T                          ,R                     ,R               ,              ,T                  ,R                 ,                    ,F                 ,R                  ,F                    ,R                 ,R                          ,                ,T                ,F                    ,             ,R                 ,R             ,                    ,                  ,R                 ,T             ,                ,             ,T               ,R                  ,                  ,R                     ,T                   ,T                ,T                ,T                 ,T            ,T                   ,T                   ,T             ,                    ,                      ,                  ,               ,                    ,                  ,                      ,               ,                        ,                  ,                       ,                        ,                 ,             ,                   ,                ,          ,               ,                    ,                   ,                       ,                  ,                          ,                        ,                     ,               ,                   ,                    ,"B/P: 1/130, some St. abyssorum"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 43,X,CC,  14.00,    396.6300,benthics ,Benthic Foraminifers                         ,C              ,M                 ,                           ,T                     ,                ,              ,R                  ,F                 ,                    ,T                 ,T                  ,R                    ,                  ,T                          ,                ,                 ,R                    ,             ,R                 ,F             ,                    ,                  ,                  ,T             ,                ,             ,                ,R                  ,                  ,                      ,                    ,                 ,                 ,                  ,             ,                    ,                    ,              ,                    ,                      ,                  ,               ,                    ,                  ,                      ,               ,                        ,                  ,                       ,                        ,                 ,             ,                   ,                ,          ,               ,                    ,                   ,                       ,                  ,                          ,                        ,                     ,               ,                   ,                    ,"B/P: 1/130, St. abyssorum"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 44,X,CC,  31.00,    405.8300,benthics ,Benthic Foraminifers                         ,F              ,M                 ,                           ,                      ,R               ,              ,                   ,T                 ,                    ,T                 ,T                  ,                     ,T                 ,                           ,                ,                 ,R                    ,             ,                  ,              ,                    ,                  ,                  ,              ,                ,             ,T               ,                   ,                  ,T                     ,                    ,                 ,                 ,                  ,             ,                    ,                    ,              ,                    ,                      ,                  ,               ,                    ,                  ,                      ,               ,                        ,                  ,                       ,                        ,                 ,             ,                   ,                ,          ,               ,                    ,                   ,                       ,                  ,                          ,                        ,                     ,               ,                   ,                    ,B/P: 1/190
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 45,X,CC,  30.00,    410.0500,benthics ,Benthic Foraminifers                         ,C              ,M                 ,                           ,R                     ,F               ,              ,R                  ,T                 ,                    ,                  ,T                  ,                     ,R                 ,R                          ,                ,                 ,R                    ,             ,                  ,R             ,                    ,T                 ,                  ,              ,                ,             ,T               ,                   ,                  ,T                     ,T                   ,                 ,                 ,                  ,             ,                    ,                    ,              ,                    ,                      ,                  ,               ,                    ,                  ,                      ,               ,                        ,                  ,                       ,                        ,                 ,             ,                   ,                ,          ,               ,                    ,                   ,                       ,                  ,                          ,                        ,                     ,               ,                   ,                    ,B/P: 1/160
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 46,X,CC,  20.00,    421.8200,benthics ,Benthic Foraminifers                         ,C              ,M                 ,R                          ,T                     ,                ,              ,                   ,T                 ,                    ,R                 ,                   ,R                    ,R                 ,                           ,                ,                 ,R                    ,             ,R                 ,F             ,                    ,                  ,                  ,              ,T               ,             ,                ,T                  ,T                 ,T                     ,R                   ,                 ,                 ,                  ,             ,                    ,                    ,              ,                    ,                      ,                  ,               ,                    ,                  ,                      ,               ,                        ,                  ,                       ,                        ,                 ,             ,                   ,                ,          ,               ,                    ,                   ,                       ,                  ,                          ,                        ,                     ,               ,                   ,                    ,B/P: 1/130
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 47,X,CC,  10.00,    430.9500,benthics ,Benthic Foraminifers                         ,C              ,M                 ,T                          ,T                     ,R               ,              ,                   ,R                 ,T                   ,                  ,T                  ,F                    ,T                 ,R                          ,                ,                 ,R                    ,             ,                  ,T             ,                    ,                  ,                  ,              ,                ,T            ,T               ,                   ,                  ,                      ,                    ,                 ,                 ,                  ,             ,                    ,                    ,              ,                    ,                      ,                  ,               ,                    ,                  ,                      ,               ,                        ,                  ,                       ,                        ,                 ,             ,                   ,                ,          ,               ,                    ,                   ,                       ,                  ,                          ,                        ,                     ,               ,                   ,                    ,B/P: 1/130
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 48,X,CC,  26.00,    435.2600,benthics ,Benthic Foraminifers                         ,R              ,P                 ,                           ,R                     ,                ,              ,T                  ,R                 ,                    ,R                 ,                   ,F                    ,                  ,                           ,                ,                 ,F                    ,             ,T                 ,              ,                    ,T                 ,                  ,              ,                ,             ,                ,                   ,                  ,                      ,                    ,                 ,                 ,                  ,             ,                    ,                    ,              ,                    ,                      ,                  ,               ,                    ,                  ,                      ,               ,                        ,                  ,                       ,                        ,                 ,             ,                   ,                ,          ,               ,                    ,                   ,                       ,                  ,                          ,                        ,                     ,               ,                   ,                    ,B/P: 1/180
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 49,X,CC,  10.00,    450.2500,benthics ,Benthic Foraminifers                         ,F              ,M                 ,R                          ,R                     ,R               ,              ,R                  ,R                 ,                    ,                  ,T                  ,F                    ,                  ,T                          ,                ,                 ,F                    ,             ,T                 ,T             ,T                   ,T                 ,R                 ,T             ,T               ,             ,                ,                   ,                  ,                      ,                    ,                 ,                 ,                  ,             ,                    ,                    ,              ,                    ,                      ,                  ,               ,                    ,                  ,                      ,               ,                        ,                  ,                       ,                        ,                 ,             ,                   ,                ,          ,               ,                    ,                   ,                       ,                  ,                          ,                        ,                     ,               ,                   ,                    ,"reduced numbers of planktics, very siliceous"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 50,X,CC,  22.00,    456.8200,benthics ,Benthic Foraminifers                         ,T              ,P                 ,                           ,R                     ,                ,              ,                   ,T                 ,                    ,                  ,                   ,R                    ,                  ,                           ,                ,                 ,                     ,             ,                  ,              ,                    ,                  ,                  ,              ,                ,             ,                ,                   ,                  ,                      ,                    ,                 ,                 ,                  ,             ,                    ,                    ,              ,                    ,                      ,                  ,               ,                    ,                  ,                      ,               ,                        ,                  ,                       ,                        ,                 ,             ,                   ,                ,          ,               ,                    ,                   ,                       ,                  ,                          ,                        ,                     ,               ,                   ,                    ,"hardly any forams, plenty chert"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 51,X,CC,  33.00,    459.3300,benthics ,Benthic Foraminifers                         ,F              ,P                 ,R                          ,R                     ,                ,T             ,T                  ,F                 ,R                   ,R                 ,R                  ,F                    ,R                 ,R                          ,T               ,T                ,F                    ,T            ,                  ,              ,                    ,                  ,                  ,              ,                ,             ,                ,                   ,                  ,                      ,                    ,                 ,                 ,                  ,             ,                    ,                    ,              ,                    ,                      ,                  ,               ,                    ,                  ,                      ,               ,                        ,                  ,                       ,                        ,                 ,             ,                   ,                ,          ,               ,                    ,                   ,                       ,                  ,                          ,                        ,                     ,               ,                   ,                    ,"B/P: 1/130, chert"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,189,1170,A, 52,X,CC,  47.00,    464.2700,benthics ,Benthic Foraminifers                         ,R              ,P                 ,R                          ,T                     ,T               ,              ,                   ,                  ,                    ,                  ,                   ,                     ,                  ,                           ,                ,                 ,                     ,             ,                  ,              ,                    ,                  ,                  ,              ,                ,             ,                ,                   ,                  ,                      ,                    ,                 ,                 ,                  ,             ,                    ,                    ,              ,                    ,                      ,                  ,               ,                    ,                  ,                      ,               ,                        ,                  ,                       ,                        ,                 ,             ,                   ,                ,          ,               ,                    ,                   ,                       ,                  ,                          ,                        ,                     ,               ,                   ,                    ,"planktic forams?, well crystallyzed pyrite, glauconite, some quarz"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
