Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Sphaeroidinellopsis disjuncta	Globorotalia mayeri	Globoquadrina venezuelana	Praeorbulina sicana	Globorotaloides suteri	Globorotalia peripheroronda	Globoquadrina dehiscens	Globoquadrina baroemoenensis	Globigerinoides ruber s.l.	Globigerinoides quadrilobatus s.l.	Globigerinatella insueta	Dentoglobigerina altispira altispira	Globigerinoides diminutus	Globorotalia praescitula	Globigerinoides obliquus s.l.	Praeorbulina glomerosa curva	Globorotaloides variabilis	Globorotalia archeomenardii	Globorotaloides hexagona	Praeorbulina glomerosa glomerosa	Clavatorella bermudezi	Praeorbulina glomerosa circularis	Orbulina suturalis	Globorotalia peripheroacuta	Sphaeroidinellopsis kochi	Globorotalia praefohsi	Dentoglobigerina altispira globosa	Globorotalia scitula	Globorotalia praemenardii	Globorotalia fohsi fohsi	Orbulina universa	Globorotalia tumida	Globorotalia fohsi lobata	Sphaeroidinellopsis seminulina	Globorotalia fohsi robusta	Globigerinella siphonifera	Globorotalia menardii	Globorotalia plesiotumida	Globorotalia limbata	Comment
  SR	Middle Miocene   	                 	N12               	              	138	 845	A	 22	H	 6	 143.00	    206.5300	Vincent  	Planktonic Foraminifers                      	C              	P/M               	+                            	+                  	+                        	                   	                      	                           	+                      	+                           	                          	+                                 	                        	+                                   	                         	                        	T                            	                            	                          	                           	                        	                                	                      	                                 	T                 	T                          	+                        	+                     	+                                 	                    	+                        	+                       	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Middle Miocene   	                 	N11               	              	138	 845	A	 22	H	 7	  43.00	    207.0300	Vincent  	Planktonic Foraminifers                      	F              	P                 	+                            	+                  	+                        	                   	                      	                           	+                      	+                           	T                         	+                                 	                        	+                                   	                         	                        	T                            	                            	                          	                           	                        	                                	                      	                                 	                  	+                          	+                        	+                     	T                                 	                    	+                        	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Middle Miocene   	                 	N11               	              	138	 845	A	 22	H	 7	  61.00	    207.2100	Vincent  	Planktonic Foraminifers                      	F              	P/M               	+                            	+                  	+                        	                   	                      	                           	T                      	+                           	                          	+                                 	                        	T                                   	                         	                        	                             	                            	                          	                           	                        	                                	                      	                                 	T                 	T                          	                         	+                     	T                                 	                    	T                        	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Middle Miocene   	                 	N11               	              	138	 845	A	 22	H	CC	  24.00	    207.5600	Vincent  	Planktonic Foraminifers                      	C              	M                 	+                            	+                  	+                        	                   	                      	                           	+                      	+                           	                          	+                                 	                        	+                                   	                         	T                       	T                            	                            	                          	                           	                        	                                	                      	                                 	+                 	T                          	+                        	+                     	+                                 	                    	+                        	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Middle Miocene   	                 	N11               	              	138	 845	A	 23	X	 1	  80.00	    207.9000	Vincent  	Planktonic Foraminifers                      	F              	P                 	+                            	+                  	+                        	                   	                      	                           	T                      	+                           	                          	+                                 	                        	+                                   	                         	                        	+                            	                            	                          	+                          	                        	                                	                      	                                 	+                 	+                          	T                        	+                     	                                  	                    	T                        	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Middle Miocene   	                 	N11               	              	138	 845	A	 23	X	 2	  80.00	    209.4000	Vincent  	Planktonic Foraminifers                      	A              	M                 	+                            	+                  	+                        	                   	                      	                           	+                      	+                           	                          	+                                 	                        	+                                   	                         	                        	T                            	                            	                          	+                          	                        	                                	                      	                                 	+                 	+                          	+                        	+                     	+                                 	T                   	T                        	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Middle Miocene   	                 	N11               	              	138	 845	A	 23	X	 3	  80.00	    210.9000	Vincent  	Planktonic Foraminifers                      	A              	M                 	+                            	+                  	+                        	                   	                      	                           	T                      	+                           	                          	+                                 	                        	+                                   	                         	                        	T                            	                            	                          	+                          	                        	                                	                      	                                 	+                 	+                          	+                        	+                     	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Middle Miocene   	                 	N11               	              	138	 845	A	 23	X	 4	  80.00	    212.4000	Vincent  	Planktonic Foraminifers                      	C              	P/M               	+                            	+                  	+                        	                   	                      	                           	                       	+                           	                          	+                                 	                        	+                                   	                         	                        	T                            	                            	                          	T                          	                        	                                	                      	                                 	+                 	+                          	+                        	+                     	                                  	T                   	T                        	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Middle Miocene   	                 	N11               	              	138	 845	A	 23	X	CC	  16.00	    216.5900	Vincent  	Planktonic Foraminifers                      	F              	P                 	+                            	+                  	+                        	                   	                      	                           	+                      	+                           	                          	+                                 	                        	+                                   	                         	                        	T                            	                            	                          	+                          	                        	                                	                      	                                 	T                 	                           	                         	T                     	T                                 	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Middle Miocene   	                 	N11               	              	138	 845	A	 24	X	 1	  80.00	    217.6000	Vincent  	Planktonic Foraminifers                      	A              	M                 	+                            	+                  	+                        	                   	                      	                           	+                      	+                           	                          	+                                 	                        	+                                   	                         	                        	T                            	                            	                          	T                          	                        	                                	                      	                                 	+                 	+                          	                         	+                     	T                                 	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Middle Miocene   	                 	N11               	              	138	 845	A	 24	X	CC	  43.00	    218.2200	Vincent  	Planktonic Foraminifers                      	A              	M/G               	+                            	+                  	+                        	                   	                      	                           	+                      	+                           	                          	+                                 	                        	+                                   	                         	                        	+                            	                            	                          	                           	                        	                                	                      	                                 	+                 	+                          	+                        	+                     	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Middle Miocene   	                 	N10               	              	138	 845	A	 25	X	 1	  81.00	    227.3100	Vincent  	Planktonic Foraminifers                      	C              	P                 	T                            	T                  	+                        	                   	                      	T                          	T                      	T                           	                          	T                                 	                        	+                                   	                         	                        	T                            	                            	                          	+                          	                        	T                               	T                     	                                 	T                 	+                          	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Middle Miocene   	                 	N10               	              	138	 845	A	 25	X	 2	  80.00	    228.8000	Vincent  	Planktonic Foraminifers                      	C              	M                 	                             	+                  	+                        	T                  	                      	+                          	+                      	+                           	                          	+                                 	                        	+                                   	                         	                        	+                            	                            	                          	+                          	T                       	                                	                      	T                                	+                 	T                          	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Middle Miocene   	                 	N9                	              	138	 845	A	 25	X	 3	  81.00	    230.3100	Vincent  	Planktonic Foraminifers                      	A              	M                 	                             	+                  	+                        	                   	                      	+                          	+                      	+                           	                          	+                                 	                        	+                                   	                         	                        	                             	                            	                          	+                          	                        	                                	                      	                                 	+                 	                           	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Middle Miocene   	                 	N9                	              	138	 845	A	 25	X	 6	  81.00	    234.8100	Vincent  	Planktonic Foraminifers                      	A              	M                 	                             	+                  	+                        	+                  	                      	+                          	+                      	+                           	                          	+                                 	                        	+                                   	                         	                        	                             	                            	                          	T                          	                        	T                               	                      	T                                	+                 	                           	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Middle Miocene   	                 	N9                	              	138	 845	A	 25	X	CC	  20.00	    236.0500	Vincent  	Planktonic Foraminifers                      	R              	P                 	+                            	+                  	+                        	T                  	                      	+                          	+                      	+                           	                          	+                                 	                        	+                                   	                         	                        	                             	                            	                          	                           	                        	                                	                      	                                 	T                 	                           	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Early Miocene    	                 	N8                	              	138	 845	A	 26	X	 1	  80.00	    236.9000	Vincent  	Planktonic Foraminifers                      	F              	P                 	                             	+                  	+                        	+                  	                      	                           	+                      	+                           	                          	+                                 	                        	+                                   	                         	                        	                             	                            	                          	                           	                        	T                               	T                     	                                 	                  	                           	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Early Miocene    	                 	N8                	              	138	 845	A	 26	X	 2	  80.00	    238.4000	Vincent  	Planktonic Foraminifers                      	F              	P                 	                             	+                  	+                        	T                  	                      	                           	+                      	+                           	                          	+                                 	                        	                                    	                         	+                       	                             	                            	                          	T                          	                        	                                	                      	                                 	                  	                           	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Early Miocene    	                 	N8                	              	138	 845	A	 26	X	 3	  80.00	    239.9000	Vincent  	Planktonic Foraminifers                      	A              	P/M               	                             	+                  	+                        	+                  	                      	                           	+                      	+                           	                          	+                                 	                        	+                                   	                         	                        	                             	                            	                          	+                          	                        	+                               	                      	T                                	                  	                           	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Early Miocene    	                 	N8                	              	138	 845	A	 26	X	 4	  80.00	    241.4000	Vincent  	Planktonic Foraminifers                      	A              	M                 	                             	+                  	+                        	+                  	                      	+                          	+                      	+                           	+                         	+                                 	+                       	+                                   	                         	T                       	                             	                            	                          	+                          	T                       	+                               	T                     	+                                	                  	                           	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Early Miocene    	                 	N8                	              	138	 845	A	 26	X	 5	  80.00	    242.9000	Vincent  	Planktonic Foraminifers                      	C              	M                 	                             	+                  	+                        	+                  	                      	+                          	+                      	+                           	+                         	+                                 	+                       	+                                   	T                        	T                       	                             	                            	                          	+                          	                        	+                               	T                     	                                 	                  	                           	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Early Miocene    	                 	N8                	              	138	 845	A	 26	X	 6	  80.00	    244.4000	Vincent  	Planktonic Foraminifers                      	C              	M                 	                             	+                  	+                        	T                  	                      	+                          	T                      	T                           	+                         	+                                 	+                       	T                                   	                         	                        	                             	                            	                          	+                          	                        	+                               	                      	                                 	                  	                           	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Early Miocene    	                 	N8                	              	138	 845	A	 26	X	CC	   6.00	    245.4900	Vincent  	Planktonic Foraminifers                      	R              	P                 	                             	T                  	T                        	                   	T                     	T                          	T                      	T                           	                          	                                  	+                       	                                    	                         	T                       	                             	                            	                          	                           	                        	                                	                      	                                 	                  	                           	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Early Miocene    	                 	N8                	              	138	 845	A	 27	X	 1	  78.00	    246.5800	Vincent  	Planktonic Foraminifers                      	F              	P                 	                             	+                  	+                        	T                  	T                     	T                          	T                      	T                           	+                         	+                                 	+                       	                                    	                         	                        	                             	                            	                          	T                          	                        	                                	                      	                                 	                  	                           	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Early Miocene    	                 	N8                	              	138	 845	A	 27	X	 3	  78.00	    249.5800	Vincent  	Planktonic Foraminifers                      	A              	M                 	                             	+                  	+                        	+                  	                      	+                          	+                      	+                           	+                         	+                                 	+                       	+                                   	                         	                        	                             	                            	                          	+                          	                        	T                               	                      	                                 	                  	                           	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Early Miocene    	                 	N8                	              	138	 845	A	 27	X	CC	  41.00	    255.5000	Vincent  	Planktonic Foraminifers                      	R              	P                 	                             	+                  	+                        	                   	                      	T                          	+                      	T                           	T                         	T                                 	                        	                                    	T                        	                        	                             	+                           	                          	                           	                        	                                	                      	                                 	                  	                           	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Early Miocene    	                 	N8                	              	138	 845	A	 28	X	 1	  78.00	    255.7800	Vincent  	Planktonic Foraminifers                      	A              	M                 	                             	+                  	+                        	+                  	                      	+                          	T                      	+                           	+                         	+                                 	+                       	+                                   	                         	                        	                             	+                           	                          	+                          	T                       	                                	                      	                                 	                  	                           	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Early Miocene    	                 	N8                	              	138	 845	A	 28	X	 4	  78.00	    260.2800	Vincent  	Planktonic Foraminifers                      	A              	M                 	                             	+                  	+                        	+                  	                      	+                          	+                      	+                           	+                         	+                                 	+                       	T                                   	+                        	                        	                             	+                           	                          	T                          	                        	                                	                      	                                 	                  	                           	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Early Miocene    	                 	N8                	              	138	 845	A	 28	X	CC	  10.00	    264.5300	Vincent  	Planktonic Foraminifers                      	A              	M                 	                             	+                  	+                        	+                  	                      	+                          	+                      	+                           	+                         	+                                 	+                       	+                                   	+                        	                        	                             	                            	                          	                           	                        	                                	                      	                                 	                  	                           	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Early Miocene    	                 	N8                	              	138	 845	A	 29	X	 1	  80.00	    265.4000	Vincent  	Planktonic Foraminifers                      	C              	M                 	                             	+                  	+                        	+                  	                      	T                          	+                      	+                           	+                         	+                                 	T                       	                                    	                         	                        	                             	                            	                          	                           	                        	                                	                      	                                 	                  	                           	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Early Miocene    	                 	N8                	              	138	 845	A	 29	X	 4	  78.00	    269.8800	Vincent  	Planktonic Foraminifers                      	A              	M                 	                             	+                  	+                        	+                  	+                     	+                          	+                      	+                           	+                         	+                                 	+                       	+                                   	T                        	                        	T                            	T                           	T                         	                           	                        	                                	                      	                                 	                  	                           	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Early Miocene    	                 	N8                	              	138	 845	A	 29	X	 6	  80.00	    272.9000	Vincent  	Planktonic Foraminifers                      	F              	M                 	                             	+                  	+                        	+                  	                      	                           	+                      	+                           	+                         	+                                 	T                       	                                    	                         	                        	                             	                            	                          	                           	                        	                                	                      	                                 	                  	                           	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Early Miocene    	                 	N8                	              	138	 845	A	 29	X	CC	  27.00	    274.3200	Vincent  	Planktonic Foraminifers                      	R              	P                 	                             	+                  	+                        	                   	                      	                           	T                      	T                           	                          	T                                 	                        	                                    	T                        	                        	                             	                            	                          	                           	                        	                                	                      	                                 	                  	                           	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Early Miocene    	                 	N8                	              	138	 845	A	 30	X	 4	  80.00	    279.5000	Vincent  	Planktonic Foraminifers                      	C              	M                 	                             	+                  	+                        	+                  	+                     	                           	+                      	+                           	+                         	+                                 	+                       	+                                   	                         	T                       	T                            	                            	                          	                           	                        	                                	                      	                                 	                  	                           	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Early Miocene    	                 	N8                	              	138	 845	A	 30	X	CC	  20.00	    283.8400	Vincent  	Planktonic Foraminifers                      	C              	M                 	                             	+                  	+                        	T                  	                      	T                          	+                      	+                           	T                         	+                                 	T                       	T                                   	+                        	                        	                             	                            	                          	                           	                        	                                	                      	                                 	                  	                           	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Early Miocene    	                 	N8                	              	138	 845	A	 31	X	 3	  80.00	    287.7000	Vincent  	Planktonic Foraminifers                      	C              	M                 	T                            	+                  	+                        	T                  	T                     	+                          	+                      	+                           	+                         	+                                 	T                       	T                                   	                         	                        	                             	                            	                          	                           	                        	                                	                      	                                 	                  	                           	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Early Miocene    	                 	N8                	              	138	 845	A	 31	X	 4	  78.00	    289.1800	Vincent  	Planktonic Foraminifers                      	F              	P                 	T                            	+                  	+                        	T                  	+                     	+                          	T                      	T                           	T                         	T                                 	+                       	T                                   	                         	                        	                             	                            	                          	                           	                        	                                	                      	                                 	                  	                           	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

  SR	Early Miocene    	                 	N8                	              	138	 845	A	 31	X	CC	  39.00	    290.8700	Vincent  	Planktonic Foraminifers                      	R              	P                 	T                            	+                  	+                        	                   	                      	                           	                       	                            	                          	                                  	                        	                                    	                         	                        	                             	                            	                          	                           	                        	                                	                      	                                 	                  	                           	                         	                      	                                  	                    	                         	                        	                 	                   	                         	                              	                          	                          	                     	                         	                    	from ODP Leg 138 SR Chapter 46 Table 3 pp 898-899

