Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Zygrhablithus bijugatus	Toweius pertusus	Sphenolithus radians	Reticulofenestra pseudogammation	Pseudotriquetrorhabdulus inversus	Pontosphaera plana	Neococcolithes dubius	Lophodolithus nascens	Ericsonia formosa	Discoaster praebifax	Discoaster munitus	Discoaster lodoensis	Discoaster kuepperi	Discoaster cruciformis	Discoaster bifax	Cruciplacolithus vanheckae	Coccolithus pelagicus	Chiphragmalithus sp.	Chiasmolithus solitus	Chiasmolithus expansus	Toweius magnicrassus	Toweius callosus	Reticulofenestra hampdenensis	Discoaster sublodoensis	Discoaster binodosus	Chiasmolithus titus	Braarudosphaera bigelowii	Pontosphaera multipora	Ellipsolithus lajollaensis	Discoaster wemmelensis	Syracosphaera pulchra	Sphenolithus moriformis	Reticulofenestra dictyoda	Nannotetrina sp	Nannotetrina fulgens	Nannotetrina cristata	Discoaster saipanensis	Chiasmolithus eograndis	Scampanella asymmetrica	Blackites tenuis	Reticulofenestra samodurovii	Markalius inversus	Pontosphaera versa	Blackites spinulus	Scampanella sp.	Pontosphaera pectinata	Reticulofenestra umbilica	Reticulofenestra reticulata	Reticulofenestra hesslandii	Reticulofenestra hillae	Discoaster tanii nodifer	Reticulofenestra floridana	Clausicoccus subdistichus	Discoaster tanii	Chiasmolithus oamaruensis	Chiasmolithus altus	Reticulofenestra bisecta	Discoaster barbadiensis	Isthmolithus recurvus	Comment
  SR	Middle Eocene    	                 	NP17              	NP16          	120	 749	B	 11	X	CC	  25.00	     93.7400	Aubry    	Nannofossils                                 	A              	M-P               	C                      	C               	                    	C                               	                                 	                  	C                    	                     	F                	                    	                  	                    	                   	                      	R               	                          	C                    	                    	A                    	C                     	                    	C               	                             	                       	R                   	                   	                         	                      	R                         	                      	                     	                       	F                        	               	                    	                     	                      	                       	                       	R               	                            	                  	                  	                  	               	                      	                         	                           	                           	                       	                        	                          	                         	                	                         	                   	                        	                       	                     	from ODP Leg 120 SR Vol 2 Table 5 p 482-483

  SR	Middle Eocene    	                 	NP14b             	              	120	 749	B	 12	X	 1	  70.00	    101.5000	Aubry    	Nannofossils                                 	A              	M                 	C                      	C               	                    	C                               	R                                	                  	C                    	                     	F                	                    	                  	                    	                   	                      	R               	                          	C                    	                    	C                    	F                     	                    	                	                             	F                      	R                   	R                  	                         	                      	                          	R                     	R                    	R                      	                         	               	                    	                     	R                     	R                      	R                      	                	                            	                  	                  	                  	               	                      	                         	                           	                           	                       	                        	                          	                         	                	                         	                   	                        	                       	                     	from ODP Leg 120 SR Vol 2 Table 5 p 482-483

  SR	Middle Eocene    	                 	NP14b             	              	120	 749	B	 12	X	CC	  43.00	    103.0500	Aubry    	Nannofossils                                 	A              	M                 	C                      	C               	                    	C                               	R                                	                  	C                    	                     	C                	                    	                  	                    	R                  	                      	R               	                          	C                    	                    	C                    	F                     	                    	                	                             	F                      	R                   	R                  	                         	                      	R                         	R                     	R                    	R                      	F                        	R              	R                   	cf                   	R                     	R                      	                       	                	                            	                  	                  	                  	               	                      	                         	                           	                           	                       	                        	                          	                         	                	                         	                   	                        	                       	                     	from ODP Leg 120 SR Vol 2 Table 5 p 482-483

  SR	Middle Eocene    	                 	NP14b             	              	120	 749	B	 13	X	 1	  70.00	    111.0000	Aubry    	Nannofossils                                 	A              	M-P               	                       	C               	                    	C                               	                                 	                  	C                    	                     	C                	                    	                  	                    	                   	                      	R               	                          	C                    	R                   	C                    	F                     	                    	                	C                            	                       	                    	                   	                         	R                     	R                         	R                     	                     	                       	                         	               	                    	                     	                      	                       	                       	                	                            	                  	                  	                  	               	                      	                         	                           	                           	                       	                        	                          	                         	                	                         	                   	                        	                       	                     	from ODP Leg 120 SR Vol 2 Table 5 p 482-483

  SR	Early Eocene     	                 	NP14a             	              	120	 749	B	 13	X	CC	  15.00	    112.0600	Aubry    	Nannofossils                                 	A              	M-P               	                       	C               	R                   	C                               	                                 	                  	C                    	                     	C                	                    	R                 	                    	R                  	                      	C               	                          	C                    	                    	C                    	C                     	R                   	C               	C                            	C                      	R                   	F                  	R                        	                      	                          	                      	                     	                       	                         	               	                    	                     	                      	                       	                       	                	                            	                  	                  	                  	               	                      	                         	                           	                           	                       	                        	                          	                         	                	                         	                   	                        	                       	                     	from ODP Leg 120 SR Vol 2 Table 5 p 482-483

  SR	Early Eocene     	                 	NP13              	              	120	 749	B	 14	X	CC	   0.00	    119.8000	Aubry    	Nannofossils                                 	A              	M-P               	C                      	C               	R                   	C                               	R                                	R                 	C                    	R                    	C                	R                   	R                 	R                   	R                  	F                     	F               	R                         	C                    	R                   	C                    	C                     	                    	                	                             	                       	                    	                   	                         	                      	                          	                      	                     	                       	                         	               	                    	                     	                      	                       	                       	                	                            	                  	                  	                  	               	                      	                         	                           	                           	                       	                        	                          	                         	                	                         	                   	                        	                       	                     	from ODP Leg 120 SR Vol 2 Table 5 p 482-483

