Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Triceratium castelliferum	Stephanopyxis turris	Coscinodiscus marginatus	Azpeitia oligocenica	Asterolampra uraster	Xanthiopyxis panduraeformis	Xanthiopyxis oblonga	Rouxia obesa	Pyxilla reticulata	Paralia sulcata var. crenulata	Paralia architecturalis	Hemiaulus polycystinorum	Asterolampra vulgaris var. cellulosa	Asterolampra grevillei	Ethmodiscus rex	Asterolampra schmidtii	Triceratium kanaya var. quadrilobata	Stephanopyxis ornata	Xanthiopyxis acrolopha	Triceratium inconspicuum	Skeletonema barbadense	Rouxia granda	Diatom (genus & species indet.)	Actinocyclus spp.	Thalassiosira primalabiata	Hemiaulus incisus	Coscinodiscus superbus	Coscinodiscus hajosiae	Asterolampra tela	Thalassiosira bukryi	Synedra jouseana	Rocella praenitida	Rhizosolenia antarctica	Pseudotriceratium radiosoreticulatum	Cestodiscus pulchellus	Cestodiscus convexus	Stellarima spp.	Simonseniella praebarboi	Rocella vigilans var. A	Rhizosolenia hebetata	Baxteriopsis brunii	Asteromphalus oligocenicus	Cestodiscus antarcticus	Asterolampra punctifera	Sceptroneis pesplanus	Kozloviella minor	Coscinodiscus lewisianus	Rocella semigelida	Coscinodiscus superbus 1	Diatom (genus & species indet. 1)	Cestodiscus reticulatus	Stephanopyxis spinossima	Coscinodiscus rhombicus	Coscinodiscus lewisianus var. similis	Rossiella symmetrica	Rhizosolenia sp. A	Coscinodiscus lewisianus var. levis	Azpeitia gombosi	Hemiaulus taurus	Diatom (genus & species indet. 2)	Rocella vigilans var. B	Pleurosigma spp.	Lisitzinia ornata	Thalassiothrix longissima	Thalassiosira vulnifica	Thalassiosira torokina	Thalassiosira oliverana	Thalassiosira oestrupii	Thalassiosira lentiginosa	Thalassiosira kolbei	Thalassiosira inura	Thalassiosira insigna	Rouxia diploneides	Rocella gelida	Rhizosolenia styliformis	Nitzschia weaveri	Nitzschia separanda	Nitzschia kerguelenis	Nitzschia interfrigidaria	Nitzschia arcula	Eucampia antarctica	Actinocyclus karstenii	Actinocyclus ingens var. irregularis	Actinocyclus ingens	Actinocyclus fasciculatus	Thalassiosira oliverana (coarse)	Rouxia naviculoides	Rouxia antarctica	Rhizosolenia sp.	Nitzschia ritscherii	Nitzschia aurica	Hemidiscus karstenii	Denticulopsis dimorpha	Actinocyclus actinochilus	Thalassiosira gracilis	Dactyliosolen antarcticus	Azpeitia tabularis	Asteromphalus parvulus	Asteromphalus hookeri	Nitzschia curta	Thalassiosira lentiginosa var. ovalis	Thalassiosira complicata	Nitzschia reinholdii	Nitzschia barronii	Denticulopsis hustedtii	Comment
  SR	Early Oligocene  	                 	R. vigilans subz a	              	120	 749	B	  2	H	 6	 110.00	     14.4000	Maruyama 	Diatoms                                      	               	                  	                         	F                   	R                       	                    	                    	                           	                    	F           	                  	                              	                       	F                       	                                    	                      	C              	                      	                                    	                    	                      	                        	                      	             	                               	R                	                          	R                	R                     	                      	R                	R                   	A               	F                 	                       	                                    	R                     	                    	R              	R                       	F                      	R                    	F                  	R                         	                       	                       	                     	                 	                        	                  	                        	                                 	                       	                        	                       	                                     	                    	                  	                                   	                	                	                                 	                       	                	                 	                         	                       	                      	                       	                       	                         	                    	                   	                     	                  	              	                        	                 	                   	                     	                         	                	                   	                      	                                    	                   	                         	                                	                   	                 	                	                    	                	                    	                      	                         	                      	                         	                  	                      	                     	               	                                     	                        	                    	                  	                       	from ODP Leg 120 SR Vol 2 Chapter 38 Table 12 backpocket

  SR	Early Oligocene  	                 	C. jouseanus      	              	120	 749	B	  2	H	CC	  18.00	     15.2100	Maruyama 	Diatoms                                      	               	                  	                         	F                   	R                       	R                   	                    	                           	R                   	R           	F                 	R                             	R                      	R                       	                                    	                      	               	R                     	                                    	                    	                      	                        	                      	             	                               	R                	                          	F                	C                     	R                     	                 	R                   	F               	F                 	F                      	R                                   	R                     	R                   	               	                        	                       	                     	                   	                          	                       	                       	                     	                 	                        	                  	                        	                                 	                       	                        	                       	                                     	                    	                  	                                   	                	                	                                 	                       	                	                 	                         	                       	                      	                       	                       	                         	                    	                   	                     	                  	              	                        	                 	                   	                     	                         	                	                   	                      	                                    	                   	                         	                                	                   	                 	                	                    	                	                    	                      	                         	                      	                         	                  	                      	                     	               	                                     	                        	                    	                  	                       	from ODP Leg 120 SR Vol 2 Chapter 38 Table 12 backpocket

  SR	Early Oligocene  	                 	R. oligocaenica   	              	120	 749	B	  3	H	 1	  47.00	     15.7700	Maruyama 	Diatoms                                      	               	                  	                         	R                   	C                       	F                   	                    	                           	                    	            	                  	                              	R                      	R                       	R                                   	                      	F              	R                     	                                    	                    	                      	                        	R                     	             	                               	                 	R                         	R                	R                     	R                     	R                	                    	                	                  	                       	                                    	                      	                    	               	                        	                       	                     	                   	                          	                       	                       	                     	                 	                        	                  	                        	                                 	                       	                        	                       	                                     	                    	                  	                                   	                	                	                                 	                       	                	                 	                         	                       	                      	                       	                       	                         	                    	                   	                     	                  	              	                        	                 	                   	                     	                         	                	                   	                      	                                    	                   	                         	                                	                   	                 	                	                    	                	                    	                      	                         	                      	                         	                  	                      	                     	               	                                     	                        	                    	                  	                       	from ODP Leg 120 SR Vol 2 Chapter 38 Table 12 backpocket

  SR	Early Oligocene  	                 	R. oligocaenica   	              	120	 749	B	  3	H	 3	 110.00	     19.4000	Maruyama 	Diatoms                                      	               	                  	                         	F                   	F                       	R                   	                    	                           	                    	R           	                  	                              	F                      	R                       	                                    	                      	C              	R                     	                                    	                    	R                     	R                       	R                     	R            	R                              	R                	                          	                 	                      	                      	                 	                    	                	                  	                       	                                    	                      	                    	               	                        	                       	                     	                   	                          	                       	                       	                     	                 	                        	                  	                        	                                 	                       	                        	                       	                                     	                    	                  	                                   	                	                	                                 	                       	                	                 	                         	                       	                      	                       	                       	                         	                    	                   	                     	                  	              	                        	                 	                   	                     	                         	                	                   	                      	                                    	                   	                         	                                	                   	                 	                	                    	                	                    	                      	                         	                      	                         	                  	                      	                     	               	                                     	                        	                    	                  	                       	from ODP Leg 120 SR Vol 2 Chapter 38 Table 12 backpocket

  SR	Early Oligocene  	                 	R. oligocaenica   	              	120	 749	B	  3	H	 4	  47.00	     20.2700	Maruyama 	Diatoms                                      	               	                  	                         	R                   	F                       	                    	                    	                           	                    	            	                  	                              	                       	R                       	                                    	                      	R              	F                     	                                    	                    	                      	                        	                      	             	                               	                 	                          	                 	                      	                      	                 	                    	                	                  	                       	                                    	                      	                    	               	                        	                       	                     	                   	                          	                       	                       	                     	                 	                        	                  	                        	                                 	                       	                        	                       	                                     	                    	                  	                                   	                	                	                                 	                       	                	                 	                         	                       	                      	                       	                       	                         	                    	                   	                     	                  	              	                        	                 	                   	                     	                         	                	                   	                      	                                    	                   	                         	                                	                   	                 	                	                    	                	                    	                      	                         	                      	                         	                  	                      	                     	               	                                     	                        	                    	                  	                       	from ODP Leg 120 SR Vol 2 Chapter 38 Table 12 backpocket

  SR	Early Oligocene  	                 	R. oligocaenica   	              	120	 749	B	  3	H	 5	 110.00	     22.4000	Maruyama 	Diatoms                                      	               	                  	                         	                    	                        	                    	                    	                           	                    	            	                  	                              	                       	                        	                                    	                      	F              	                      	                                    	                    	                      	                        	                      	             	                               	                 	                          	                 	                      	                      	                 	                    	                	                  	                       	                                    	                      	                    	               	                        	                       	                     	                   	                          	                       	                       	                     	                 	                        	                  	                        	                                 	                       	                        	                       	                                     	                    	                  	                                   	                	                	                                 	                       	                	                 	                         	                       	                      	                       	                       	                         	                    	                   	                     	                  	              	                        	                 	                   	                     	                         	                	                   	                      	                                    	                   	                         	                                	                   	                 	                	                    	                	                    	                      	                         	                      	                         	                  	                      	                     	               	                                     	                        	                    	                  	                       	from ODP Leg 120 SR Vol 2 Chapter 38 Table 12 backpocket

  SR	Early Oligocene  	                 	R. oligocaenica   	              	120	 749	B	  3	H	 6	 110.00	     23.9000	Maruyama 	Diatoms                                      	               	                  	                         	                    	                        	R                   	                    	                           	                    	            	                  	                              	                       	                        	                                    	                      	R              	                      	                                    	R                   	                      	                        	                      	             	                               	                 	                          	                 	                      	                      	                 	                    	                	                  	                       	                                    	                      	                    	               	                        	                       	                     	                   	                          	                       	                       	                     	                 	                        	                  	                        	                                 	                       	                        	                       	                                     	                    	                  	                                   	                	                	                                 	                       	                	                 	                         	                       	                      	                       	                       	                         	                    	                   	                     	                  	              	                        	                 	                   	                     	                         	                	                   	                      	                                    	                   	                         	                                	                   	                 	                	                    	                	                    	                      	                         	                      	                         	                  	                      	                     	               	                                     	                        	                    	                  	                       	from ODP Leg 120 SR Vol 2 Chapter 38 Table 12 backpocket

  SR	Early Oligocene  	                 	R. oligocaenica   	              	120	 749	B	  3	H	 7	  47.00	     24.7700	Maruyama 	Diatoms                                      	               	                  	                         	                    	                        	                    	                    	                           	                    	            	                  	                              	                       	                        	                                    	                      	R              	                      	                                    	                    	                      	                        	                      	             	                               	                 	                          	                 	                      	                      	                 	                    	                	                  	                       	                                    	                      	                    	               	                        	                       	                     	                   	                          	                       	                       	                     	                 	                        	                  	                        	                                 	                       	                        	                       	                                     	                    	                  	                                   	                	                	                                 	                       	                	                 	                         	                       	                      	                       	                       	                         	                    	                   	                     	                  	              	                        	                 	                   	                     	                         	                	                   	                      	                                    	                   	                         	                                	                   	                 	                	                    	                	                    	                      	                         	                      	                         	                  	                      	                     	               	                                     	                        	                    	                  	                       	from ODP Leg 120 SR Vol 2 Chapter 38 Table 12 backpocket

  SR	Early Oligocene  	                 	R. oligocaenica   	              	120	 749	B	  3	H	CC	  10.00	     24.9900	Maruyama 	Diatoms                                      	               	                  	                         	                    	R                       	                    	                    	                           	                    	            	                  	                              	R                      	                        	                                    	                      	R              	                      	R                                   	R                   	                      	                        	                      	             	                               	                 	                          	                 	                      	                      	                 	                    	                	                  	                       	                                    	                      	                    	               	                        	                       	                     	                   	                          	                       	                       	                     	                 	                        	                  	                        	                                 	                       	                        	                       	                                     	                    	                  	                                   	                	                	                                 	                       	                	                 	                         	                       	                      	                       	                       	                         	                    	                   	                     	                  	              	                        	                 	                   	                     	                         	                	                   	                      	                                    	                   	                         	                                	                   	                 	                	                    	                	                    	                      	                         	                      	                         	                  	                      	                     	               	                                     	                        	                    	                  	                       	from ODP Leg 120 SR Vol 2 Chapter 38 Table 12 backpocket

  SR	Early Oligocene  	                 	R. oligocaenica   	              	120	 749	B	  4	H	 1	 110.00	     25.9000	Maruyama 	Diatoms                                      	               	                  	                         	                    	                        	                    	                    	                           	                    	            	                  	                              	                       	                        	                                    	                      	R              	                      	                                    	                    	                      	                        	                      	             	                               	                 	                          	                 	                      	                      	                 	                    	                	                  	                       	                                    	                      	                    	               	                        	                       	                     	                   	                          	                       	                       	                     	                 	                        	                  	                        	                                 	                       	                        	                       	                                     	                    	                  	                                   	                	                	                                 	                       	                	                 	                         	                       	                      	                       	                       	                         	                    	                   	                     	                  	              	                        	                 	                   	                     	                         	                	                   	                      	                                    	                   	                         	                                	                   	                 	                	                    	                	                    	                      	                         	                      	                         	                  	                      	                     	               	                                     	                        	                    	                  	                       	from ODP Leg 120 SR Vol 2 Chapter 38 Table 12 backpocket

  SR	Eocene           	                 	                  	              	120	 749	B	  4	H	 5	  47.00	     31.2700	Maruyama 	Diatoms                                      	               	                  	                         	R                   	R                       	R                   	                    	                           	                    	            	                  	                              	                       	                        	                                    	                      	R              	R                     	                                    	                    	                      	                        	                      	             	                               	                 	                          	                 	                      	                      	                 	                    	                	                  	                       	                                    	                      	                    	               	                        	                       	                     	                   	                          	                       	                       	                     	                 	                        	                  	                        	                                 	                       	                        	                       	                                     	                    	                  	                                   	                	                	                                 	                       	                	                 	                         	                       	                      	                       	                       	                         	                    	                   	                     	                  	              	                        	                 	                   	                     	                         	                	                   	                      	                                    	                   	                         	                                	                   	                 	                	                    	                	                    	                      	                         	                      	                         	                  	                      	                     	               	                                     	                        	                    	                  	                       	from ODP Leg 120 SR Vol 2 Chapter 38 Table 12 backpocket

  SR	Eocene           	                 	                  	              	120	 749	B	  9	X	 1	  48.00	     72.7800	Maruyama 	Diatoms                                      	               	                  	                         	R                   	F                       	R                   	R                   	R                          	R                   	R           	R                 	R                             	R                      	R                       	R                                   	R                     	               	                      	                                    	                    	                      	                        	                      	             	                               	                 	                          	                 	                      	                      	                 	                    	                	                  	                       	                                    	                      	                    	               	                        	                       	                     	                   	                          	                       	                       	                     	                 	                        	                  	                        	                                 	                       	                        	                       	                                     	                    	                  	                                   	                	                	                                 	                       	                	                 	                         	                       	                      	                       	                       	                         	                    	                   	                     	                  	              	                        	                 	                   	                     	                         	                	                   	                      	                                    	                   	                         	                                	                   	                 	                	                    	                	                    	                      	                         	                      	                         	                  	                      	                     	               	                                     	                        	                    	                  	                       	from ODP Leg 120 SR Vol 2 Chapter 38 Table 12 backpocket

  SR	Eocene           	                 	                  	              	120	 749	B	  9	X	 4	 134.00	     78.1400	Maruyama 	Diatoms                                      	               	                  	R                        	R                   	F                       	R                   	R                   	                           	                    	            	                  	                              	                       	                        	                                    	                      	               	                      	                                    	                    	                      	                        	                      	             	                               	                 	                          	                 	                      	                      	                 	                    	                	                  	                       	                                    	                      	                    	               	                        	                       	                     	                   	                          	                       	                       	                     	                 	                        	                  	                        	                                 	                       	                        	                       	                                     	                    	                  	                                   	                	                	                                 	                       	                	                 	                         	                       	                      	                       	                       	                         	                    	                   	                     	                  	              	                        	                 	                   	                     	                         	                	                   	                      	                                    	                   	                         	                                	                   	                 	                	                    	                	                    	                      	                         	                      	                         	                  	                      	                     	               	                                     	                        	                    	                  	                       	from ODP Leg 120 SR Vol 2 Chapter 38 Table 12 backpocket

