Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Verneuilinoides sp. (slender),Uvigerinammina spp.,Trochammina sp. A (large biconvex),Trochammina quinqueloba,Rhizammina spp.,Pseudobolivina spp.,Psammosphaera sp.,Hyperammina spp.,Hippocrepina depressa,Haplophragmoides kirki,Glomospira gordialis,Glomospira charoides,Bulbobaculites inconstans,Bathysiphon spp.,Ammodiscus tenuissimus,Ammodiscus sp. C (robust),Ammodiscus sp. B (coarse irreg. flat),Ammodiscoides sp.,Trochammina abrupta (low-spired),Trochammina abrupta,Rhabdammina spp.,Recurvoides sp. A (smooth),Psammosphaera fusca,Ammolagena clavata,Ammobaculites sp. (coarse),Reophax sp. C (coarse),Haplophragmoides sp. D (flat evolute),Aschemocella spp.,Marssonella sp. (conical),Verneuilinoides neocomiensis,Recurvoides sp. B (coarse 5 chamb),Bigenerina sp.,Trochamminoides sp.,Pseudoreophax cisovnicensis,Praedorothia sp. B (biserial),Lagenammina spp.,Hormosina crassa,Haplophragmoides sp. B (five-chamb. round),Glomospira sp. aff. G. serpens,Glomospira irregularis,Ammodiscus sp. A (wide whorl),Ammodiscus cretaceus,Ammobaculoides sp.,Spiroplectammina sp.,Saccammina sp.,Reophax helveticus,Paratrochammina spp.,Paalzowella feifeli,Lingulina semiornata,Lenticulina sp. aff. L. nodosa,Lenticulina muensteri,Dentalina spp.,Citharina sp.,Arenoturrispirillina jeletzkyi,Subreophax spp.,Praedorothia sp. A (smooth),Hormosina cf. crassa,Turritellella sp.,Reophax sp. B (globular chamber),Reophax duplex,Paratrochamminoides spp.,Hormosina excelsa,Glomospirella gaultina,Praecystammina? sp.,Hyperammina dilatata,Glomospirella sp.,Kalamopsis sp. aff. K. grzybowskii,Haplophragmoides sp. A (flat),Gaudryina filiformis,Hormosinella sp.,Haplophragmoides sp. (broad),Haplophragmoides sp. C (thick convex),Eggerella sp. (coarse flaring),Textularia sp. (coarse),Dendrophyra latissima,Gaudryina sp. A (coarse),Praedorothia praehauteriviana,Lenticulina spp.,Ramulina aculeata,Pyrulina longa,Lenticulina sp. aff. L. saxonica,Lenticulina ouachensis,Epistomina caracolla,Vaginulopsis reticulosa,Vaginulinopsis humilis,Vaginulina sp.,Nodosaria sp.,Lingulina loryi,Lenticulina subalata,Lenticulina guttata,Gavelinella sp.,Gavelinella bettenstaedti,Lituotuba spp.,Glomospira sp. aff. G. diffundens,Comment
  SR,Valanginian      ,                 ,                  ,              ,123, 765,C, 58,R, 4,  84.00,    896.5400,Kaminski ,Benthic Foraminifers                         ,               ,                  ,                             ,                   ,                                  ,                       ,F              ,                   ,                 ,                ,                     ,                      ,C                   ,F                   ,                         ,                ,                      ,                         ,                                     ,                 ,                                ,                   ,                ,                          ,                   ,                  ,                          ,                      ,                                     ,                 ,                         ,                            ,                                  ,              ,                   ,                           ,                             ,                ,                ,                                          ,                              ,                      ,R                            ,                    ,                  ,                    ,              ,                  ,                    ,                   ,                    ,                              ,                     ,              ,             ,                              ,               ,                           ,                    ,                 ,                                ,              ,                        ,                 ,                      ,                   ,                    ,                 ,                                  ,                             ,                    ,                ,                            ,                                     ,                              ,                       ,                     ,                        ,                             ,                ,                 ,              ,                                ,                      ,                    ,                       ,                      ,              ,             ,               ,                    ,                   ,               ,                         ,              ,                                 ,Total species = 4; from ODP Leg 123 SR Chapter 13 appendix A p 265-268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Valanginian      ,                 ,                  ,              ,123, 765,C, 58,R, 5,  73.00,    897.9300,Kaminski ,Benthic Foraminifers                         ,               ,                  ,                             ,                   ,                                  ,                       ,F              ,                   ,                 ,                ,                     ,                      ,F                   ,F                   ,                         ,F               ,                      ,                         ,                                     ,                 ,                                ,                   ,                ,                          ,                   ,                  ,                          ,                      ,                                     ,                 ,                         ,                            ,                                  ,              ,                   ,                           ,                             ,                ,                ,                                          ,R                             ,F                     ,R                            ,                    ,                  ,                    ,              ,                  ,                    ,                   ,                    ,                              ,                     ,              ,             ,                              ,               ,                           ,                    ,                 ,                                ,              ,                        ,                 ,R                     ,                   ,                    ,                 ,                                  ,                             ,                    ,                ,                            ,                                     ,                              ,                       ,                     ,R                       ,                             ,                ,                 ,              ,                                ,                      ,                    ,                       ,                      ,              ,             ,               ,                    ,                   ,               ,                         ,              ,                                 ,Total species = 9; from ODP Leg 123 SR Chapter 13 appendix A p 265-268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Valanginian      ,                 ,                  ,              ,123, 765,C, 59,R, 1, 109.00,    898.9900,Kaminski ,Benthic Foraminifers                         ,               ,                  ,                             ,                   ,                                  ,                       ,A              ,                   ,                 ,R               ,F                    ,                      ,C                   ,C                   ,R                        ,A               ,                      ,                         ,                                     ,                 ,                                ,                   ,                ,                          ,                   ,                  ,                          ,                      ,                                     ,                 ,                         ,                            ,                                  ,              ,                   ,                           ,                             ,                ,                ,                                          ,R                             ,                      ,R                            ,                    ,                  ,                    ,F             ,                  ,                    ,                   ,                    ,                              ,                     ,              ,             ,                              ,               ,                           ,                    ,                 ,                                ,              ,                        ,                 ,R                     ,                   ,R                   ,                 ,                                  ,R                            ,                    ,                ,                            ,                                     ,                              ,                       ,F                    ,                        ,                             ,                ,                 ,              ,                                ,                      ,                    ,                       ,                      ,              ,             ,               ,                    ,                   ,               ,                         ,              ,                                 ,Total species = 14; from ODP Leg 123 SR Chapter 13 appendix A p 265-268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Valanginian      ,                 ,                  ,              ,123, 765,C, 59,R, 1, 137.00,    899.2700,Kaminski ,Benthic Foraminifers                         ,               ,                  ,                             ,                   ,                                  ,                       ,C              ,                   ,                 ,                ,                     ,                      ,                    ,F                   ,                         ,R               ,R                     ,                         ,R                                    ,                 ,                                ,                   ,                ,                          ,                   ,                  ,                          ,                      ,                                     ,                 ,                         ,                            ,                                  ,              ,                   ,                           ,                             ,                ,                ,                                          ,R                             ,                      ,R                            ,                    ,                  ,                    ,R             ,                  ,                    ,                   ,                    ,                              ,                     ,              ,             ,                              ,               ,                           ,                    ,                 ,                                ,              ,                        ,                 ,R                     ,                   ,                    ,                 ,                                  ,                             ,                    ,                ,                            ,                                     ,                              ,                       ,                     ,                        ,                             ,                ,                 ,              ,                                ,                      ,                    ,                       ,                      ,              ,             ,               ,                    ,                   ,               ,                         ,              ,                                 ,Total species = 9; from ODP Leg 123 SR Chapter 13 appendix A p 265-268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Valanginian      ,                 ,                  ,              ,123, 765,C, 59,R, 2, 121.00,    900.6100,Kaminski ,Benthic Foraminifers                         ,               ,                  ,                             ,                   ,                                  ,                       ,A              ,                   ,R                ,                ,R                    ,                      ,C                   ,A                   ,R                        ,A               ,C                     ,                         ,R                                    ,                 ,                                ,                   ,                ,                          ,                   ,                  ,                          ,                      ,                                     ,                 ,                         ,F                           ,                                  ,              ,                   ,                           ,F                            ,R               ,                ,                                          ,                              ,                      ,                             ,                    ,                  ,R                   ,R             ,R                 ,                    ,                   ,                    ,                              ,                     ,              ,             ,R                             ,               ,R                          ,                    ,                 ,                                ,R             ,                        ,                 ,                      ,R                  ,                    ,                 ,R                                 ,                             ,                    ,                ,                            ,                                     ,                              ,                       ,                     ,                        ,                             ,                ,                 ,              ,                                ,                      ,                    ,                       ,                      ,              ,             ,               ,                    ,                   ,               ,                         ,              ,                                 ,Total species = 20; from ODP Leg 123 SR Chapter 13 appendix A p 265-268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Berriasian       ,                 ,                  ,              ,123, 765,C, 59,R, 5,  76.00,    904.6600,Kaminski ,Benthic Foraminifers                         ,               ,                  ,                             ,                   ,                                  ,                       ,A              ,                   ,                 ,                ,F                    ,R                     ,F                   ,C                   ,R                        ,A               ,C                     ,                         ,R                                    ,                 ,                                ,F                  ,                ,R                         ,                   ,                  ,                          ,                      ,                                     ,                 ,                         ,C                           ,                                  ,R             ,                   ,R                          ,F                            ,                ,R               ,                                          ,                              ,R                     ,                             ,                    ,                  ,                    ,R             ,                  ,                    ,                   ,                    ,                              ,                     ,              ,             ,                              ,               ,R                          ,                    ,R                ,                                ,              ,R                       ,                 ,                      ,                   ,                    ,                 ,                                  ,F                            ,R                   ,                ,                            ,                                     ,                              ,                       ,                     ,                        ,                             ,                ,                 ,              ,                                ,                      ,                    ,                       ,                      ,              ,             ,               ,                    ,                   ,               ,                         ,              ,                                 ,Total species = 22; from ODP Leg 123 SR Chapter 13 appendix A p 265-268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Berriasian       ,                 ,                  ,              ,123, 765,C, 59,R,CC,   2.00,    906.5600,Kaminski ,Benthic Foraminifers                         ,               ,                  ,                             ,                   ,                                  ,                       ,A              ,                   ,R                ,                ,F                    ,                      ,C                   ,C                   ,                         ,C               ,C                     ,                         ,R                                    ,                 ,                                ,C                  ,F               ,R                         ,                   ,                  ,                          ,                      ,                                     ,                 ,                         ,R                           ,                                  ,              ,                   ,                           ,C                            ,                ,                ,                                          ,R                             ,R                     ,R                            ,R                   ,                  ,                    ,              ,R                 ,R                   ,                   ,                    ,                              ,                     ,              ,             ,R                             ,               ,R                          ,                    ,                 ,                                ,R             ,R                       ,                 ,                      ,                   ,                    ,                 ,                                  ,F                            ,                    ,                ,                            ,                                     ,                              ,                       ,                     ,                        ,                             ,                ,                 ,              ,                                ,                      ,                    ,                       ,                      ,              ,             ,               ,                    ,                   ,               ,                         ,              ,                                 ,Total species = 24; from ODP Leg 123 SR Chapter 13 appendix A p 265-268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Berriasian       ,                 ,                  ,              ,123, 765,C, 60,R, 1,  18.00,    907.6800,Kaminski ,Benthic Foraminifers                         ,               ,                  ,                             ,                   ,                                  ,C                      ,A              ,R                  ,F                ,R               ,C                    ,R                     ,C                   ,A                   ,                         ,C               ,C                     ,                         ,F                                    ,                 ,                                ,C                  ,C               ,                          ,                   ,                  ,                          ,                      ,                                     ,R                ,                         ,C                           ,                                  ,              ,                   ,                           ,C                            ,R               ,R               ,F                                         ,                              ,F                     ,                             ,                    ,                  ,R                   ,R             ,F                 ,F                   ,                   ,                    ,                              ,                     ,              ,             ,R                             ,R              ,C                          ,                    ,                 ,                                ,R             ,R                       ,                 ,                      ,                   ,R                   ,                 ,                                  ,F                            ,                    ,                ,                            ,                                     ,                              ,                       ,                     ,                        ,                             ,                ,                 ,              ,                                ,                      ,                    ,                       ,                      ,              ,             ,               ,                    ,                   ,               ,                         ,              ,                                 ,Total species = 32; from ODP Leg 123 SR Chapter 13 appendix A p 265-268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Berriasian       ,                 ,                  ,              ,123, 765,C, 60,R, 2,  37.00,    909.3700,Kaminski ,Benthic Foraminifers                         ,               ,                  ,                             ,                   ,                                  ,F                      ,C              ,C                  ,R                ,                ,F                    ,                      ,R                   ,C                   ,F                        ,                ,C                     ,                         ,                                     ,                 ,R                               ,F                  ,                ,R                         ,                   ,                  ,                          ,                      ,                                     ,                 ,                         ,R                           ,                                  ,F             ,                   ,                           ,R                            ,R               ,                ,                                          ,                              ,R                     ,                             ,                    ,                  ,                    ,F             ,F                 ,F                   ,                   ,                    ,                              ,                     ,              ,             ,R                             ,               ,F                          ,                    ,                 ,                                ,R             ,                        ,                 ,R                     ,                   ,                    ,                 ,                                  ,                             ,                    ,                ,                            ,                                     ,                              ,                       ,                     ,                        ,                             ,                ,                 ,              ,                                ,                      ,                    ,                       ,                      ,              ,             ,               ,                    ,                   ,               ,                         ,              ,                                 ,Total species = 24; from ODP Leg 123 SR Chapter 13 appendix A p 265-268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Berriasian       ,                 ,                  ,              ,123, 765,C, 60,R, 2, 119.00,    910.1900,Kaminski ,Benthic Foraminifers                         ,               ,                  ,                             ,                   ,                                  ,                       ,A              ,                   ,                 ,                ,F                    ,R                     ,C                   ,A                   ,C                        ,F               ,C                     ,                         ,                                     ,                 ,                                ,C                  ,                ,                          ,                   ,                  ,                          ,                      ,                                     ,                 ,                         ,A                           ,R                                 ,F             ,                   ,C                          ,                             ,                ,                ,F                                         ,                              ,                      ,                             ,                    ,                  ,                    ,C             ,F                 ,C                   ,                   ,                    ,                              ,                     ,              ,             ,R                             ,               ,R                          ,                    ,                 ,                                ,              ,                        ,                 ,                      ,                   ,R                   ,                 ,                                  ,                             ,                    ,                ,                            ,                                     ,                              ,F                      ,                     ,                        ,                             ,                ,                 ,              ,                                ,                      ,                    ,                       ,                      ,              ,             ,               ,                    ,                   ,               ,                         ,              ,                                 ,Total species = 21; from ODP Leg 123 SR Chapter 13 appendix A p 265-268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Berriasian       ,                 ,                  ,              ,123, 765,C, 60,R, 3,  83.00,    911.3300,Kaminski ,Benthic Foraminifers                         ,               ,                  ,C                            ,                   ,                                  ,                       ,A              ,F                  ,R                ,R               ,R                    ,                      ,C                   ,A                   ,C                        ,R               ,C                     ,                         ,                                     ,                 ,C                               ,A                  ,                ,F                         ,                   ,                  ,                          ,                      ,                                     ,                 ,                         ,C                           ,R                                 ,F             ,                   ,                           ,F                            ,                ,C               ,R                                         ,R                             ,R                     ,                             ,R                   ,                  ,                    ,R             ,F                 ,R                   ,                   ,                    ,                              ,                     ,              ,             ,R                             ,               ,                           ,                    ,                 ,                                ,R             ,R                       ,                 ,                      ,                   ,F                   ,                 ,                                  ,                             ,C                   ,                ,                            ,R                                    ,R                             ,                       ,                     ,                        ,                             ,                ,                 ,              ,                                ,                      ,                    ,                       ,                      ,              ,             ,               ,                    ,                   ,               ,                         ,              ,                                 ,Total species = 33; from ODP Leg 123 SR Chapter 13 appendix A p 265-268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Berriasian       ,                 ,                  ,              ,123, 765,C, 60,R, 5,   8.00,    913.5800,Kaminski ,Benthic Foraminifers                         ,               ,                  ,C                            ,                   ,                                  ,C                      ,C              ,R                  ,R                ,                ,                     ,R                     ,C                   ,A                   ,R                        ,R               ,A                     ,R                        ,R                                    ,                 ,C                               ,C                  ,                ,C                         ,                   ,                  ,                          ,                      ,                                     ,                 ,                         ,A                           ,F                                 ,R             ,R                  ,C                          ,C                            ,                ,                ,                                          ,                              ,R                     ,                             ,R                   ,C                 ,                    ,              ,F                 ,R                   ,                   ,                    ,                              ,                     ,              ,             ,                              ,R              ,R                          ,                    ,                 ,                                ,              ,R                       ,                 ,                      ,R                  ,                    ,                 ,                                  ,                             ,R                   ,R               ,R                           ,                                     ,                              ,                       ,                     ,                        ,                             ,                ,                 ,              ,                                ,                      ,                    ,                       ,                      ,              ,             ,               ,                    ,                   ,               ,                         ,              ,                                 ,Total species = 33; from ODP Leg 123 SR Chapter 13 appendix A p 265-268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Berriasian       ,                 ,                  ,              ,123, 765,C, 60,R,CC,   0.00,    914.8900,Kaminski ,Benthic Foraminifers                         ,               ,                  ,F                            ,R                  ,                                  ,                       ,C              ,                   ,R                ,                ,R                    ,F                     ,F                   ,A                   ,                         ,                ,F                     ,                         ,                                     ,                 ,R                               ,F                  ,F               ,R                         ,R                  ,                  ,                          ,                      ,                                     ,                 ,                         ,C                           ,                                  ,              ,                   ,                           ,F                            ,R               ,R               ,                                          ,R                             ,R                     ,R                            ,R                   ,C                 ,R                   ,C             ,C                 ,R                   ,                   ,                    ,                              ,                     ,              ,             ,                              ,               ,R                          ,                    ,                 ,                                ,F             ,                        ,                 ,                      ,                   ,                    ,                 ,R                                 ,R                            ,R                   ,                ,                            ,                                     ,                              ,                       ,                     ,                        ,                             ,                ,                 ,              ,                                ,                      ,                    ,                       ,                      ,              ,             ,               ,                    ,                   ,               ,                         ,              ,                                 ,Total species = 33; from ODP Leg 123 SR Chapter 13 appendix A p 265-268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Berriasian       ,                 ,                  ,              ,123, 765,C, 61,R, 1,  79.00,    917.6900,Kaminski ,Benthic Foraminifers                         ,               ,                  ,F                            ,F                  ,                                  ,F                      ,C              ,R                  ,F                ,                ,R                    ,C                     ,R                   ,A                   ,                         ,F               ,C                     ,                         ,                                     ,                 ,F                               ,F                  ,                ,                          ,                   ,                  ,                          ,                      ,                                     ,                 ,                         ,C                           ,R                                 ,              ,                   ,C                          ,C                            ,                ,                ,R                                         ,                              ,                      ,                             ,                    ,F                 ,                    ,R             ,F                 ,                    ,                   ,                    ,                              ,                     ,              ,             ,                              ,               ,F                          ,                    ,                 ,                                ,              ,F                       ,                 ,R                     ,                   ,F                   ,R                ,                                  ,                             ,                    ,                ,                            ,                                     ,                              ,                       ,                     ,                        ,                             ,                ,                 ,              ,                                ,                      ,                    ,                       ,                      ,              ,             ,               ,                    ,                   ,               ,                         ,              ,                                 ,Total species = 27; from ODP Leg 123 SR Chapter 13 appendix A p 265-268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Berriasian       ,                 ,                  ,              ,123, 765,C, 61,R, 1,  91.00,    917.8100,Kaminski ,Benthic Foraminifers                         ,               ,                  ,R                            ,                   ,                                  ,R                      ,A              ,                   ,                 ,                ,F                    ,C                     ,C                   ,A                   ,                         ,C               ,F                     ,                         ,                                     ,                 ,                                ,F                  ,                ,                          ,                   ,                  ,                          ,                      ,                                     ,                 ,                         ,C                           ,C                                 ,R             ,                   ,C                          ,C                            ,                ,R               ,R                                         ,                              ,F                     ,                             ,                    ,R                 ,                    ,R             ,F                 ,                    ,                   ,                    ,                              ,                     ,              ,             ,                              ,               ,F                          ,                    ,                 ,                                ,F             ,R                       ,R                ,                      ,R                  ,                    ,                 ,                                  ,                             ,                    ,                ,                            ,                                     ,                              ,                       ,                     ,                        ,                             ,                ,                 ,              ,                                ,                      ,                    ,                       ,                      ,              ,             ,               ,                    ,                   ,               ,                         ,              ,                                 ,Total species = 26; from ODP Leg 123 SR Chapter 13 appendix A p 265-268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Berriasian       ,                 ,                  ,              ,123, 765,C, 61,R, 2,  96.00,    919.3600,Kaminski ,Benthic Foraminifers                         ,               ,                  ,F                            ,C                  ,                                  ,F                      ,A              ,                   ,                 ,R               ,                     ,C                     ,C                   ,A                   ,A                        ,F               ,F                     ,                         ,                                     ,                 ,                                ,C                  ,F               ,                          ,                   ,                  ,                          ,                      ,                                     ,R                ,                         ,                            ,                                  ,              ,                   ,                           ,R                            ,                ,F               ,                                          ,                              ,R                     ,                             ,                    ,                  ,                    ,              ,C                 ,                    ,                   ,                    ,                              ,                     ,              ,             ,R                             ,               ,F                          ,F                   ,R                ,F                               ,R             ,R                       ,R                ,R                     ,                   ,                    ,                 ,                                  ,                             ,                    ,                ,                            ,                                     ,                              ,                       ,                     ,                        ,                             ,                ,                 ,              ,                                ,                      ,                    ,                       ,                      ,              ,             ,               ,                    ,                   ,               ,                         ,              ,                                 ,Total species = 27; from ODP Leg 123 SR Chapter 13 appendix A p 265-268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Tithonian        ,                 ,                  ,              ,123, 765,C, 61,R, 4,  61.00,    922.0100,Kaminski ,Benthic Foraminifers                         ,               ,                  ,F                            ,                   ,                                  ,F                      ,C              ,                   ,                 ,R               ,R                    ,                      ,C                   ,A                   ,F                        ,                ,C                     ,                         ,                                     ,                 ,                                ,A                  ,                ,                          ,                   ,R                 ,                          ,                      ,                                     ,                 ,C                        ,                            ,                                  ,R             ,                   ,                           ,                             ,                ,F               ,                                          ,                              ,F                     ,                             ,                    ,                  ,R                   ,              ,R                 ,F                   ,                   ,                    ,                              ,                     ,              ,             ,                              ,R              ,F                          ,F                   ,                 ,                                ,              ,                        ,                 ,                      ,                   ,                    ,                 ,                                  ,                             ,                    ,                ,                            ,                                     ,                              ,                       ,                     ,                        ,                             ,                ,                 ,              ,                                ,                      ,                    ,                       ,                      ,              ,             ,               ,                    ,                   ,               ,                         ,              ,                                 ,Total species = 22; from ODP Leg 123 SR Chapter 13 appendix A p 265-268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 61,R, 5,  58.00,    923.4800,Kaminski ,Benthic Foraminifers                         ,               ,                  ,                             ,                   ,                                  ,R                      ,C              ,F                  ,R                ,R               ,                     ,                      ,C                   ,A                   ,C                        ,F               ,A                     ,                         ,                                     ,                 ,                                ,C                  ,                ,R                         ,                   ,R                 ,                          ,                      ,                                     ,                 ,F                        ,R                           ,                                  ,              ,                   ,                           ,                             ,                ,C               ,F                                         ,                              ,                      ,R                            ,                    ,                  ,R                   ,F             ,R                 ,R                   ,F                  ,R                   ,R                             ,F                    ,R             ,F            ,R                             ,               ,                           ,                    ,                 ,                                ,              ,                        ,                 ,                      ,                   ,                    ,                 ,                                  ,                             ,                    ,                ,                            ,                                     ,                              ,                       ,                     ,                        ,                             ,                ,                 ,              ,                                ,                      ,                    ,                       ,                      ,              ,             ,               ,                    ,                   ,               ,                         ,              ,                                 ,from ODP Leg 123 SR Chapter Appendix B p 269
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Tithonian        ,                 ,                  ,              ,123, 765,C, 61,R,CC,   8.00,    924.4800,Kaminski ,Benthic Foraminifers                         ,               ,                  ,F                            ,C                  ,                                  ,F                      ,C              ,R                  ,F                ,R               ,R                    ,                      ,                    ,C                   ,C                        ,                ,A                     ,                         ,                                     ,                 ,R                               ,C                  ,F               ,R                         ,F                  ,R                 ,                          ,R                     ,F                                    ,                 ,R                        ,                            ,                                  ,C             ,R                  ,R                          ,F                            ,R               ,R               ,R                                         ,R                             ,R                     ,R                            ,R                   ,R                 ,                    ,              ,                  ,                    ,                   ,                    ,                              ,                     ,              ,             ,                              ,               ,                           ,                    ,                 ,                                ,              ,                        ,                 ,                      ,                   ,                    ,                 ,                                  ,                             ,                    ,                ,                            ,                                     ,                              ,                       ,                     ,                        ,                             ,                ,                 ,              ,                                ,                      ,                    ,                       ,                      ,              ,             ,               ,                    ,                   ,               ,                         ,              ,                                 ,Total species = 33; from ODP Leg 123 SR Chapter 13 appendix A p 265-268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Tithonian        ,                 ,                  ,              ,123, 765,C, 62,R, 1,  53.00,    926.9300,Kaminski ,Benthic Foraminifers                         ,               ,                  ,                             ,R                  ,                                  ,R                      ,F              ,                   ,F                ,                ,                     ,                      ,                    ,C                   ,F                        ,                ,R                     ,                         ,                                     ,                 ,                                ,                   ,                ,                          ,R                  ,                  ,                          ,R                     ,F                                    ,                 ,                         ,F                           ,R                                 ,R             ,                   ,                           ,                             ,                ,                ,                                          ,                              ,                      ,                             ,                    ,                  ,                    ,              ,                  ,                    ,                   ,                    ,                              ,                     ,              ,             ,                              ,               ,                           ,                    ,                 ,                                ,              ,                        ,                 ,                      ,                   ,                    ,                 ,                                  ,                             ,                    ,                ,                            ,                                     ,                              ,                       ,                     ,                        ,                             ,                ,                 ,              ,                                ,                      ,                    ,                       ,                      ,              ,             ,               ,                    ,                   ,               ,                         ,              ,                                 ,Total species = 13; from ODP Leg 123 SR Chapter 13 appendix A p 265-268
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Tithonian        ,                 ,                  ,              ,123, 765,C, 62,R, 1,  90.00,    927.3000,Kaminski ,Benthic Foraminifers                         ,               ,                  ,                             ,                   ,                                  ,                       ,               ,                   ,C                ,                ,                     ,                      ,F                   ,A                   ,                         ,R               ,                      ,                         ,                                     ,                 ,                                ,C                  ,R               ,                          ,                   ,                  ,                          ,                      ,                                     ,                 ,R                        ,                            ,                                  ,              ,                   ,                           ,                             ,                ,                ,                                          ,                              ,                      ,                             ,                    ,                  ,                    ,              ,                  ,                    ,                   ,                    ,                              ,                     ,              ,             ,                              ,               ,                           ,                    ,                 ,                                ,              ,                        ,                 ,                      ,                   ,                    ,                 ,                                  ,                             ,                    ,                ,                            ,                                     ,                              ,                       ,                     ,                        ,                             ,                ,                 ,              ,                                ,                      ,                    ,                       ,                      ,              ,             ,               ,                    ,                   ,               ,                         ,              ,                                 ,Total species = 7; from ODP Leg 123 SR Chapter 13 appendix A p 265-268
