Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Neogloboquadrina pachyderma (sinistral),Globigerina bulloides,Turborotalita quinqueloba,Globorotalia scitula,Globigerinita minuta,Globigerinita uvula,Turborotalita humilis,Tenuitella parkerae,Tenuitella iota,Orbulina universa,Neogloboquadrina pachyderma (non-encrusted juvenile sin.),Neogloboquadrina pachyderma (dextral),Indeterminate spp.,Globoturborotalita rubescens,Globorotalia theyeri,Globorotalia sp. A,Globorotalia inflata,Globorotalia hirsuta,Globigerinoides ruber,Globigerinita glutinata,Globigerinita cf. uvula,Globigerina falconensis,Neogloboquadrina dutertrei,Globorotaloides hexagona,Comment
  IR,                 ,                 ,CD4               ,              ,139, 857,A,  4,H, 4, 111.00,     27.5100,Brunner  ,Planktonic Foraminifers                      ,A              ,M                 ,A                                      ,A                    ,+                        ,+                   ,                    ,                   ,                     ,                   ,               ,                 ,                                                         ,                                     ,                  ,                            ,                    ,                  ,                    ,                    ,                     ,+                      ,                       ,                       ,                          ,                        ,from ODP Leg 139 IR; Chapter 7; Tables 5 & 6; pp 310-323
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  4,H, 5,  40.00,     28.3000,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,228                                    ,27                   ,53                       ,1                   ,0                   ,15                 ,0                    ,1                  ,0              ,0                ,1                                                        ,2                                    ,2                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,10                     ,5                      ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CD4               ,              ,139, 857,A,  4,H, 5,  71.00,     28.6100,Brunner  ,Planktonic Foraminifers                      ,A              ,M                 ,A                                      ,A                    ,                         ,                    ,                    ,                   ,                     ,                   ,               ,                 ,                                                         ,                                     ,                  ,                            ,                    ,                  ,                    ,                    ,                     ,+                      ,                       ,                       ,                          ,                        ,from ODP Leg 139 IR; Chapter 7; Tables 5 & 6; pp 310-323
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  4,H, 5, 127.00,     29.1700,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,A                                      ,A                    ,96                       ,1                   ,3                   ,2                  ,0                    ,3                  ,0              ,0                ,0                                                        ,F                                    ,8                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,+                      ,54                     ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CD4               ,              ,139, 857,A,  4,H, 6,  86.00,     30.2600,Brunner  ,Planktonic Foraminifers                      ,A              ,G                 ,A                                      ,A                    ,+                        ,                    ,+                   ,                   ,                     ,                   ,               ,                 ,                                                         ,F                                    ,                  ,                            ,                    ,                  ,                    ,                    ,                     ,+                      ,                       ,                       ,                          ,                        ,from ODP Leg 139 IR; Chapter 7; Tables 5 & 6; pp 310-323
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  4,H, 7,  43.00,     31.3300,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,87                                     ,61                   ,64                       ,2                   ,0                   ,40                 ,0                    ,10                 ,0              ,0                ,0                                                        ,5                                    ,3                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,13                     ,65                     ,2                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CD4               ,              ,139, 857,A,  4,H,CC,  52.00,     32.1800,Brunner  ,Planktonic Foraminifers                      ,A              ,G                 ,A                                      ,A                    ,A                        ,R                   ,F                   ,R                  ,                     ,                   ,               ,R                ,                                                         ,R                                    ,                  ,                            ,                    ,                  ,                    ,                    ,                     ,                       ,                       ,                       ,                          ,                        ,from ODP Leg 139 IR; Chapter 7; Tables 5 & 6; pp 310-323
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  5,H, 2,  13.00,     33.0300,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,142                                    ,11                   ,127                      ,0                   ,0                   ,33                 ,0                    ,2                  ,0              ,0                ,3                                                        ,3                                    ,8                 ,0                           ,0                   ,1                 ,0                   ,0                   ,0                    ,12                     ,114                    ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  5,H, 2,  38.00,     33.2800,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,0                                      ,0                    ,0                        ,0                   ,0                   ,0                  ,0                    ,0                  ,0              ,0                ,0                                                        ,0                                    ,0                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,0                      ,0                      ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  5,H, 3,  48.00,     34.8800,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,0                                      ,0                    ,0                        ,0                   ,0                   ,0                  ,0                    ,0                  ,0              ,0                ,0                                                        ,0                                    ,0                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,0                      ,0                      ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  5,H, 4,   9.00,     35.9900,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,C                                      ,C                    ,14                       ,1                   ,0                   ,8                  ,0                    ,0                  ,0              ,0                ,0                                                        ,11                                   ,1                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,+                      ,14                     ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  5,H, 4,  57.00,     36.4700,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,60                                     ,24                   ,123                      ,3                   ,0                   ,8                  ,0                    ,1                  ,0              ,0                ,1                                                        ,23                                   ,3                 ,0                           ,0                   ,0                 ,22                  ,0                   ,0                    ,9                      ,39                     ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  5,H, 4,  70.00,     36.6000,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,89                                     ,43                   ,112                      ,3                   ,8                   ,2                  ,0                    ,0                  ,0              ,0                ,0                                                        ,36                                   ,2                 ,0                           ,0                   ,0                 ,1                   ,0                   ,0                    ,9                      ,20                     ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  5,H, 4, 130.00,     37.2000,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,79                                     ,25                   ,127                      ,4                   ,2                   ,7                  ,1                    ,5                  ,1              ,0                ,0                                                        ,22                                   ,6                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,14                     ,43                     ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  5,H, 5, 118.00,     38.5800,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,2                                      ,2                    ,108                      ,2                   ,3                   ,4                  ,1                    ,5                  ,4              ,0                ,6                                                        ,19                                   ,4                 ,2                           ,0                   ,1                 ,0                   ,3                   ,0                    ,34                     ,78                     ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  5,H, 5, 126.00,     38.6600,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,0                                      ,0                    ,0                        ,0                   ,0                   ,0                  ,0                    ,0                  ,0              ,0                ,0                                                        ,0                                    ,0                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,0                      ,0                      ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  5,H, 5, 140.00,     38.8000,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,2                                      ,13                   ,250                      ,0                   ,1                   ,5                  ,1                    ,3                  ,6              ,1                ,6                                                        ,22                                   ,12                ,3                           ,0                   ,1                 ,1                   ,1                   ,0                    ,33                     ,51                     ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  5,H, 6, 126.00,     40.1600,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,0                                      ,0                    ,0                        ,0                   ,0                   ,0                  ,0                    ,0                  ,0              ,0                ,0                                                        ,0                                    ,0                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,0                      ,0                      ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  5,H, 7,  18.00,     40.5800,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,0                                      ,0                    ,0                        ,0                   ,0                   ,0                  ,0                    ,0                  ,0              ,0                ,0                                                        ,0                                    ,0                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,0                      ,0                      ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CD4               ,              ,139, 857,A,  5,H,CC,  25.00,     41.5000,Brunner  ,Planktonic Foraminifers                      ,A              ,M                 ,A                                      ,A                    ,F                        ,F                   ,F                   ,                   ,                     ,                   ,               ,R                ,                                                         ,                                     ,                  ,                            ,                    ,                  ,                    ,                    ,                     ,F                      ,                       ,                       ,                          ,                        ,from ODP Leg 139 IR; Chapter 7; Tables 5 & 6; pp 310-323
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  6,H, 1,  59.00,     41.4900,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,145                                    ,42                   ,146                      ,2                   ,1                   ,49                 ,0                    ,0                  ,0              ,0                ,2                                                        ,1                                    ,0                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,12                     ,119                    ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  6,H, 2,  76.00,     43.1600,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,71                                     ,48                   ,116                      ,1                   ,1                   ,33                 ,0                    ,6                  ,0              ,0                ,0                                                        ,2                                    ,3                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,7                      ,75                     ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  6,H, 3,  27.00,     44.1700,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,62                                     ,49                   ,142                      ,0                   ,0                   ,31                 ,0                    ,10                 ,0              ,0                ,1                                                        ,0                                    ,2                 ,0                           ,0                   ,1                 ,0                   ,0                   ,0                    ,7                      ,102                    ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  6,H, 4,  66.00,     46.0600,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,28                                     ,37                   ,154                      ,0                   ,0                   ,30                 ,0                    ,4                  ,2              ,0                ,0                                                        ,0                                    ,8                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,14                     ,115                    ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  6,H, 5,   4.00,     46.9400,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,73                                     ,32                   ,150                      ,1                   ,0                   ,26                 ,0                    ,16                 ,0              ,0                ,1                                                        ,1                                    ,8                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,7                      ,157                    ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  6,H, 5,  45.00,     47.3500,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,+                                      ,+                    ,0                        ,0                   ,0                   ,0                  ,0                    ,0                  ,0              ,0                ,0                                                        ,0                                    ,0                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,0                      ,0                      ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  6,H, 7,  38.00,     50.2800,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,124                                    ,65                   ,111                      ,1                   ,0                   ,20                 ,0                    ,18                 ,0              ,0                ,10                                                       ,3                                    ,2                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,13                     ,87                     ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CD4               ,              ,139, 857,A,  6,H,CC,  22.00,     50.7600,Brunner  ,Planktonic Foraminifers                      ,C              ,G                 ,R                                      ,R                    ,R                        ,                    ,C                   ,                   ,                     ,                   ,               ,                 ,                                                         ,                                     ,                  ,                            ,                    ,                  ,                    ,                    ,                     ,                       ,                       ,                       ,                          ,                        ,from ODP Leg 139 IR; Chapter 7; Tables 5 & 6; pp 310-323
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  7,H, 3,  37.00,     52.5900,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,102                                    ,26                   ,82                       ,2                   ,0                   ,13                 ,0                    ,1                  ,0              ,0                ,2                                                        ,1                                    ,3                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,5                      ,108                    ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  7,H, 4,   1.00,     53.6300,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,A                                      ,A                    ,91                       ,1                   ,0                   ,18                 ,0                    ,7                  ,0              ,0                ,2                                                        ,1                                    ,2                 ,0                           ,0                   ,1                 ,0                   ,0                   ,0                    ,+                      ,82                     ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  7,H, 4,  85.00,     54.4700,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,75                                     ,27                   ,75                       ,1                   ,0                   ,5                  ,0                    ,10                 ,0              ,0                ,4                                                        ,2                                    ,2                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,4                      ,99                     ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  7,H, 5,  75.00,     55.5200,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,117                                    ,19                   ,82                       ,1                   ,0                   ,9                  ,0                    ,0                  ,0              ,0                ,5                                                        ,5                                    ,2                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,3                      ,93                     ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  7,H, 6, 121.00,     56.8900,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,160                                    ,27                   ,85                       ,2                   ,1                   ,13                 ,0                    ,4                  ,0              ,0                ,0                                                        ,0                                    ,1                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,2                      ,107                    ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  7,H, 7,  28.00,     57.3500,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,64                                     ,8                    ,21                       ,0                   ,0                   ,5                  ,0                    ,26                 ,0              ,0                ,0                                                        ,1                                    ,2                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,2                      ,63                     ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CD4               ,              ,139, 857,A,  7,H,CC,   0.00,     57.6700,Brunner  ,Planktonic Foraminifers                      ,R              ,M                 ,R                                      ,                     ,F                        ,                    ,F                   ,                   ,                     ,                   ,               ,                 ,                                                         ,                                     ,                  ,                            ,                    ,                  ,                    ,                    ,                     ,                       ,                       ,                       ,                          ,                        ,from ODP Leg 139 IR; Chapter 7; Tables 5 & 6; pp 310-323
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  8,H, 1, 119.00,     61.0900,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,172                                    ,41                   ,49                       ,1                   ,0                   ,4                  ,0                    ,6                  ,0              ,0                ,2                                                        ,1                                    ,2                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,2                      ,17                     ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  8,H, 2,  21.00,     61.6100,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,189                                    ,29                   ,62                       ,0                   ,2                   ,17                 ,0                    ,16                 ,0              ,0                ,0                                                        ,0                                    ,0                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,1                      ,72                     ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  8,H, 3,  54.00,     63.4400,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,132                                    ,28                   ,38                       ,1                   ,0                   ,14                 ,0                    ,2                  ,0              ,0                ,2                                                        ,1                                    ,4                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,1                      ,114                    ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  8,H, 4,  43.00,     64.8300,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,172                                    ,38                   ,83                       ,3                   ,0                   ,35                 ,0                    ,7                  ,1              ,0                ,4                                                        ,2                                    ,0                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,5                      ,373                    ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  8,H, 5,  40.00,     66.3000,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,249                                    ,15                   ,32                       ,0                   ,0                   ,11                 ,0                    ,0                  ,0              ,0                ,1                                                        ,1                                    ,0                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,3                      ,85                     ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  8,H, 5, 114.00,     67.0400,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,A                                      ,A                    ,47                       ,+                   ,+                   ,+                  ,1                    ,2                  ,0              ,0                ,2                                                        ,0                                    ,3                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,+                      ,112                    ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  8,H, 6,  52.00,     67.9200,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,150                                    ,26                   ,98                       ,0                   ,0                   ,16                 ,0                    ,11                 ,0              ,0                ,6                                                        ,2                                    ,1                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,9                      ,240                    ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  8,H, 7,  22.00,     69.1200,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,34                                     ,7                    ,44                       ,0                   ,0                   ,16                 ,0                    ,1                  ,0              ,0                ,0                                                        ,0                                    ,0                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,1                      ,82                     ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CD4               ,              ,139, 857,A,  8,H,CC,  32.00,     70.0600,Brunner  ,Planktonic Foraminifers                      ,R              ,M                 ,R                                      ,                     ,R                        ,                    ,                    ,                   ,                     ,                   ,               ,                 ,                                                         ,                                     ,                  ,                            ,                    ,                  ,                    ,                    ,                     ,                       ,                       ,                       ,                          ,                        ,from ODP Leg 139 IR; Chapter 7; Tables 5 & 6; pp 310-323
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  9,H, 3,  74.00,     73.1400,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,125                                    ,22                   ,133                      ,2                   ,0                   ,28                 ,0                    ,1                  ,1              ,0                ,1                                                        ,0                                    ,1                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,7                      ,215                    ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  9,H, 4,  60.00,     74.5000,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,148                                    ,36                   ,62                       ,1                   ,0                   ,7                  ,0                    ,1                  ,0              ,0                ,1                                                        ,0                                    ,5                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,5                      ,65                     ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A,  9,H, 5,  79.00,     76.1900,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,A                                      ,A                    ,+                        ,0                   ,+                   ,29                 ,1                    ,11                 ,0              ,0                ,6                                                        ,3                                    ,5                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,+                      ,144                    ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,CD4               ,              ,139, 857,A,  9,H,CC,  28.00,     79.4500,Brunner  ,Planktonic Foraminifers                      ,A              ,P                 ,A                                      ,A                    ,F                        ,R                   ,R                   ,R                  ,                     ,                   ,               ,                 ,                                                         ,                                     ,                  ,                            ,                    ,                  ,                    ,                    ,                     ,R                      ,                       ,                       ,                          ,                        ,from ODP Leg 139 IR; Chapter 7; Tables 5 & 6; pp 310-323
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A, 10,H, 1, 124.00,     80.1400,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,117                                    ,26                   ,53                       ,1                   ,0                   ,18                 ,0                    ,5                  ,0              ,0                ,3                                                        ,1                                    ,0                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,6                      ,152                    ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,                 ,                  ,              ,139, 857,A, 10,H, 2,  12.00,     80.5200,Brunner  ,Planktonic Foraminifers                      ,               ,                  ,A                                      ,31                   ,47                       ,3                   ,0                   ,34                 ,0                    ,0                  ,0              ,0                ,2                                                        ,1                                    ,1                 ,0                           ,0                   ,0                 ,0                   ,0                   ,0                    ,1                      ,145                    ,0                      ,                          ,                        ,from Leg 139 SR; Chapter 4; Tables 5&6; p47& 51-53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
