Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Globorotalia opima nana/continuosa transition,Globorotalia mayeri,Globigerina ciperoensis ciperoensis,Globigerina ciperoensis angulisuturalis,Catapsydrax dissimilis,Globorotaloides suteri,Globorotaloides spp.,Globorotalia opima nana,Globoquadrina venezuelana,Globigerina spp.,Globigerina ciperoensis angustiumbilicata,Globigerina praebulloides,Catapsydrax unicavus,Globigerina ciperoensis,Globigerina sellii,Catapsydrax spp.,Globoquadrina dehiscens dehiscens,Globoquadrina dehiscens praedehiscens,Globigerinoides trilobus/immaturus,Globigerinita naparimaensis,Catapsydrax stainforthi,Globorotalia fohsi peripheroronda,Globorotalia continuosa,Globoquadrina dehiscens,Globigerinoides spp.,Globigerinoides primordius,Cassigerinella chipolensis,Globorotalia acrostoma,Globoquadrina altispira altispira,Globigerina tripartita,Marginotruncana spp.,Globorotalia siakensis,Globoquadrina spp.,Globoquadrina baroemoenensis,Globigerinoides sacculifer,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis disjuncta,Globorotalia praescitula,Praeorbulina transitoria,Globorotalia spp.,Globorotalia miozea,Globigerinoides subquadratus,Globigerina woodi woodi,Globigerina druryi,Globigerina bulloides,Praeorbulina sicana,Globorotalia obesa,Globoquadrina altispira globosa,Globoquadrina altispira,Globigerinoides altiaperturus,Globorotalia scitula,Orbulina suturalis,Hedbergella spp.,Globorotalia scitula s.l.,Globigerina megastoma cariacoensis,Globorotalia mayeri (small),Globorotalia inflata,Globigerinoides ruber (white),Globigerina nepenthes (small),Globigerina falconensis,Globigerina decoraperta,Orbulina universa,Orbulina bilobata,Neogloboquadrina pachyderma,Neogloboquadrina dutertrei,Neogloboquadrina atlantica,Hastigerina siphonifera,Hastigerina aequilateralis,Globorotalia truncatulinoides,Globorotalia triangula,Globorotalia tosaensis,Globigerinoides obliquus obliquus,Globigerinoides elongatus/obliquus extremus,Beella digitata,Sphaeroidinella dehiscens,Neogloboquadrina acostaensis,Globigerinoides conglobatus,Globigerina calida,Beella praedigitata,Globorotalia crassaformis ronda,Globorotalia crassaformis crassaformis,Globorotalia crassaformis,Globorotalia tumida,Globorotalia menardii,Globigerina bermudezi,Pulleniatina primalis,Neogloboquadrina humerosa,Globorotalia cf. Gr. hirsuta,Globorotalia crassaformis hessi,Pulleniatina obliquiloculata,Pulleniatina finalis,Pulleniatina obliquiloculata/inflata transition,Globorotalia hirsuta,Globigerinoides ruber (pink),Globigerinoides elongatus,Comment
  SR,Late Oligocene   ,                 ,P22               ,              ,149, 898,A, 31,X, 4, 104.00,    289.0400,Gervais  ,Planktonic Foraminifers                      ,F              ,M                 ,R                                            ,R                  ,R                                  ,R                                      ,R                     ,R                     ,R                   ,                       ,R                        ,R               ,R                                        ,R                        ,                    ,                       ,?                 ,R               ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,149, 898,A, 32,X, 3, 141.00,    297.6100,Gervais  ,Planktonic Foraminifers                      ,R              ,M                 ,                                             ,R                  ,R                                  ,                                       ,                      ,                      ,                    ,                       ,                         ,                ,                                         ,R                        ,                    ,                       ,                  ,                ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,149, 898,A, 33,X, 2, 104.00,    305.3400,Gervais  ,Planktonic Foraminifers                      ,F              ,P                 ,                                             ,R                  ,                                   ,R                                      ,                      ,                      ,                    ,                       ,                         ,R               ,R                                        ,                         ,                    ,?                      ,                  ,                ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,149, 898,A, 34,X, 1,  79.00,    313.2900,Gervais  ,Planktonic Foraminifers                      ,C              ,P                 ,R                                            ,?                  ,                                   ,                                       ,                      ,?                     ,                    ,                       ,                         ,                ,                                         ,R                        ,                    ,?                      ,                  ,                ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,149, 898,A, 35,X, 1,  86.00,    323.0600,Gervais  ,Planktonic Foraminifers                      ,F              ,M                 ,R                                            ,R                  ,                                   ,                                       ,                      ,                      ,                    ,                       ,R                        ,                ,R                                        ,R                        ,R                   ,                       ,                  ,                ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,149, 898,A, 36,X, 2, 114.00,    334.5400,Gervais  ,Planktonic Foraminifers                      ,F              ,M                 ,R                                            ,R                  ,                                   ,                                       ,                      ,R                     ,R                   ,R                      ,R                        ,R               ,R                                        ,                         ,                    ,                       ,                  ,                ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Oligocene   ,                 ,P22               ,              ,149, 898,A, 36,X,CC,  29.00,    339.6900,Gervais  ,Planktonic Foraminifers                      ,F              ,M                 ,R                                            ,R                  ,R                                  ,R                                      ,R                     ,                      ,                    ,                       ,                         ,                ,                                         ,                         ,                    ,                       ,                  ,                ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
