Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Thalassiothrix longissima,Thalassiosira torokina,Thalassiosira symbolophora,Thalassiosira eccentrica,Thalassiosira burckliana,Thalassionema nitzschioides,Rhizosolenia styliformis,Rhizosolenia hebetata,Rhizosolenia barboi,Paralia sulcata,Nitzschia donahuensis,Coscinodiscus marginatus,Actinocyclus ingens,Thalassiosira nativa,Thalassionema nitzschioides  var. parva,Hemidiscus cuneiformis,Denticulopsis hustedtii,Stellarima (all generic taxa),Rouxia naviculoides,Nitzschia reinholdii,Nitzschia porteri,Nitzschia marina,Nitzschia cylindrus,Hemidiscus karstenii,Cosmiodiscus intersectus,Actinocyclus fryxellae,Nitzschia fossilis,Rouxia californica,Nitzschia miocenica,Ethmodiscus sp.,Thalassiosira miocenica,Stephanogonia hanzawae,Cosmiodiscus insignis,Thalassiosira praeconvexa,Thalassiosira convexa,Rouxia heteropolara,Thalassiosira praeoestrupii,Thalassiosira oestrupii,Stephanopyxis turris,Eucampia antarctica,Thalassiosira jacksonii,Thalassiosira inura,Nitzschia praeinterfrigidaria,Nitzschia panduriformis,Nitzschia barronii,Thalassiosira lentiginosa,Nitzschia interfrigidaria,Nitzschia weaveri,Thalassiosira kolbei,Nitzschia kerguelenis,Comment
  SR,                 ,                 ,                  ,              ,119, 737,A, 12,H, 2,  57.00,    102.0700,Baldauf  ,Diatoms                                      ,C              ,G                 ,C                        ,                      ,                          ,R                       ,                        ,                           ,F                       ,                     ,R                  ,F              ,                     ,F                       ,                   ,R                   ,F                                      ,                      ,                       ,                             ,                   ,F                   ,                 ,                ,                   ,F                   ,                        ,                      ,R                 ,                  ,                   ,A              ,                       ,                      ,                     ,                         ,                     ,R                  ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 12,H, 5,  57.00,    106.5700,Baldauf  ,Diatoms                                      ,A              ,G                 ,F                        ,                      ,R                         ,R                       ,                        ,C                          ,F                       ,R                    ,C                  ,C              ,                     ,F                       ,                   ,F                   ,C                                      ,                      ,                       ,                             ,R                  ,F                   ,                 ,                ,                   ,F                   ,                        ,                      ,R                 ,                  ,R                  ,A              ,                       ,                      ,                     ,                         ,                     ,R                  ,F                          ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 12,H,CC,  20.00,    109.7000,Baldauf  ,Diatoms                                      ,A              ,M                 ,F                        ,                      ,                          ,                        ,                        ,F                          ,R                       ,R                    ,F                  ,R              ,                     ,R                       ,                   ,R                   ,F                                      ,                      ,                       ,R                            ,                   ,R                   ,                 ,                ,                   ,R                   ,                        ,                      ,R                 ,                  ,R                  ,A              ,                       ,                      ,                     ,                         ,                     ,R                  ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 13,H, 2,  57.00,    111.5700,Baldauf  ,Diatoms                                      ,A              ,M                 ,R                        ,                      ,R                         ,                        ,                        ,F                          ,F                       ,                     ,F                  ,F              ,                     ,                        ,                   ,R                   ,F                                      ,                      ,                       ,                             ,                   ,F                   ,                 ,                ,                   ,R                   ,                        ,                      ,R                 ,                  ,R                  ,A              ,                       ,                      ,                     ,rR                       ,F                    ,                   ,F                          ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 13,H,CC,  23.00,    119.1900,Baldauf  ,Diatoms                                      ,A              ,M                 ,F                        ,                      ,                          ,                        ,R                       ,                           ,R                       ,R                    ,F                  ,R              ,                     ,R                       ,                   ,                    ,F                                      ,                      ,                       ,R                            ,R                  ,R                   ,                 ,R               ,                   ,R                   ,                        ,                      ,R                 ,R                 ,                   ,C              ,R                      ,                      ,                     ,                         ,F                    ,R                  ,R                          ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 15,H, 5,  57.00,    135.0700,Baldauf  ,Diatoms                                      ,A              ,G                 ,R                        ,                      ,R                         ,R                       ,                        ,A                          ,                        ,                     ,F                  ,F              ,                     ,R                       ,                   ,F                   ,A                                      ,R                     ,                       ,                             ,                   ,R                   ,R                ,                ,                   ,R                   ,                        ,                      ,R                 ,F                 ,                   ,               ,R                      ,                      ,                     ,                         ,F                    ,R                  ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 15,H, 7,  57.00,    138.0700,Baldauf  ,Diatoms                                      ,A              ,G                 ,R                        ,                      ,                          ,R                       ,                        ,C                          ,R                       ,R                    ,F                  ,F              ,                     ,R                       ,                   ,F                   ,C                                      ,                      ,                       ,R                            ,                   ,R                   ,                 ,                ,                   ,F                   ,                        ,                      ,R                 ,R                 ,                   ,F              ,R                      ,                      ,                     ,                         ,F                    ,F                  ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 15,H,CC,   7.00,    138.2000,Baldauf  ,Diatoms                                      ,A              ,M                 ,F                        ,                      ,                          ,R                       ,                        ,C                          ,                        ,R                    ,                   ,F              ,                     ,                        ,                   ,R                   ,C                                      ,R                     ,                       ,                             ,R                  ,R                   ,                 ,                ,R                  ,                    ,                        ,                      ,R                 ,F                 ,R                  ,               ,                       ,                      ,                     ,                         ,R                    ,R                  ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 16,H, 2,  57.00,    140.0700,Baldauf  ,Diatoms                                      ,A              ,G                 ,F                        ,                      ,R                         ,R                       ,                        ,F                          ,                        ,                     ,                   ,F              ,                     ,                        ,                   ,                    ,F                                      ,R                     ,                       ,R                            ,R                  ,R                   ,                 ,                ,R                  ,F                   ,                        ,                      ,F                 ,                  ,                   ,C              ,                       ,                      ,                     ,                         ,F                    ,F                  ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 16,H, 5,  57.00,    144.5700,Baldauf  ,Diatoms                                      ,A              ,G                 ,C                        ,                      ,                          ,R                       ,                        ,C                          ,R                       ,                     ,R                  ,F              ,                     ,R                       ,                   ,R                   ,C                                      ,                      ,                       ,                             ,R                  ,R                   ,                 ,                ,                   ,F                   ,                        ,                      ,R                 ,                  ,                   ,C              ,R                      ,                      ,                     ,rR                       ,F                    ,R                  ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 16,H,CC,  14.00,    147.7400,Baldauf  ,Diatoms                                      ,A              ,P                 ,R                        ,                      ,                          ,R                       ,                        ,F                          ,R                       ,                     ,                   ,R              ,                     ,                        ,                   ,R                   ,F                                      ,                      ,                       ,                             ,                   ,                    ,                 ,                ,                   ,                    ,                        ,                      ,                  ,                  ,                   ,F              ,                       ,                      ,                     ,                         ,R                    ,R                  ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 17,H, 2,  57.00,    149.5700,Baldauf  ,Diatoms                                      ,A              ,G                 ,F                        ,                      ,                          ,R                       ,                        ,C                          ,R                       ,R                    ,R                  ,R              ,                     ,R                       ,                   ,                    ,F                                      ,                      ,                       ,                             ,                   ,R                   ,                 ,                ,R                  ,R                   ,                        ,                      ,F                 ,                  ,                   ,A              ,R                      ,                      ,                     ,                         ,F                    ,R                  ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 17,H, 5,  57.00,    154.0700,Baldauf  ,Diatoms                                      ,A              ,G                 ,F                        ,                      ,                          ,R                       ,                        ,C                          ,                        ,R                    ,R                  ,F              ,                     ,R                       ,                   ,                    ,C                                      ,                      ,                       ,                             ,                   ,R                   ,                 ,                ,R                  ,                    ,R                       ,                      ,R                 ,                  ,R                  ,A              ,R                      ,                      ,                     ,                         ,R                    ,R                  ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 17,H,CC,  16.00,    157.2200,Baldauf  ,Diatoms                                      ,A              ,M                 ,F                        ,                      ,                          ,                        ,                        ,C                          ,R                       ,                     ,R                  ,F              ,                     ,R                       ,                   ,                    ,F                                      ,R                     ,R                      ,                             ,                   ,R                   ,                 ,                ,                   ,R                   ,                        ,                      ,R                 ,                  ,                   ,C              ,                       ,                      ,                     ,                         ,R                    ,                   ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 18,H, 2,  57.00,    159.0700,Baldauf  ,Diatoms                                      ,A              ,G                 ,F                        ,                      ,R                         ,                        ,                        ,F                          ,R                       ,R                    ,R                  ,R              ,                     ,                        ,                   ,                    ,F                                      ,                      ,                       ,                             ,                   ,                    ,                 ,                ,                   ,R                   ,R                       ,                      ,F                 ,                  ,F                  ,A              ,                       ,                      ,                     ,R                        ,F                    ,                   ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 18,H, 5,  57.00,    163.5700,Baldauf  ,Diatoms                                      ,A              ,G                 ,F                        ,                      ,R                         ,                        ,                        ,F                          ,R                       ,                     ,R                  ,F              ,                     ,R                       ,                   ,R                   ,F                                      ,                      ,                       ,R                            ,R                  ,R                   ,                 ,                ,                   ,                    ,R                       ,                      ,R                 ,                  ,R                  ,A              ,R                      ,                      ,R                    ,F                        ,F                    ,                   ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 18,H,CC,  23.00,    166.7300,Baldauf  ,Diatoms                                      ,A              ,M                 ,F                        ,                      ,R                         ,R                       ,                        ,F                          ,R                       ,                     ,R                  ,R              ,                     ,                        ,                   ,                    ,C                                      ,                      ,                       ,                             ,                   ,R                   ,                 ,                ,                   ,                    ,R                       ,                      ,R                 ,                  ,F                  ,C              ,                       ,                      ,                     ,F                        ,F                    ,                   ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 19,X, 1,  57.00,    167.0700,Baldauf  ,Diatoms                                      ,A              ,G                 ,F                        ,                      ,R                         ,                        ,                        ,R                          ,                        ,R                    ,F                  ,F              ,                     ,R                       ,                   ,F                   ,R                                      ,                      ,                       ,R                            ,R                  ,R                   ,                 ,R               ,R                  ,R                   ,F                       ,                      ,R                 ,                  ,R                  ,A              ,C                      ,R                     ,R                    ,                         ,                     ,                   ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 19,X,CC,  18.00,    167.9800,Baldauf  ,Diatoms                                      ,A              ,G                 ,                         ,                      ,                          ,                        ,                        ,                           ,R                       ,                     ,                   ,               ,                     ,                        ,                   ,                    ,                                       ,                      ,                       ,                             ,                   ,                    ,F                ,                ,                   ,                    ,                        ,                      ,F                 ,                  ,F                  ,A              ,                       ,                      ,                     ,                         ,                     ,                   ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 20,X,CC,  27.00,    176.4700,Baldauf  ,Diatoms                                      ,A              ,P                 ,F                        ,                      ,                          ,                        ,                        ,R                          ,                        ,                     ,F                  ,F              ,                     ,                        ,                   ,                    ,                                       ,                      ,                       ,                             ,                   ,                    ,F                ,                ,                   ,                    ,                        ,                      ,F                 ,                  ,R                  ,A              ,                       ,                      ,                     ,                         ,                     ,                   ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 21,X,CC,  26.00,    188.1100,Baldauf  ,Diatoms                                      ,A              ,G                 ,R                        ,F                     ,                          ,R                       ,                        ,F                          ,                        ,R                    ,R                  ,               ,                     ,R                       ,                   ,                    ,R                                      ,                      ,R                      ,                             ,                   ,F                   ,                 ,F               ,F                  ,R                   ,                        ,                      ,R                 ,R                 ,R                  ,F              ,                       ,                      ,                     ,                         ,                     ,                   ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 23,X, 2,  57.00,    207.3700,Baldauf  ,Diatoms                                      ,A              ,G                 ,R                        ,C                     ,F                         ,R                       ,F                       ,F                          ,R                       ,F                    ,R                  ,R              ,                     ,                        ,                   ,F                   ,                                       ,R                     ,                       ,                             ,                   ,R                   ,F                ,                ,R                  ,F                   ,F                       ,F                     ,F                 ,R                 ,                   ,               ,                       ,                      ,                     ,                         ,                     ,                   ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 23,X,CC,  25.00,    207.8400,Baldauf  ,Diatoms                                      ,A              ,P                 ,R                        ,F                     ,R                         ,R                       ,F                       ,F                          ,R                       ,R                    ,R                  ,               ,                     ,R                       ,                   ,R                   ,R                                      ,                      ,                       ,                             ,                   ,                    ,R                ,                ,R                  ,R                   ,R                       ,                      ,F                 ,R                 ,                   ,               ,                       ,                      ,                     ,                         ,                     ,                   ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 25,X, 2,  57.00,    226.7700,Baldauf  ,Diatoms                                      ,A              ,P                 ,R                        ,C                     ,R                         ,R                       ,F                       ,C                          ,                        ,F                    ,R                  ,R              ,                     ,R                       ,R                  ,F                   ,C                                      ,R                     ,                       ,                             ,                   ,R                   ,                 ,                ,R                  ,                    ,F                       ,R                     ,F                 ,R                 ,                   ,               ,                       ,                      ,                     ,                         ,                     ,                   ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 25,X, 4,  57.00,    229.7700,Baldauf  ,Diatoms                                      ,A              ,M                 ,R                        ,C                     ,R                         ,R                       ,F                       ,A                          ,R                       ,R                    ,R                  ,R              ,                     ,R                       ,R                  ,C                   ,F                                      ,R                     ,R                      ,R                            ,R                  ,                    ,                 ,                ,                   ,                    ,F                       ,R                     ,F                 ,F                 ,                   ,               ,                       ,                      ,                     ,                         ,                     ,                   ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 25,X,CC,  23.00,    230.4300,Baldauf  ,Diatoms                                      ,A              ,G                 ,R                        ,C                     ,F                         ,                        ,R                       ,C                          ,R                       ,F                    ,R                  ,R              ,                     ,                        ,F                  ,                    ,R                                      ,                      ,                       ,                             ,R                  ,                    ,                 ,                ,                   ,R                   ,F                       ,R                     ,F                 ,R                 ,                   ,               ,                       ,                      ,                     ,                         ,                     ,                   ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 26,X, 1,  57.00,    234.9700,Baldauf  ,Diatoms                                      ,A              ,G                 ,R                        ,F                     ,F                         ,                        ,F                       ,C                          ,R                       ,R                    ,R                  ,R              ,R                    ,                        ,                   ,C                   ,A                                      ,R                     ,R                      ,                             ,R                  ,                    ,                 ,                ,                   ,                    ,F                       ,F                     ,R                 ,R                 ,                   ,               ,                       ,                      ,                     ,                         ,                     ,                   ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 26,X,CC,  42.00,    236.5500,Baldauf  ,Diatoms                                      ,A              ,M                 ,F                        ,C                     ,R                         ,R                       ,                        ,F                          ,R                       ,F                    ,R                  ,F              ,R                    ,                        ,R                  ,F                   ,R                                      ,                      ,C                      ,                             ,R                  ,                    ,                 ,F               ,C                  ,                    ,F                       ,F                     ,                  ,                  ,                   ,               ,                       ,                      ,                     ,                         ,                     ,                   ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 27,X, 1,  57.00,    244.6700,Baldauf  ,Diatoms                                      ,A              ,G                 ,F                        ,F                     ,R                         ,R                       ,                        ,R                          ,R                       ,F                    ,R                  ,R              ,                     ,R                       ,F                  ,F                   ,R                                      ,                      ,A                      ,                             ,R                  ,F                   ,                 ,F               ,A                  ,                    ,F                       ,F                     ,R                 ,                  ,                   ,               ,                       ,                      ,                     ,                         ,                     ,                   ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 27,X, 3,  57.00,    247.6700,Baldauf  ,Diatoms                                      ,A              ,M                 ,F                        ,C                     ,F                         ,R                       ,F                       ,F                          ,R                       ,F                    ,F                  ,               ,R                    ,R                       ,R                  ,F                   ,R                                      ,R                     ,C                      ,R                            ,R                  ,R                   ,R                ,F               ,F                  ,R                   ,F                       ,F                     ,                  ,                  ,                   ,               ,                       ,                      ,                     ,                         ,                     ,                   ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 27,X,CC,  31.00,    249.7100,Baldauf  ,Diatoms                                      ,A              ,M                 ,F                        ,F                     ,R                         ,F                       ,C                       ,F                          ,                        ,F                    ,R                  ,               ,                     ,F                       ,                   ,R                   ,                                       ,                      ,C                      ,                             ,                   ,                    ,                 ,                ,                   ,                    ,                        ,                      ,                  ,                  ,                   ,               ,                       ,                      ,                     ,                         ,                     ,                   ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 28,X, 1,  57.00,    254.3700,Baldauf  ,Diatoms                                      ,A              ,P                 ,F                        ,R                     ,F                         ,                        ,C                       ,R                          ,F                       ,R                    ,A                  ,               ,                     ,R                       ,F                  ,R                   ,R                                      ,R                     ,A                      ,                             ,                   ,                    ,                 ,                ,                   ,                    ,                        ,                      ,                  ,                  ,                   ,               ,                       ,                      ,                     ,                         ,                     ,                   ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,119, 737,A, 28,X,CC,  15.00,    255.7400,Baldauf  ,Diatoms                                      ,A              ,M                 ,C                        ,C                     ,R                         ,F                       ,F                       ,R                          ,R                       ,R                    ,R                  ,F              ,R                    ,F                       ,R                  ,                    ,                                       ,                      ,                       ,                             ,                   ,                    ,                 ,                ,                   ,                    ,                        ,                      ,                  ,                  ,                   ,               ,                       ,                      ,                     ,                         ,                     ,                   ,                           ,                       ,                    ,                   ,                       ,                   ,                             ,                       ,                  ,                         ,                         ,                 ,                    ,                     ,from 119 SR Chapter 29 Table 5 pages 562 - 563.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
