leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id
7,65,,2,1,50.0,52.0,10.00,10.51, 1,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSPON0050,Spongaster tetras,RARE,  ,1,732675a883399e14e75852cb9718f5a0
7,65,,14,5,25.0,27.0,119.00,125.26,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLYCN0031,Lychnocanium bellum (q),FEW,  ,2,e93ce35a366818f6e8d2c299404c1a82
7,65,,14,5,25.0,27.0,119.00,125.26,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSETC0020,Sethochytris triconiscus,RARE,  ,2,c15d98d24edf1ad4e0da3c3c2fdf93cb
7,65,,14,5,25.0,27.0,119.00,125.26,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTHEI0040,Theocyrtis tuberosa,FEW,  ,2,2c4628741a37f51f8e8fa91bcb90a881
7,65,,14,5,25.0,27.0,119.00,125.26,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTHYR0100,Thyrsocyrtis tetracantha,FEW,  ,2,adc5965d0cc3cebc893bbe9e7909a273
7,65,,14,5,25.0,27.0,119.00,125.26,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTRIT0020,Tristylospyris triceros,RARE,  ,2,3971f490376f090e097dfa5b7a2844ff
7,65,,14,CC,0.0,0.0,119.00,128.10, 7,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RARTP0030,Artophormis gracilis,RARE,  ,1,0e0aec38c14a99dc8be1110bd7b6bc1b
7,65,,14,CC,0.0,0.0,119.00,128.10, 7,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCENR0025,Centrobotrys sp.,RARE,  ,1,23d27f900af865689098430906e120ad
7,65,,14,CC,0.0,0.0,119.00,128.10, 7,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RDORC0100,Dorcadospyris forcipata,PRESENT,  ,1,12ef068ce1f06a178a9a10c7c918ba54
7,65,,14,CC,0.0,0.0,119.00,128.10, 7,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RDORC0110,Dorcadospyris papilio,RARE,  ,1,dbc946431785ec45d6aaa0bb33c3c4dc
7,65,,14,CC,0.0,0.0,119.00,128.10, 7,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLITL0035,Lithocyclia aristotelis group,RARE,  ,1,eab62631080ad07c7440681e3bc41e14
7,65,,14,CC,0.0,0.0,119.00,128.10, 7,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTHEI0040,Theocyrtis tuberosa,FEW,  ,1,bf14a9ef2bec20b311385556e79b55c4
7,65,,14,CC,0.0,0.0,119.00,128.10, 7,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTHEM0170,Theocampe pirum,RARE,  ,1,34cb49a7bb2d67388b440afbad7f1af5
7,65,,15,CC,0.0,0.0,127.00,133.10, 6,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RARTP0010,Artophormis barbadensis,RARE,  ,1,0f096f2a918d9bc31304f7913b5b9fc1
7,65,,15,CC,0.0,0.0,127.00,133.10, 6,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RBOTL0020,Botryopyle dictyocephalus,FEW,  ,1,642b090bec836a68a3a590141c5e7702
7,65,,15,CC,0.0,0.0,127.00,133.10, 6,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLITL0035,Lithocyclia aristotelis group,PRESENT,  ,1,f17b46a4a2073057d5759c7209b785ba
7,65,,15,CC,0.0,0.0,127.00,133.10, 6,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLITL0070,Lithocyclia ocellus group,RARE,  ,1,434ec6f60eb51b0adcf19c91700d6c2d
7,65,,15,CC,0.0,0.0,127.00,133.10, 6,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTHYR0030,Thyrsocyrtis bromia,FEW,  ,1,fb0a335d9910f331297a8f6b438b5401
7,65,,15,CC,0.0,0.0,127.00,133.10, 6,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTHYR0100,Thyrsocyrtis tetracantha,FEW,  ,1,2658aa2a1eed4dc09a42ee49dfc47701
7,65,,16,2,55.0,57.0,137.00,139.06,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RARTP0010,Artophormis barbadensis,RARE,  ,1,c189f7ed53ea4e0376e580551c6185e8
7,65,,16,2,55.0,57.0,137.00,139.06,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RARTP0020,Artophormis dominasinensis,RARE,  ,1,ecbb45c006395b0ffed97f78e6ec85b6
7,65,,16,2,55.0,57.0,137.00,139.06,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RBOTL0020,Botryopyle dictyocephalus,FEW,  ,1,6cfe6ba8ab82eb07d5add20468461653
7,65,,16,2,55.0,57.0,137.00,139.06,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCARO0010,Carpocanistrum sp.,FEW,  ,1,347e2014380ba4ff8c8e1330bc6a6844
7,65,,16,2,55.0,57.0,137.00,139.06,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLOPY0030,Lophocyrtis jacchia,FEW,  ,1,f4ff393d8ffbfa22fd8f3af31fb95b51
7,65,,16,2,55.0,57.0,137.00,139.06,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLYCN0031,Lychnocanium bellum (q),RARE,  ,1,48d540c82425e5277f1d2a3d7b906e8f
7,65,,16,2,55.0,57.0,137.00,139.06,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSETC0020,Sethochytris triconiscus,RARE,  ,1,7f023dd08ffcae5a1c370ca302f5a75d
7,65,,16,2,55.0,57.0,137.00,139.06,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTHEM0170,Theocampe pirum,RARE,  ,1,ef62a739e6f75205de9ebe16b910be87
7,65,,16,2,55.0,57.0,137.00,139.06,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTHYR0030,Thyrsocyrtis bromia,FEW,  ,1,c3aa41854ec729a31de482fbca712c08
7,65,,16,2,55.0,57.0,137.00,139.06,10,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTRIT0020,Tristylospyris triceros,RARE,  ,1,dbaf830c9f34d23c0de3f7bc118b03cf
7,65,,16,4,25.0,27.0,137.00,141.76, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RARTP0010,Artophormis barbadensis,RARE,  ,1,954eb7d3bc418c17df9eba8e20eb8da8
7,65,,16,4,25.0,27.0,137.00,141.76, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCL0030,Cycladophora hispida,RARE,  ,1,26d6ca17dc8e2492996cfa4db47fed8a
7,65,,16,4,25.0,27.0,137.00,141.76, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCL0040,Cycladophora turris,FEW,  ,1,72d9261c351a5efdbea4ed55fe0e74f3
7,65,,16,4,25.0,27.0,137.00,141.76, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTHYR0030,Thyrsocyrtis bromia,FEW,  ,1,d00f40e49632f35c9bb823bebf6c0753
7,65,,16,6,25.0,27.0,137.00,144.76, 8,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RARTP0020,Artophormis dominasinensis,RARE,  ,1,45dfad582d4cc1217a30b17fac5f08c8
7,65,,16,6,25.0,27.0,137.00,144.76, 8,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLOPY0030,Lophocyrtis jacchia,RARE,  ,1,5b71b78623c2a2ade2cd40d9696dc0e3
7,65,,16,6,25.0,27.0,137.00,144.76, 8,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLYCN0031,Lychnocanium bellum (q),RARE,  ,1,8780cd86d15213841e127b15a673c6fc
7,65,,16,6,25.0,27.0,137.00,144.76, 8,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSETC0020,Sethochytris triconiscus,RARE,  ,1,9945fa288deccef60729496c771438ea
7,65,,16,6,25.0,27.0,137.00,144.76, 8,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTHEM0170,Theocampe pirum,RARE,  ,1,849ed7048bbeca01e2327edbd6f61847
7,65,,16,6,25.0,27.0,137.00,144.76, 8,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTHYR0030,Thyrsocyrtis bromia,FEW,  ,1,07cffeb1d08f0344140db8860206730c
7,65,,16,6,25.0,27.0,137.00,144.76, 8,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTHYR0100,Thyrsocyrtis tetracantha,FEW,  ,1,348a840c4191dbe30d60fd951394c9f2
7,65,,16,6,25.0,27.0,137.00,144.76, 8,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTRIT0020,Tristylospyris triceros,RARE,  ,1,0f479081de9cafe00917a2103f59a534
7,65,,16,CC,0.0,0.0,137.00,146.10, 7,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RBOTL0020,Botryopyle dictyocephalus,FEW,  ,1,a10d9fbe0aa0987ef923d9685fc02681
7,65,,16,CC,0.0,0.0,137.00,146.10, 7,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCL0030,Cycladophora hispida,RARE,  ,1,ef6ad74b7d3395384893cc4d7c7c033d
7,65,,16,CC,0.0,0.0,137.00,146.10, 7,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCL0040,Cycladophora turris,RARE,  ,1,5abf0f2040d995e4e44d17cefe636e03
7,65,,16,CC,0.0,0.0,137.00,146.10, 7,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLITL0035,Lithocyclia aristotelis group,RARE,  ,1,397e866eedf1b65464cbd4639ecaebf4
7,65,,16,CC,0.0,0.0,137.00,146.10, 7,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLYCN0031,Lychnocanium bellum (q),RARE,  ,1,86044e479b7f9965491f06d312c1129b
7,65,,16,CC,0.0,0.0,137.00,146.10, 7,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTHYR0030,Thyrsocyrtis bromia,FEW,  ,1,0f0e070e5d274d46989c092d7d32025d
7,65,,16,CC,0.0,0.0,137.00,146.10, 7,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RTHYR0100,Thyrsocyrtis tetracantha,RARE,  ,1,0b1667205a1b5c2a37700bc754fb43bf
