Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Globotruncanita stuartiformis	Globotruncanita elevata	Globotruncanita atlantica	Globotruncana orientalis	Globotruncana morozovae	Globotruncana mariei	Globotruncana linneiana	Globotruncana hilli	Globotruncana bulloides	Globotruncana arca	Contusotruncana patelliformis	Contusotruncana fornicata	Rugoglobigerina rugosa	Rugoglobigerina hexacamerata	Globotruncana ventricosa	Globotruncanita subspinosa	Globotruncanita calcarata	Globotruncana rosetta	Globotruncanella havanensis	Globigerinelloides prairiehillensis	Archaeoglobigerina cretacea	Globotruncana falsostuarti	Gorbachikella sp.	Globotruncanita stuarti	Gansserina wiedenmayeri	Marginotruncana marginata	Globotruncana aegyptiaca	Pseudotextularia nuttalli	Gansserina gansseri	Abathomphalus intermedius	Ventilabrella multicamerata	Globotruncanita pettersi	Gublerina cuvillieri	Pseudoguembelina costulata	Globotruncanella petaloidea	Racemiguembelina fructicosa	Pseudotextularia elegans	Pseudoguembelina excolata	Globigerinelloides subcarinatus	Contusotruncana walfischensis	Contusotruncana contusa	Rugoglobigerina rotundata	Rugoglobigerina milamensis	Pseudoguembelina hariaensis	Heterohelix rajagopalani	Abathomphalus mayaroensis	Schackoina cenomana	Heterohelix globulosa	Hedbergella holmdelensis	Guembelitria cretacea	Globigerinelloides multispinus	Woodringina hornerstownensis	Woodringina claytonensis	Parasubbotina pseudobulloides	Morozovella conicotruncata	Morozovella angulata	Igorina pusilla	Igorina albeari	Globanomalina ehrenbergi	Morozovella velascoensis	Morozovella occlusa	Morozovella acuta	Globanomalina pseudomenardii	Acarinina subsphaerica	Morozovella subbotinae	Morozovella pasionensis	Morozovella aequa	Igorina tadjikistanensis	Acarinina soldadoensis	Morozovella gracilis	Morozovella formosa	Acarinina primitiva	Morozovella aragonensis	Igorina broedermanni	Morozovella caucasica	Globigerinatheka senni	Acarinina quetra	Acarinina pentacamerata	Hantkenina mexicana	Guembelitrioides higginsi	Globigerinatheka subconglobata	Globigerinatheka mexicana	Acarinina bullbrooki	Globigerinatheka index	Pseudohastigerina naguewichiensis	Globigerina euapertura	Catapsydrax unicavus	Catapsydrax dissimilis	Cassigerinella chipolensis	Sphaeroidinellopsis seminulina	Sphaeroidinellopsis disjuncta	Paragloborotalia mayeri	Orbulina universa	Globoquadrina dehiscens	Globoquadrina baroemoenensis	Globigerinoides trilobus	Globigerinoides sacculifer	Globigerinoides mitra	Globigerina druryi	Fohsella peripheroronda	Fohsella peripheroacuta	Dentoglobigerina altispira	Globoturborotalita woodi	Globoturborotalita nepenthes	Globorotalia praemenardii	Globorotalia menardii	Globorotalia conoidea	Globoquadrina venezuelana	Neogloboquadrina pachyderma (dextral)	Globigerinoides obliquus	Pulleniatina spectabilis	Orbulina suturalis	Neogloboquadrina acostaensis	Globoturborotalita druryi	Sphaeroidinella dehiscens s.l.	Globorotalia margaritae	Globorotalia challengeri	Globoconella conomiozea	Globigerinoides extremus	Globigerina bulloides	Globorotalia tumida	Globorotalia plesiotumida	Globigerinoides conglobatus	Truncorotalia tosaensis	Neogloboquadrina dutertrei	Globorotalia scitula	Globorotalia puncticulata	Globorotalia crassula	Truncorotalia crassaformis	Neogloboquadrina humerosa	Globorotalia inflata	Globigerinoides ruber	Globigerinella aequilateralis	Truncorotalia truncatulinoides	Globorotalia hirsuta	Pulleniatina primalis	Comment
  IR	                 	Late Paleocene   	P4b               	P4a           	198	1210	B	 21	H	CC	  16.00	    199.2600	planks   	Planktonic Foraminifers                      	R              	G                 	                             	                       	                         	                        	                       	                    	                       	                   	                       	                  	                             	                         	                      	                            	                        	                          	                         	                     	                           	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	R                   	F              	A              	                        	F                       	R                  	R                	R                           	F                     	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	                 	Late Paleocene   	P3b               	P3b           	198	1210	B	 22	H	CC	  16.00	    209.0600	planks   	Planktonic Foraminifers                      	A              	M                 	                             	                       	                         	                        	                       	                    	                       	                   	                       	                  	                             	                         	                      	                            	                        	                          	                         	                     	                           	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	F                            	F                         	F                   	F              	F              	F                       	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	                 	Early Paleocene  	Pa                	P0            	198	1210	B	 23	H	CC	  11.00	    218.6100	planks   	Planktonic Foraminifers                      	A              	VG                	                             	                       	                         	                        	                       	                    	                       	                   	                       	                  	                             	                         	                      	                            	                        	                          	                         	                     	                           	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	D                    	                              	A                           	D                       	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	Maestrichtian    	Maestrichtian    	KS31              	KS31          	198	1210	B	 24	H	CC	  13.00	    228.1200	planks   	Planktonic Foraminifers                      	A              	G                 	                             	                       	                         	F                       	                       	                    	                       	                   	                       	                  	                             	                         	F                     	F                           	                        	                          	                         	                     	F                          	                                   	                           	                          	                 	R                      	                       	                         	                        	                         	                   	R                        	R                          	                        	                    	F                         	F                          	                           	                        	                         	F                              	                             	R                      	                         	                          	F                          	                        	R                        	F                  	F                    	F                       	F                    	R                             	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	Maestrichtian    	Maestrichtian    	KS31              	KS31          	198	1210	B	 25	H	CC	  12.00	    237.4700	planks   	Planktonic Foraminifers                      	A              	G                 	F                            	                       	                         	F                       	                       	                    	F                      	                   	                       	                  	                             	                         	F                     	F                           	                        	                          	                         	                     	F                          	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	F                        	F                          	                        	F                   	F                         	F                          	F                          	F                       	F                        	F                              	F                            	F                      	F                        	R                         	R                          	F                       	F                        	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	Maestrichtian    	Maestrichtian    	KS30              	KS30          	198	1210	B	 26	H	CC	  15.00	    247.1400	planks   	Planktonic Foraminifers                      	A              	G                 	F                            	                       	                         	F                       	                       	                    	F                      	                   	                       	                  	                             	R                        	F                     	F                           	                        	                          	                         	                     	F                          	                                   	                           	                          	                 	F                      	F                      	                         	                        	                         	F                  	R                        	F                          	                        	                    	F                         	                           	F                          	F                       	F                        	F                              	F                            	F                      	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	Maestrichtian    	Maestrichtian    	KS30              	KS30          	198	1210	B	 27	H	CC	  11.00	    256.4400	planks   	Planktonic Foraminifers                      	A              	G                 	F                            	                       	                         	F                       	                       	                    	F                      	                   	                       	                  	                             	F                        	F                     	F                           	                        	                          	                         	                     	F                          	                                   	                           	                          	                 	F                      	                       	                         	F                       	                         	F                  	                         	F                          	                        	F                   	F                         	F                          	F                          	F                       	F                        	+                              	F                            	F                      	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	Maestrichtian    	Maestrichtian    	KS30              	KS30          	198	1210	B	 28	H	CC	  10.00	    265.4000	planks   	Planktonic Foraminifers                      	A              	G                 	F                            	                       	                         	F                       	                       	                    	F                      	                   	F                      	R                 	F                            	F                        	F                     	F                           	                        	                          	                         	                     	F                          	                                   	                           	R                         	                 	F                      	F                      	                         	F                       	F                        	F                  	                         	F                          	                        	F                   	F                         	F                          	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	Maestrichtian    	Maestrichtian    	KS30              	KS30          	198	1210	B	 29	H	 2	 135.00	    268.5500	planks   	Planktonic Foraminifers                      	A              	G                 	A                            	                       	                         	F                       	                       	                    	F                      	                   	F                      	R                 	F                            	F                        	F                     	F                           	                        	                          	                         	                     	F                          	                                   	                           	R                         	                 	F                      	                       	                         	                        	F                        	F                  	                         	F                          	F                       	F                   	F                         	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	Campanian        	Maestrichtian    	KS30              	KS30          	198	1210	B	 30	H	CC	  15.00	    279.6500	planks   	Planktonic Foraminifers                      	A              	G                 	F                            	                       	                         	F                       	                       	                    	F                      	                   	F                      	R                 	R                            	F                        	                      	                            	                        	                          	                         	                     	                           	                                   	                           	F                         	                 	F                      	                       	                         	F                       	F                        	F                  	P                        	R                          	F                       	F                   	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	Campanian        	Campanian        	KS30              	KS30          	198	1210	B	 31	H	CC	   9.00	    287.2500	planks   	Planktonic Foraminifers                      	A              	G                 	F                            	                       	                         	F                       	                       	                    	F                      	                   	R                      	F                 	                             	F                        	R                     	                            	P                       	                          	                         	                     	F                          	                                   	                           	P                         	                 	F                      	                       	                         	F                       	F                        	F                  	P                        	F                          	R                       	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	                 	Campanian        	KS30              	KS30          	198	1210	B	 32	H	CC	   9.00	    298.3600	planks   	Planktonic Foraminifers                      	F              	P                 	R                            	                       	                         	R                       	                       	                    	F                      	                   	R                      	R                 	                             	F                        	R                     	                            	P                       	                          	                         	                     	R                          	R                                  	                           	R                         	                 	R                      	                       	                         	R                       	R                        	F                  	P                        	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	Campanian        	Campanian        	KS29              	KS29          	198	1210	B	 33	H	CC	  17.00	    298.4400	planks   	Planktonic Foraminifers                      	R              	G                 	F                            	                       	                         	R                       	                       	                    	R                      	                   	R                      	R                 	                             	F                        	R                     	                            	                        	                          	                         	R                    	R                          	F                                  	F                          	R                         	                 	R                      	P                      	+                        	R                       	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	                 	Campanian        	KS29              	KS29          	198	1210	B	 34	H	CC	  17.00	    308.0100	planks   	Planktonic Foraminifers                      	C              	G                 	F                            	                       	                         	R                       	                       	                    	F                      	                   	R                      	R                 	                             	F                        	                      	                            	                        	R                         	                         	R                    	R                          	F                                  	F                          	                          	+                	R                      	R                      	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	                 	Campanian        	KS28              	KS28          	198	1210	B	 35	H	CC	  11.00	    317.1200	planks   	Planktonic Foraminifers                      	R              	G                 	F                            	                       	                         	R                       	                       	R                   	F                      	                   	R                      	R                 	                             	F                        	                      	                            	                        	F                         	                         	R                    	R                          	F                                  	F                          	R                         	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	                 	Campanian        	KS27              	KS27          	198	1210	B	 36	H	CC	   0.00	    328.2300	planks   	Planktonic Foraminifers                      	F              	M                 	F                            	                       	                         	R                       	                       	R                   	F                      	                   	R                      	R                 	                             	F                        	                      	                            	                        	F                         	F                        	R                    	R                          	F                                  	F                          	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	                 	Campanian        	KS27              	KS27          	198	1210	B	 37	H	CC	  17.00	    330.9200	planks   	Planktonic Foraminifers                      	R              	G                 	F                            	                       	                         	R                       	                       	                    	F                      	                   	R                      	                  	                             	F                        	                      	                            	                        	                          	R                        	R                    	                           	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	                 	Campanian        	KS27              	KS27          	198	1210	B	 38	H	CC	  14.00	    340.3200	planks   	Planktonic Foraminifers                      	F              	M                 	F                            	P                      	                         	R                       	                       	R                   	F                      	                   	R                      	F                 	                             	F                        	                      	                            	                        	                          	F                        	                     	                           	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	                 	Campanian        	KS27              	KS27          	198	1210	B	 39	H	CC	   0.00	    344.7000	planks   	Planktonic Foraminifers                      	C              	M                 	F                            	                       	                         	F                       	F                      	R                   	F                      	                   	F                      	F                 	                             	F                        	R                     	                            	                        	F                         	R                        	                     	                           	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	                 	Campanian        	KS26              	KS26          	198	1210	B	 40	H	CC	   0.00	    351.3000	planks   	Planktonic Foraminifers                      	C              	M                 	F                            	R                      	P                        	F                       	F                      	R                   	F                      	P                  	F                      	F                 	F                            	F                        	R                     	P                           	P                       	                          	                         	                     	                           	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	                 	Campanian        	KS26              	KS26          	198	1210	B	 41	H	CC	  13.00	    367.4300	planks   	Planktonic Foraminifers                      	C              	M                 	F                            	R                      	                         	F                       	F                      	R                   	F                      	                   	F                      	F                 	F                            	F                        	R                     	                            	                        	                          	                         	                     	                           	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

  IR	                 	Campanian        	KS26              	KS26          	198	1210	B	 42	H	CC	   9.00	    377.0500	planks   	Planktonic Foraminifers                      	C              	M                 	F                            	F                      	F                        	F                       	F                      	F                   	F                      	P                  	F                      	F                 	F                            	F                        	                      	                            	                        	                          	                         	                     	                           	                                   	                           	                          	                 	                       	                       	                         	                        	                         	                   	                         	                           	                        	                    	                          	                           	                           	                        	                         	                               	                             	                       	                         	                          	                           	                        	                         	                   	                     	                        	                     	                              	                            	                        	                             	                          	                    	               	               	                        	                        	                   	                 	                            	                      	                      	                       	                 	                        	                      	                    	                   	                   	                       	                    	                     	                      	                	                       	                   	                         	                              	                         	                    	                      	                                 	                      	                    	                      	                          	                              	                             	                       	                 	                       	                            	                        	                          	                     	                  	                       	                       	                          	                        	                            	                         	                     	                     	                         	                                     	                        	                        	                  	                            	                         	                              	                       	                        	                       	                        	                     	                   	                         	                           	                       	                          	                    	                         	                     	                          	                         	                    	                     	                             	                              	                    	                     	       

