Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Rotundracythere spp.,Propontocypris sp. 1,Pariceratina sp. 1,Hemiparacytheridae sp. 18,Cytherelloidea sp. 1,Cytherella sp. 2,Cytherella sp. 1,Aversovalva sp. 42,Aversovalva sp. 21,Aversovalva sp. 20,Aversovalva sp. 18,Profundobythere volans,Pennyella sp. 1,Krithe sp. 5,Eucythere spp.,Cytherella sp. 7,Bythocypris sp. 1,Saida sp. 2,Poseidonamicus sp.,Pennyella dorsoserrata,Krithe sp. 4,Eucytherura sp. 9,Cytheropteron sp. 24,Argilloecia spp.,Semicytherura sp. 1,Rimacytheropteron sp. 24,Eucytherura sp. 35,Cytheropteron sp. 6,Cytheropteron sp. 2,Cytheropteron sp. 13,Australoecia micra,Argilloecia sp. 1,Semicytherura cf. S. pulchra,Argilloecia sp. 7d,Cardobairdia sp.,Hemiparacytheridae cf. H. sp. 4,Cytherella sp. 6,Eucytherura sp. 3,Bythoceratina sp. 1,Aversovalva sp. 22,Pseudocythere sp. 1,Pedicythere sp. 22,Monoceratina sp. 2,Cytheropteron alatum,Krithe sp. 2,Aversovalva sp. 23,Cytheropteron sp. 43,Argilloecia sp. 7b,Argilloecia sp. 2,Hemiparacytheridae sp. 4,Hemiparacytheridae sp. 20,Bythocythere sp. 1,Eucytherura sp. 8,Cytheropteron sp. 3,Cytherella sp. 10,Bairdoppilata sp. 1,Hemiparacytheridae sp. 14,Cytherella sp. 8,Hemiparacytheridae sp. 2,Chejudocytheridea sp. 1,Aversovalva sp. 7,Poseidonamicus anteropunctatus,Paranesidea sp. 1,Krithe sp. 3,Krithe sp. 1,Henryhowella sp. 27,Hemiparacytheridae cf. H. sp. 2,Eucytherura sp. 1,Cytheropteron sp. 4,Parahemingwayella sp. 13a,Cytheropteron sp. 1,Paradoxostoma sp. 1,Palmoconcha sp. 2,Monoceratina sp. 1,Eucytherura sp. 7,Eucytherura sp. 5,Cytheropteron cf. C. sp. 24,Argilloecia sp. 7a,Ambocythere sp. 1,Saida sp. 1,Eucytherura sp. 36,Cytheropteron sp. 17,Semicytherura sp. 3,Palmoconcha sp. 1,Eucytherura cf. E. calabra,Bradleya sp. 3,Aratrocypris vaccamaris,Eucytherura sp. 37,Eucytherura sp. 34,Comment
  SR,Early Eocene     ,                 ,                  ,              ,143, 865,B, 10,H,CC,   0.00,     91.7000,Boomer   ,Ostracodes                                   ,               ,                  ,-                   ,                    ,8                 ,-                        ,                    ,                ,                ,                  ,                  ,                  ,                  ,                      ,               ,            ,-             ,                ,-                ,           ,                  ,-                     ,            ,                 ,-                   ,                ,                   ,-                       ,                  ,-                  ,-                  ,                    ,                  ,                 ,-                           ,-                 ,1               ,                               ,                ,                 ,                   ,                  ,                   ,                  ,                  ,                    ,            ,                  ,                    ,                  ,                 ,                        ,                         ,                  ,                 ,                   ,                 ,                   ,                         ,                ,                        ,                       ,                 ,                              ,                 ,            ,            ,                   ,                               ,                 ,                   ,                         ,                   ,                   ,                 ,                  ,                 ,                 ,                           ,                  ,                 ,           ,                  ,                    ,                   ,                 ,                          ,              ,                       ,                  ,                  ,from Leg 143 SR; Ch 4; Table 1; p. 78-79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Paleocene   ,                 ,                  ,              ,143, 865,B, 11,H,CC,   0.00,    102.4400,Boomer   ,Ostracodes                                   ,               ,                  ,-                   ,                    ,19                ,2                        ,                    ,                ,                ,                  ,1                 ,                  ,                  ,                      ,               ,            ,-             ,                ,-                ,           ,                  ,-                     ,            ,                 ,-                   ,                ,                   ,-                       ,                  ,-                  ,-                  ,                    ,                  ,                 ,-                           ,-                 ,                ,                               ,                ,                 ,                   ,                  ,                   ,                  ,                  ,                    ,            ,                  ,                    ,                  ,                 ,                        ,                         ,                  ,                 ,                   ,                 ,                   ,                         ,                ,                        ,                       ,                 ,                              ,                 ,            ,            ,                   ,                               ,                 ,                   ,                         ,                   ,                   ,                 ,                  ,                 ,                 ,                           ,                  ,                 ,           ,                  ,                    ,                   ,                 ,                          ,              ,                       ,                  ,                  ,from Leg 143 SR; Ch 4; Table 1; p. 78-79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Paleocene   ,                 ,                  ,              ,143, 865,B, 12,H,CC,   0.00,    112.0400,Boomer   ,Ostracodes                                   ,               ,                  ,-                   ,                    ,2                 ,-                        ,                    ,                ,                ,                  ,-                 ,                  ,                  ,1                     ,               ,            ,-             ,4               ,-                ,           ,                  ,1                     ,9           ,                 ,2                   ,                ,                   ,1                       ,                  ,-                  ,-                  ,                    ,                  ,                 ,-                           ,-                 ,                ,                               ,                ,                 ,                   ,                  ,                   ,                  ,                  ,                    ,            ,                  ,                    ,                  ,                 ,                        ,                         ,                  ,                 ,                   ,                 ,                   ,                         ,                ,                        ,                       ,                 ,                              ,                 ,            ,            ,                   ,                               ,                 ,                   ,                         ,                   ,                   ,                 ,                  ,                 ,                 ,                           ,                  ,                 ,           ,                  ,                    ,                   ,                 ,                          ,              ,                       ,                  ,                  ,from Leg 143 SR; Ch 4; Table 1; p. 78-79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Paleocene   ,                 ,                  ,              ,143, 865,B, 13,H, 5,  97.00,    119.9700,Boomer   ,Ostracodes                                   ,               ,                  ,-                   ,                    ,6                 ,-                        ,1                   ,                ,                ,                  ,-                 ,                  ,                  ,1                     ,1              ,24          ,-             ,2               ,-                ,           ,                  ,-                     ,-           ,1                ,-                   ,                ,                   ,-                       ,                  ,1                  ,1                  ,                    ,                  ,                 ,2                           ,2                 ,                ,                               ,                ,                 ,                   ,                  ,                   ,                  ,                  ,                    ,            ,                  ,                    ,                  ,                 ,                        ,                         ,                  ,                 ,                   ,                 ,                   ,                         ,                ,                        ,                       ,                 ,                              ,                 ,            ,            ,                   ,                               ,                 ,                   ,                         ,                   ,                   ,                 ,                  ,                 ,                 ,                           ,                  ,                 ,           ,                  ,                    ,                   ,                 ,                          ,              ,                       ,                  ,                  ,from Leg 143 SR; Ch 4; Table 1; p. 78-79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Paleocene   ,                 ,                  ,              ,143, 865,B, 13,H,CC,   0.00,    121.4600,Boomer   ,Ostracodes                                   ,               ,                  ,1                   ,                    ,4                 ,-                        ,1                   ,                ,                ,                  ,-                 ,                  ,                  ,2                     ,2              ,16          ,-             ,-               ,-                ,           ,                  ,-                     ,-           ,-                ,-                   ,2               ,                   ,-                       ,                  ,-                  ,-                  ,                    ,                  ,?                ,                            ,                  ,                ,                               ,                ,                 ,                   ,                  ,                   ,                  ,                  ,                    ,            ,                  ,                    ,                  ,                 ,                        ,                         ,                  ,                 ,                   ,                 ,                   ,                         ,                ,                        ,                       ,                 ,                              ,                 ,            ,            ,                   ,                               ,                 ,                   ,                         ,                   ,                   ,                 ,                  ,                 ,                 ,                           ,                  ,                 ,           ,                  ,                    ,                   ,                 ,                          ,              ,                       ,                  ,                  ,from Leg 143 SR; Ch 4; Table 1; p. 78-79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Paleocene   ,                 ,                  ,              ,143, 865,B, 14,H, 5, 100.00,    129.5000,Boomer   ,Ostracodes                                   ,               ,                  ,4                   ,                    ,10                ,6                        ,4                   ,4               ,                ,1                 ,8                 ,                  ,                  ,3                     ,4              ,11          ,1             ,11              ,1                ,           ,                  ,-                     ,-           ,2                ,4                   ,                ,3                  ,1                       ,1                 ,3                  ,3                  ,2                   ,?                 ,                 ,                            ,                  ,                ,                               ,                ,                 ,                   ,                  ,                   ,                  ,                  ,                    ,            ,                  ,                    ,                  ,                 ,                        ,                         ,                  ,                 ,                   ,                 ,                   ,                         ,                ,                        ,                       ,                 ,                              ,                 ,            ,            ,                   ,                               ,                 ,                   ,                         ,                   ,                   ,                 ,                  ,                 ,                 ,                           ,                  ,                 ,           ,                  ,                    ,                   ,                 ,                          ,              ,                       ,                  ,                  ,from Leg 143 SR; Ch 4; Table 1; p. 78-79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Paleocene   ,                 ,                  ,              ,143, 865,B, 14,H,CC,   0.00,    130.4400,Boomer   ,Ostracodes                                   ,               ,                  ,-                   ,                    ,3                 ,-                        ,5                   ,6               ,                ,-                 ,-                 ,                  ,10                ,1                     ,-              ,-           ,-             ,-               ,?                ,1          ,1                 ,4                     ,1           ,1                ,1                   ,2               ,                   ,                        ,                  ,                   ,                   ,                    ,                  ,                 ,                            ,                  ,                ,                               ,                ,                 ,                   ,                  ,                   ,                  ,                  ,                    ,            ,                  ,                    ,                  ,                 ,                        ,                         ,                  ,                 ,                   ,                 ,                   ,                         ,                ,                        ,                       ,                 ,                              ,                 ,            ,            ,                   ,                               ,                 ,                   ,                         ,                   ,                   ,                 ,                  ,                 ,                 ,                           ,                  ,                 ,           ,                  ,                    ,                   ,                 ,                          ,              ,                       ,                  ,                  ,from Leg 143 SR; Ch 4; Table 1; p. 78-79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Paleocene  ,                 ,                  ,              ,143, 865,B, 15,X, 2, 100.00,    134.5000,Boomer   ,Ostracodes                                   ,               ,                  ,-                   ,                    ,5                 ,1                        ,3                   ,3               ,62              ,-                 ,-                 ,                  ,-                 ,3                     ,3              ,1           ,5             ,2               ,1                ,           ,                  ,                      ,            ,                 ,                    ,                ,                   ,                        ,                  ,                   ,                   ,                    ,                  ,                 ,                            ,                  ,                ,                               ,                ,                 ,                   ,                  ,                   ,                  ,                  ,                    ,            ,                  ,                    ,                  ,                 ,                        ,                         ,                  ,                 ,                   ,                 ,                   ,                         ,                ,                        ,                       ,                 ,                              ,                 ,            ,            ,                   ,                               ,                 ,                   ,                         ,                   ,                   ,                 ,                  ,                 ,                 ,                           ,                  ,                 ,           ,                  ,                    ,                   ,                 ,                          ,              ,                       ,                  ,                  ,from Leg 143 SR; Ch 4; Table 1; p. 78-79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Early Paleocene  ,                 ,                  ,              ,143, 865,B, 15,X,CC,   0.00,    135.6500,Boomer   ,Ostracodes                                   ,               ,                  ,2                   ,?                   ,11                ,1                        ,25                  ,12              ,70              ,1                 ,11                ,5                 ,1                 ,                      ,               ,            ,              ,                ,                 ,           ,                  ,                      ,            ,                 ,                    ,                ,                   ,                        ,                  ,                   ,                   ,                    ,                  ,                 ,                            ,                  ,                ,                               ,                ,                 ,                   ,                  ,                   ,                  ,                  ,                    ,            ,                  ,                    ,                  ,                 ,                        ,                         ,                  ,                 ,                   ,                 ,                   ,                         ,                ,                        ,                       ,                 ,                              ,                 ,            ,            ,                   ,                               ,                 ,                   ,                         ,                   ,                   ,                 ,                  ,                 ,                 ,                           ,                  ,                 ,           ,                  ,                    ,                   ,                 ,                          ,              ,                       ,                  ,                  ,from Leg 143 SR; Ch 4; Table 1; p. 78-79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
