Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Spirosigmoilinella compressa	Rhabdammina spp.	Martinottiella sp. A	Hippocrepinella(?) sp.	Eggerella bradyi	Cyclammina cf. japonica	Cribrostomoides cf. crassimargo	Bathysiphon spp.	Ammobaculites spp.	Cyclammina? sp.	Cyclammina sp.	Ammosphaeroidina spp.	Ammodiscus tenuis	Ammodiscus macilentus	Martinottiella communis	Agglutinated spp. (indeterminate)	Bermudezina aminaensis	Martinottiella nodulosa	Lenticulina spp.	Haplophragmoides sp. C	Oridorsalis umbonatus	Oolina sp. A	Cibicidoides sp.	Cibicidoides bradyi	Uvigerina proboscidea	Trochammina cf. globigeriniformis	Stilostomella sp.	Sphaeroidina japonica	Schizammina sp.           	Saccammina cf. sphaerica	Reophax spp.	Quinqueloculina sp.	Pyrgo sp.	Pullenia salisburyi	Oolina sp.	Marginulina sp.	Haplophragmoides sp.	Gyroidinoides planulatus	Gyroidina orbicularis	Globobulimina pupoides	Globobulimina perversa	Glandulina cf. nipponica	Elphidium cf. perforatum	Cyclammina cancellata	Cribrostomoides sp.	Cibicidoides wuellerstorfi	Bulimina striata	Bulimina rostrata	Uvigerina hispida	Pseudoparrella sp. A	Oridorsalis tener	Haplophragmoides spp.	Gyroidina tumidulus	Globobulimina auriculata	Elphidium subincertum	Eilohedra rotunda	Eggerella sp. A	Cibicides wuellerstorfi	Cibicides sp. A	Ammodiscus incertus	Sphaeroidina sp.	Pullenia bulloides	Fissurina sp. A	Fissurina marginata (compressed)	Elphidium sp.	Discammina sp.	Valvulineria sp.	Textularia candeiana	Sphaeroidina spp.	Sphaeroidina bulloides	Quinqueloculina akneriana	Parafissurina cf. P. curta	Nonionella spp.	Nodosariid taxa	Miliolinella sp. A	Miliammina echigoensis	Lenticulina sp. A	Lenticulina lucidus	Lagena elongata	Gyroidina sp. A	Gyroidina lamarckiana	Globobulimina cf. G. pacifica	Fissurina kerguelenensis	Cibicides spp.	Cibicides sp. B	Cibicides aknerianus	Calcareous sp. indeterminate	Thalmannammina cf. parkerae	Trochammina(?) sp.	Pullenia quinqueloba	Proteonina compressa	Melonis nicobarense	Globobulimina sp.	Fissurina marginata	Melonis pompilioides	Thalmannammina(?) sp.	Pyrgo(?) sp.	Oolina sp. B	Nodosaria sp.	Fissurina spp.	Uvigerina senticosa	Quadrimorphina sp.	Astrononion sp.	Anomalinoides sp.	Haplophragmoides(?) sp.	Discammina compressa	Reophax(?) sp.	Elphidium cf. bartletti	Ammodiscus sp. A	Plectina nipponica	Trochammina sp.	Cyclammina spp.	Cyclammina cf. C. tani	Textularia sp.	Proteonina cf. compressa	Pullenia spp.	Technitella sp.	Hippocrepinella variabilis	Cyclammina ezoensis	Cyclammina pusilla	Haplophragmoides compressum	Hormosina sp.	Haplophragmoides sp. F	Haplophragmoides sp. E	Ammodiscus sp. B	Cyclammina orbicularis	Karreriella sp. A	Haplophragmoides sp. G	Haplophragmoides sp. B	Gyroidina sp. B 	Globocassidulina subglobosa	Ammodiscus sp. C	Quinqueloculina spp.	Gyroidina soldanii	Eggerella sp. B	Cibicides sp. C	Globocassidulina globosa	Haplophragmoides sp. A	Ammodiscus spp.	Ammovertellina sp.	Comment

  SR	Late Miocene     	                 	                  	              	127	 795	B	 15	R	 2	  57.00	    502.0700	Nomura   	Benthic Foraminifers                         	               	                  	                            	+               	45.3%               	                      	9.4%            	                       	19.2%                          	+               	                  	.4%            	.9%           	                     	                 	1.7%                 	                       	                                 	5.1%                  	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	1.3%                 	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	2.1%                 	            	            	             	              	                   	                  	               	                 	1.0%                   	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	.4%                   	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa = 13.1% ; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

  SR	                 	                 	                  	              	127	 795	B	 15	R	CC	   8.00	    502.7400	Brunner  	Benthic Foraminifers                         	               	                  	                            	                	                    	                      	                	                       	                               	                	                  	               	              	                     	                 	                     	3                      	6                                	                      	3                      	                	1                     	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	2                  	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	2               	                  	               	               	3                     	              	                        	             	               	                          	                   	                  	1                          	             	1                     	1                     	1               	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	from ODP Leg 127&128 SR Chapter 12 Table 3 p 194-197

  SR	Late Miocene     	                 	                  	              	127	 795	B	 16	R	 1	  42.00	    510.1200	Nomura   	Benthic Foraminifers                         	               	                  	                            	+               	71.7%               	                      	5.7%            	                       	3.8%                           	                	                  	               	1.9%          	                     	                 	3.8%                 	                       	                                 	                      	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	.4%                       	                   	1.9%              	                           	.4%          	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa = 10.5% ; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

  SR	                 	                 	                  	              	127	 795	B	 16	R	CC	  21.00	    513.6200	Brunner  	Benthic Foraminifers                         	               	                  	                            	                	                    	                      	                	                       	                               	                	                  	               	              	                     	                 	                     	5                      	4                                	                      	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	5                    	                   	                        	                     	                 	2              	                       	               	2                  	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	1               	                  	               	2              	                      	              	                        	             	               	                          	                   	                  	1                          	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	from ODP Leg 127&128 SR Chapter 12 Table 3 p 194-197

  SR	Late Miocene     	                 	                  	              	127	 795	B	 17	R	 2	  42.00	    521.3200	Nomura   	Benthic Foraminifers                         	               	                  	                            	                	42.7%               	                      	                	                       	24.7%                          	                	                  	5.6%           	5.6%          	                     	                 	4.5%                 	                       	                                 	                      	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	1.9%                      	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa = 15% ; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

  SR	                 	                 	                  	              	127	 795	B	 17	R	 2	 103.00	    521.9300	Brunner  	Benthic Foraminifers                         	               	                  	                            	                	                    	                      	                	                       	                               	                	                  	               	              	                     	                 	                     	6                      	3                                	                      	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	3                    	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	1               	                  	               	               	1                     	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	from ODP Leg 127&128 SR Chapter 12 Table 3 p 194-197

  SR	Late Miocene     	                 	                  	              	127	 795	B	 18	R	 1	  48.00	    529.5800	Nomura   	Benthic Foraminifers                         	               	                  	                            	+               	.9%                 	                      	                	                       	28.0%                          	+               	.9%               	4.9%           	.4%           	                     	1.3%             	4.9%                 	                       	                                 	3.1%                  	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	+                         	                        	.4%         	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	2.2%                 	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	5.8%                 	            	            	             	              	                   	                  	               	                 	3.4%                   	1.1%                	              	                       	                	.4%               	               	               	                      	              	                        	             	               	                          	1.3%               	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa = 40.8% ; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

  SR	Late Miocene     	                 	                  	              	127	 795	B	 18	R	 3	  44.00	    532.5400	Nomura   	Benthic Foraminifers                         	               	                  	                            	                	65.0%               	                      	                	                       	11.7%                          	                	                  	               	2.9%          	                     	                 	4.4%                 	                       	                                 	2.2%                  	                       	.9%             	                      	                     	            	                	                   	                     	                                 	                 	                     	+                         	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	.7%                 	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	1.3%                   	1.3%                	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	1.5%              	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa = 8.1% ; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

  SR	                 	                 	                  	              	127	 795	B	 18	R	CC	   8.00	    535.1400	Brunner  	Benthic Foraminifers                         	               	                  	                            	                	                    	                      	                	                       	                               	                	                  	               	              	                     	                 	                     	6                      	7                                	                      	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	5                    	                   	                        	                     	                 	3              	                       	               	1                  	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	2               	                  	               	1              	2                     	              	                        	             	               	                          	                   	2                 	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	from ODP Leg 127&128 SR Chapter 12 Table 3 p 194-197

  SR	Late Miocene     	                 	                  	              	127	 795	B	 19	R	 2	  42.00	    540.6200	Nomura   	Benthic Foraminifers                         	               	                  	                            	                	46.2%               	                      	                	                       	7.7%                           	                	                  	               	3.8%          	                     	                 	3.8%                 	                       	                                 	                      	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	.7%                 	              	                       	                	3.8%              	               	               	                      	              	                        	             	               	.7%                       	                   	3.8%              	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa = 29.3% ; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

  SR	                 	                 	                  	              	127	 795	B	 19	R	CC	  17.00	    545.8200	Brunner  	Benthic Foraminifers                         	               	                  	                            	                	                    	                      	                	                       	                               	                	                  	               	              	                     	                 	                     	17                     	7                                	                      	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	2              	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	from ODP Leg 127&128 SR Chapter 12 Table 3 p 194-197

  SR	Late Miocene     	                 	                  	              	127	 795	B	 20	R	 1	  41.00	    548.8100	Nomura   	Benthic Foraminifers                         	               	                  	                            	+               	42.0%               	                      	3.4%            	                       	5.7%                           	                	                  	               	6.8%          	                     	                 	2.3%                 	                       	                                 	                      	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	3.4%                 	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	2.3%                	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	5.7%               	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa = 28.4% ; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

  SR	Late Miocene     	                 	                  	              	127	 795	B	 20	R	 4	  41.00	    553.3100	Nomura   	Benthic Foraminifers                         	               	                  	                            	                	48.1%               	                      	4.6%            	                       	8.4%                           	+               	                  	               	              	                     	.8%              	2.3%                 	                       	                                 	                      	                       	                	                      	                     	            	                	                   	2.3%                 	                                 	                 	                     	+                         	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	6.1%                 	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	1.1%          	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	.8%               	                    	2.3%                	                   	.8%              	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	.8%                    	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa = 21.8% ; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505

  SR	                 	                 	                  	              	127	 795	B	 20	R	CC	   7.00	    555.8600	Brunner  	Benthic Foraminifers                         	               	                  	                            	                	                    	                      	                	                       	                               	                	                  	               	              	                     	                 	                     	6                      	2                                	                      	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	                          	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	3                  	                	                  	               	                                	             	              	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	                 	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	               	                          	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	from ODP Leg 127&128 SR Chapter 12 Table 3 p 194-197

  SR	Late Miocene     	                 	                  	              	127	 795	B	 21	R	 3	  39.00	    561.4900	Nomura   	Benthic Foraminifers                         	               	                  	                            	+               	60.5%               	                      	8.4%            	                       	3.4%                           	                	.8%               	1.7%           	              	                     	                 	1.7%                 	                       	                                 	6.7%                  	                       	                	                      	                     	            	                	                   	                     	                                 	                 	                     	+                         	                        	            	                   	         	                   	          	               	                    	                        	                     	                      	                      	                        	                        	                     	                   	                          	                	                 	                 	                    	                 	                     	                   	                        	                     	                 	               	                       	               	                   	                	                  	               	                                	             	.8%           	                	                    	                 	                      	                         	                          	               	               	                  	                      	                 	                   	               	               	                     	                             	                        	              	               	                    	                            	                           	                  	                    	                    	                   	.8%              	                   	                    	                     	            	            	             	              	                   	                  	               	                 	                       	                    	              	                       	                	                  	               	               	                      	              	                        	             	.8%            	.8%                       	                   	                  	                           	             	                      	                      	                	                      	                 	                      	                      	                	                           	                	                    	                  	               	               	                        	                      	               	                  	Miscellaneous taxa = 13.6% ; from ODP Legs 127&128 SR Chapter 29 Table 2 p 500-505
