Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Reticulofenestra pseudoumbilica(5-7microns),Reticulofenestra haqii,Coronocyclus nitescens,Sphenolithus moriformis,Discoaster spp.,Cyclicargolithus floridanus,Coccolithus pelagicus,Umbilicosphaera rotula,Triquetrorhabdulus milowii,Reticulofenestra minuta,Orthorhabdus serratus,Helicosphaera spp.,Hayella challengeri,Discoaster deflandrei,Cryptococcolithus mediaperforatus,Calcidiscus leptoporus,Amaurolithus primus,Reticulofenestra pseudoumbilica (>7microns),Pontosphaera multipora,Helicosphaera intermedia,Discoaster kugleri,Discoaster challengeri,Coccolithus miopelagicus,Calcidiscus premacintyrei,Sphenolithus spp.,Sphenolithus grandis,Umbilicosphaera jafari,Helicosphaera carteri,Discoaster exilis,Sphenolithus abies,Helicosphaera orientalis,Calcidiscus macintyrei,Helicosphaera granulata,Discoaster bollii,Catinaster coalitus,Calcidiscus tropicus,Scapholithus fossilis,Discoaster braarudii,Discoaster pansus,Catinaster calyculus,Catinaster spp.,Discoaster calcaris,Discoaster subsurculus,Discoaster hamatus,Discoaster prepentaradiatus,Discoaster pentaradiatus,Discoaster bellus,Discoaster variabilis,Discoaster neorectus,Discoaster quinqueramus,Discoaster bergenii,Discoaster surculus,Discoaster berggrenii,Scyphosphaera pulcherrima,Discoaster triradiatus,Amaurolithus tricorniculatus,Amaurolithus delicatus,Amaurolithus amplificus,Angulolithina arca,Florisphaera profunda,Discoaster brouweri,Scyphosphaera ventriosa,Scyphosphaera tubifera,Scyphosphaera globulata,Gephyrocapsa spp. (small),Discoaster asymmetricus,Pseudoemiliania ovata,Reticulofenestra minutula,Pseudoemiliania lacunosa,Ceratolithus cristatus,Sphenolithus heteromorphus,Pontosphaera japonica,Discoaster tamalis,Coccolithus pelagicus (with bar),Umbilicosphaera sibogae var. sibogae,Gephyrocapsa muellerae,Cyclolithus annulus,Umbilicosphaera sibogae var. foliosa,Syracosphaera pulchra,Pontosphaera discopora,Helicosphaera sellii,Helicosphaera carteri var. walichii,Gephyrocapsa oceanica,Syracosphaera spp.,Reticulofenestra asanoi,Gephyrocapsa caribbeanica,Rhabdosphaera clavigera var. stylifera,Oolithotus fragilis,Reticulofenestra spp.,Holodiscolithus macroporus,Emiliania huxleyi,Gephyrocapsa large,Umbellosphaera tenuis,Braarudosphaera bigelowii,Solidopons petrae,Umbilicosphaera hulburtiana,Ceratolithus cristatus var. telesmus,Rhabdosphaera clavigera,Gephyrocapsa ericsonii,Helicosphaera inversa,Neosphaera coccolithomorpha,Umbellosphaera irregularis,Sphenolithus spiniger,Reticulofenestra bisecta,Discoaster barbadiensis,Braarudosphaera sp.,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 19,R,CC,  14.00,    316.2100,nannos   ,Nannofossils                                 ,C              ,M                 ,                                           ,                      ,                      ,                       ,               ,                           ,                     ,                      ,                          ,                       ,                     ,                  ,                   ,                     ,                                 ,F                     ,                   ,                                           ,F                     ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,F                    ,                 ,                  ,                        ,F                     ,                       ,                 ,                   ,                    ,F                    ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,C                    ,                   ,                       ,                      ,                       ,D                        ,                       ,C                    ,                         ,F                       ,                      ,                          ,                     ,                  ,                                ,C                                   ,A                     ,                   ,                                    ,F                    ,                      ,                    ,R                                  ,A                    ,F                 ,                       ,F                        ,                                      ,                   ,F                    ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,F                      ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 20,R,CC,  20.00,    327.3800,Boeckel  ,Nannofossils                                 ,F              ,M                 ,                                           ,                      ,                      ,                       ,               ,                           ,                     ,                      ,                          ,                       ,                     ,                  ,                   ,                     ,                                 ,C                     ,                   ,F                                          ,                      ,                        ,                  ,                      ,                        ,                         ,R                ,                    ,                      ,C                    ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,C                    ,                   ,                       ,                      ,                       ,D                        ,                       ,F                    ,                         ,F                       ,                      ,                          ,                     ,                  ,                                ,                                    ,A                     ,                   ,                                    ,R                    ,                      ,                    ,F                                  ,C                    ,                  ,                       ,R                        ,                                      ,                   ,                     ,                          ,C                ,                  ,F                    ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 21,R,CC,  22.00,    335.9400,nannos   ,Nannofossils                                 ,R              ,P                 ,                                           ,                      ,                      ,                       ,               ,                           ,                     ,                      ,                          ,                       ,                     ,                  ,                   ,                     ,                                 ,C                     ,                   ,                                           ,                      ,                        ,                  ,                      ,                        ,                         ,R                ,                    ,                      ,R                    ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,C                    ,                   ,                       ,                      ,                       ,D                        ,                       ,                     ,                         ,                        ,                      ,                          ,                     ,                  ,R                               ,F                                   ,A                     ,F                  ,                                    ,                     ,                      ,                    ,F                                  ,C                    ,                  ,                       ,F                        ,                                      ,                   ,                     ,                          ,C                ,                  ,F                    ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 22,R,CC,  14.00,    343.7300,nannos   ,Nannofossils                                 ,C              ,M                 ,                                           ,                      ,                      ,                       ,               ,                           ,                     ,                      ,                          ,                       ,                     ,                  ,                   ,                     ,                                 ,C                     ,                   ,                                           ,                      ,                        ,                  ,                      ,                        ,                         ,F                ,                    ,                      ,F                    ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,A                    ,                   ,                       ,                      ,                       ,D                        ,                       ,R                    ,                         ,F                       ,F                     ,                          ,                     ,                  ,R                               ,                                    ,A                     ,                   ,                                    ,F                    ,                      ,                    ,F                                  ,C                    ,F                 ,                       ,F                        ,                                      ,                   ,                     ,                          ,F                ,                  ,F                    ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 23,R, 2,  73.00,    354.2300,Boeckel  ,Nannofossils                                 ,F              ,P                 ,                                           ,                      ,                      ,                       ,               ,                           ,                     ,                      ,                          ,R                      ,                     ,                  ,                   ,                     ,                                 ,C                     ,                   ,                                           ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,R                    ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,C                    ,                   ,                       ,                      ,                       ,D                        ,                       ,                     ,                         ,F                       ,                      ,                          ,                     ,                  ,F                               ,                                    ,A                     ,                   ,                                    ,                     ,                      ,                    ,                                   ,C                    ,F                 ,                       ,                         ,                                      ,                   ,F                    ,                          ,                 ,                  ,                     ,                         ,                 ,F                          ,R                                   ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 23,R, 2,  98.00,    354.4800,nannos   ,Nannofossils                                 ,F              ,P                 ,                                           ,                      ,                      ,                       ,               ,                           ,                     ,                      ,                          ,R                      ,                     ,                  ,                   ,                     ,                                 ,C                     ,                   ,                                           ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,R                    ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,C                    ,                   ,                       ,                      ,                       ,D                        ,                       ,                     ,                         ,F                       ,                      ,                          ,                     ,                  ,F                               ,                                    ,A                     ,                   ,                                    ,                     ,                      ,                    ,                                   ,F                    ,F                 ,                       ,C                        ,                                      ,                   ,F                    ,                          ,                 ,C                 ,                     ,                         ,                 ,F                          ,R                                   ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 24,R,CC,  25.00,    366.4100,Boeckel  ,Nannofossils                                 ,F              ,M                 ,                                           ,                      ,                      ,                       ,R              ,                           ,                     ,                      ,                          ,                       ,                     ,                  ,                   ,                     ,                                 ,F                     ,                   ,                                           ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,F                    ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,C                    ,                   ,                       ,                      ,                       ,D                        ,                       ,R                    ,                         ,R                       ,R                     ,                          ,                     ,                  ,                                ,F                                   ,C                     ,                   ,                                    ,                     ,                      ,                    ,                                   ,C                    ,R                 ,R                      ,F                        ,                                      ,                   ,R                    ,                          ,F                ,                  ,R                    ,                         ,R                ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 25,R,CC,  12.00,    373.4900,nannos   ,Nannofossils                                 ,F              ,M                 ,                                           ,                      ,                      ,                       ,               ,                           ,                     ,                      ,                          ,                       ,                     ,                  ,                   ,                     ,                                 ,F                     ,                   ,                                           ,                      ,                        ,                  ,                      ,                        ,                         ,R                ,                    ,                      ,F                    ,                 ,                  ,                        ,R                     ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,R                       ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,C                    ,                   ,                       ,                      ,                       ,D                        ,                       ,C                    ,F                        ,C                       ,                      ,                          ,                     ,                  ,                                ,                                    ,A                     ,                   ,                                    ,                     ,                      ,                    ,                                   ,A                    ,R                 ,                       ,C                        ,                                      ,                   ,F                    ,                          ,F                ,                  ,F                    ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 26,R,CC,  25.00,    381.7300,nannos   ,Nannofossils                                 ,R              ,P                 ,                                           ,                      ,                      ,                       ,               ,                           ,F                    ,                      ,                          ,F                      ,                     ,                  ,                   ,                     ,                                 ,R                     ,                   ,F                                          ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,R                    ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,A                    ,                   ,                       ,                      ,                       ,A                        ,                       ,F                    ,F                        ,                        ,                      ,                          ,                     ,                  ,                                ,F                                   ,A                     ,C                  ,                                    ,                     ,                      ,                    ,                                   ,C                    ,F                 ,                       ,C                        ,                                      ,                   ,F                    ,                          ,F                ,C                 ,                     ,F                        ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 28,R,CC,  25.00,    402.5100,nannos   ,Nannofossils                                 ,F              ,M                 ,                                           ,                      ,                      ,                       ,               ,                           ,R                    ,                      ,                          ,                       ,                     ,                  ,                   ,                     ,                                 ,C                     ,                   ,                                           ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,F                    ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,C                    ,                   ,                       ,                      ,                       ,D                        ,                       ,R                    ,                         ,R                       ,                      ,                          ,                     ,                  ,F                               ,R                                   ,A                     ,                   ,                                    ,R                    ,                      ,                    ,                                   ,C                    ,F                 ,                       ,F                        ,                                      ,                   ,                     ,                          ,                 ,C                 ,F                    ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 29,R,CC,  28.00,    414.7300,nannos   ,Nannofossils                                 ,F              ,M                 ,                                           ,                      ,                      ,                       ,               ,                           ,F                    ,                      ,                          ,                       ,                     ,                  ,                   ,                     ,                                 ,F                     ,                   ,R                                          ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,R                    ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,C                    ,                   ,                       ,                      ,                       ,D                        ,                       ,                     ,                         ,F                       ,                      ,                          ,                     ,                  ,F                               ,F                                   ,A                     ,                   ,                                    ,                     ,                      ,                    ,                                   ,A                    ,                  ,                       ,C                        ,                                      ,                   ,F                    ,                          ,                 ,                  ,F                    ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 30,R,CC,  17.00,    419.5700,nannos   ,Nannofossils                                 ,T              ,P                 ,                                           ,                      ,                      ,                       ,               ,                           ,                     ,                      ,                          ,                       ,                     ,                  ,                   ,                     ,                                 ,C                     ,                   ,                                           ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,                     ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,A                    ,                   ,                       ,                      ,                       ,                         ,                       ,                     ,                         ,C                       ,                      ,                          ,                     ,                  ,                                ,                                    ,A                     ,                   ,                                    ,                     ,                      ,                    ,                                   ,A                    ,                  ,                       ,C                        ,                                      ,                   ,                     ,                          ,                 ,A                 ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,NN19          ,190,1174,B, 31,R,CC,  20.00,    433.6000,nannos   ,Nannofossils                                 ,T              ,P                 ,                                           ,                      ,                      ,                       ,               ,                           ,                     ,                      ,                          ,                       ,                     ,                  ,                   ,                     ,                                 ,                      ,                   ,                                           ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,                     ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,                     ,                   ,                       ,                      ,                       ,C                        ,                       ,                     ,C                        ,C                       ,                      ,                          ,                     ,                  ,                                ,                                    ,D                     ,                   ,                                    ,                     ,                      ,                    ,                                   ,C                    ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 32,R,CC,  29.00,    448.1400,nannos   ,Nannofossils                                 ,R              ,P                 ,                                           ,                      ,                      ,                       ,               ,                           ,                     ,                      ,                          ,                       ,                     ,                  ,                   ,                     ,                                 ,C                     ,                   ,                                           ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,                     ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,C                    ,                   ,                       ,                      ,                       ,A                        ,                       ,C                    ,                         ,C                       ,                      ,                          ,                     ,                  ,                                ,F                                   ,D                     ,                   ,                                    ,                     ,                      ,                    ,                                   ,                     ,                  ,                       ,                         ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 33,R,CC,  21.00,    455.3500,nannos   ,Nannofossils                                 ,R              ,P                 ,                                           ,                      ,                      ,                       ,               ,                           ,                     ,                      ,                          ,                       ,                     ,                  ,                   ,                     ,                                 ,                      ,                   ,                                           ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,                     ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,A                    ,                   ,                       ,                      ,                       ,A                        ,                       ,R                    ,C                        ,C                       ,                      ,                          ,                     ,                  ,                                ,                                    ,D                     ,                   ,                                    ,                     ,                      ,                    ,                                   ,F                    ,                  ,F                      ,                         ,                                      ,                   ,                     ,                          ,                 ,F                 ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,                 ,                 ,                  ,              ,190,1174,B, 34,R,CC,  20.00,    465.1400,nannos   ,Nannofossils                                 ,C              ,P                 ,                                           ,                      ,                      ,                       ,               ,                           ,                     ,                      ,                          ,                       ,                     ,                  ,                   ,                     ,                                 ,C                     ,                   ,R                                          ,                      ,                        ,                  ,                      ,                        ,                         ,                 ,                    ,                      ,F                    ,                 ,                  ,                        ,                      ,                       ,                 ,                   ,                    ,                     ,                    ,                 ,                    ,               ,                   ,                      ,                  ,                           ,                        ,                 ,                     ,                    ,                       ,                   ,                   ,                     ,                         ,                      ,                            ,                      ,                       ,                  ,A                    ,                   ,                       ,                      ,                       ,                         ,                       ,F                    ,                         ,C                       ,                      ,                          ,                     ,                  ,                                ,                                    ,D                     ,                   ,                                    ,                     ,                      ,                    ,                                   ,C                    ,                  ,                       ,F                        ,                                      ,                   ,                     ,                          ,                 ,                  ,                     ,                         ,                 ,                           ,                                    ,                       ,                      ,                     ,                           ,                          ,                     ,                        ,                       ,                   ,       
