Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Streptochilus/Chiloguembelina taxa,Streptochilus spp.,Comment
  SR,                 ,                 ,                  ,              ,130, 807,A, 52,X, 2,  44.00,    487.7400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 695.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 52,X, 4,  44.00,    490.7400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 688.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 53,X, 2,  44.00,    497.3400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 836.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 53,X, 4,  44.00,    500.3400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 1417.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 54,X, 2,  44.00,    507.0400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 701.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 54,X, 4,  44.00,    510.0400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 743.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 55,X, 2,  44.00,    516.7400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 689.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 55,X, 4,  44.00,    519.7400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 710.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 56,X, 2,  44.00,    525.9400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 1026.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 56,X, 4,  44.00,    528.9400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 828.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 57,X, 2,  44.00,    535.6400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 773.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 57,X, 4,  44.00,    538.6400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 497.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 58,X, 2,  40.00,    545.3000,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 501.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 58,X, 4,  44.00,    548.3400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 589.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 59,X, 2,  44.00,    554.9400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 542.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 59,X, 4,  44.00,    557.9400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 787.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 60,X, 2,  44.00,    564.5400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 909.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 60,X, 4,  44.00,    567.5400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 913.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 61,X, 2,  44.00,    574.2400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 987.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 61,X, 4,  44.00,    577.2400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 1210.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 62,X, 2,  44.00,    583.8400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 844.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 62,X, 4,  44.00,    586.8400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,1                 ,Total count = 757.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 63,X, 2,  44.00,    593.5400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 713.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 63,X, 4,  44.00,    596.5400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 642.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 64,X, 2,  44.00,    603.2400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 1062.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 64,X, 4,  44.00,    606.2400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 1033.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 65,X, 2,  44.00,    612.9400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 735.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 65,X, 4,  44.00,    615.9400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 535.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 66,X, 2,  44.00,    622.5400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 1134.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 66,X, 4,  44.00,    625.5400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 720.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 67,X, 2,  44.00,    632.2400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 750.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 68,X, 2,  44.00,    641.8400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 801.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 68,X, 4,  44.00,    644.8400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 695.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 69,X, 1,  44.00,    650.0400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 1312.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 70,X, 2,  44.00,    661.1400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 848.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 70,X, 4,  44.00,    664.1400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 679.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 71,X, 2,  44.00,    670.8400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 877.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 71,X, 4,  44.00,    673.8400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 996.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 72,X, 2,  44.00,    680.1400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 880.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 72,X, 4,  44.00,    683.1400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,                                  ,0                 ,Total count = 725.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 73,X, 2,  44.00,    689.7400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,311                               ,                  ,Total count = 1166.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 73,X, 4,  44.00,    692.7400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,61                                ,                  ,Total count = 609.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 74,X, 2,  44.00,    699.4400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,224                               ,                  ,Total count = 860.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 74,X, 4,  44.00,    702.4400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,129                               ,                  ,Total count = 1064.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 76,X, 2,  44.00,    718.8400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,95                                ,                  ,Total count = 710.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 76,X, 4,  44.00,    721.8400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,128                               ,                  ,Total count = 822.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 77,X, 2,  44.00,    728.4400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,147                               ,                  ,Total count = 1309.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 77,X, 4,  44.00,    731.4400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,157                               ,                  ,Total count = 942.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 78,X, 2,  44.00,    738.1400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,186                               ,                  ,Total count = 788.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 78,X, 4,  44.00,    741.1400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,356                               ,                  ,Total count = 843.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 80,X, 2,  46.00,    757.1600,Resig    ,Planktonic Foraminifers                      ,               ,                  ,212                               ,                  ,Total count = 507.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 82,X, 2,  44.00,    776.4400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,305                               ,                  ,Total count = 698.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 82,X, 4,  44.00,    779.4400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,280                               ,                  ,Total count = 796.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 83,X, 2,  44.00,    786.1400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,148                               ,                  ,Total count = 597.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 83,X, 4,  44.00,    789.1400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,105                               ,                  ,Total count = 596.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 84,X, 2,  44.00,    795.8400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,35                                ,                  ,Total count = 507.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 84,X, 4,  44.00,    798.8400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,377                               ,                  ,Total count = 944.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 85,X, 2,  44.00,    805.5400,Resig    ,Planktonic Foraminifers                      ,               ,                  ,16                                ,                  ,Total count = 625.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 85,X,CC,  21.00,    807.0500,Resig    ,Planktonic Foraminifers                      ,               ,                  ,658                               ,                  ,Total count = 1409.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,130, 807,A, 86,X,CC,  15.00,    815.6500,Resig    ,Planktonic Foraminifers                      ,               ,                  ,233                               ,                  ,Total count = 613.from 130SR.Chapter 12.Table 2.pages 238-240.
,,,,,,,,,,,,,,,,,,,
