Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Ventilabrella multicamerata,Rugoglobigerina rugosa,Rugoglobigerina pennyi,Rugoglobigerina milamensis,Rugoglobigerina macrocephala,Rugoglobigerina hexacamerata,Racemiguembelina fructicosa,Pseudotextularia nuttalli,Pseudotextularia elegans,Pseudoguembelina costulata,Heterohelix rajagopalani,Globotruncanita stuarti,Globotruncanella havanensis,Globotruncana orientalis,Globotruncana linneiana,Globotruncana bulloides,Globigerinelloides subcarinatus,Globigerinelloides multispinus,Contusotruncana contusa,Abathomphalus mayaroensis,Abathomphalus intermedius,Rugoglobigerina rotundata,Pseudoguembelina excolata,Heterohelix carinata,Heterohelix globulosa,Globotruncanella petaloidea,Globotruncana rosetta,Globigerinelloides messinae,Gansserina gansseri,Pseudoguembelina hariaensis,Hedbergella holmdelensis,Globotruncanita stuartiformis,Woodringina hornerstownensis,Woodringina claytonensis,Whiteinella praehelvetica,Praemurica pseudoinconstans,Guembelitria cretacea,Praemurica taurica,Parvularugoglobigerina eugubina,Eoglobigerina eobulloides,Chiloguembelina morsei,Praemurica uncinata,Praemurica inconstans,Parasubbotina pseudobulloides,Globanomalina compressa,Globanomalina chapmani,Subbotina triloculinoides,Morozovella velascoensis,Morozovella conicotruncata,Igorina pusilla,Globanomalina pseudomenardii,Igorina albeari,Acarinina soldadoensis,Acarinina nitida,Acarinina mckannai,Subbotina velascoensis,Morozovella subbotinae,Morozovella occlusa,Morozovella pasionensis,Subbotina eocaena,Morozovella aequa,Morozovella gracilis,Subbotina triangularis,Morozovella marginodentata,Acarinina pseudotopilensis,Morozovella acuta,Morozovella formosa,Morozovella aragonensis,Chiloguembelina cubensis,Acarinina coalingensis,Morozovella caucasica,Truncorotaloides rohri,Igorina broedermanni,Globigerinatheka senni,Acarinina quetra,Acarinina pentacamerata,Acarinina libyaensis,Morozovella spinulosa,Hantkenina sp.,Guembelitrioides higginsi,Acarinina topilensis,Acarinina bullbrooki,Hantkenina mexicana,Globigerinatheka subconglobata,Globigerinatheka index,Acarinina primitiva,Orbulinoides beckmanni,Globigerinatheka mexicana,Turborotalia ampliapertura,Hantkenina alabamensis,Globigerina euapertura,Globigerina angustiumbilicata,Catapsydrax unicavus,Catapsydrax dissimilis,Globorotaloides suteri,Globoquadrina venezuelana,Subbotina angiporoides,Globoquadrina tripartita,Tenuitella gemma,Pseudohastigerina micra,Paragloborotalia nana,Globoquadrina baroemoenensis,Globigerina praebulloides,Sphaeroidinellopsis seminulina,Orbulina universa,Orbulina suturalis,Globoturborotalita woodi,Globoturborotalita nepenthes,Globoturborotalita decoraperta,Globorotalia miozea,Globigerinoides trilobus,Globigerina decoraperta,Dentoglobigerina altispira,Globoturborotalita druryi,Globoquadrina dehiscens,Globigerina druryi,Globorotalia merotumida,Globorotalia conoidea,Globigerina bulloides,Globorotalia tumida,Globorotalia scitula,Globorotalia plesiotumida,Globorotalia margaritae,Globorotalia challengeri,Globigerinoides sacculifer,Globigerinoides extremus,Globigerinoides conglobatus,Sphaeroidinella dehiscens s.l.,Globorotalia conomiozea,Globoconella conomiozea,Globigerinella aequilateralis,Truncorotalia crassaformis,Globorotalia menardii,Globorotalia limbata,Globorotalia crassula,Globigerinoides ruber,Globigerinoides obliquus,Globigerinita glutinata,Truncorotalia tosaensis,Neogloboquadrina pachyderma (dextral),Globorotalia inflata,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Truncorotalia truncatulinoides,Pulleniatina primalis,Pulleniatina obliquiloculata,Pulleniatina spectabilis,Comment
  IR,Early Oligocene  ,Late Oligocene   ,P20               ,P21a          ,198,1209,A, 12,H,CC,  14.00,    112.8900,planks   ,Planktonic Foraminifers                      ,               ,M                 ,                           ,                      ,                      ,                          ,                            ,                            ,                           ,                         ,                        ,                          ,                        ,                       ,                           ,                        ,                       ,                       ,                               ,                              ,                       ,                         ,                         ,                         ,                         ,                    ,                     ,                           ,                     ,                           ,                   ,                           ,                        ,                             ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,                      ,                         ,                        ,                          ,               ,                            ,               ,                      ,                ,                  ,                      ,                      ,                   ,                       ,                 ,                 ,                    ,                      ,                          ,                          ,                 ,                   ,                       ,                        ,                      ,                     ,                      ,                    ,                      ,                ,                       ,                    ,                     ,              ,                         ,                    ,                    ,                   ,                              ,                      ,                   ,                      ,                         ,                          ,                      ,                      ,                             ,F                   ,F                     ,F                     ,F                        ,R                     ,F                       ,                ,                       ,F                    ,F                           ,F                        ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Oligocene  ,Early Oligocene  ,P18               ,P18           ,198,1209,A, 13,H,CC,  16.00,    122.1700,planks   ,Planktonic Foraminifers                      ,F              ,M                 ,                           ,                      ,                      ,                          ,                            ,                            ,                           ,                         ,                        ,                          ,                        ,                       ,                           ,                        ,                       ,                       ,                               ,                              ,                       ,                         ,                         ,                         ,                         ,                    ,                     ,                           ,                     ,                           ,                   ,                           ,                        ,                             ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,                      ,                         ,                        ,                          ,               ,                            ,               ,                      ,                ,                  ,                      ,                      ,                   ,                       ,                 ,                 ,                    ,                      ,                          ,                          ,                 ,                   ,                       ,                        ,                      ,                     ,                      ,                    ,                      ,                ,                       ,                    ,                     ,              ,                         ,                    ,                    ,                   ,                              ,                      ,                   ,                      ,                         ,                          ,                      ,                      ,F                            ,                    ,F                     ,                      ,                         ,R                     ,                        ,F               ,A                      ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Oligocene  ,Early Oligocene  ,P18               ,P18           ,198,1209,A, 14,H, 3,  91.00,    126.1100,planks   ,Planktonic Foraminifers                      ,F              ,P                 ,                           ,                      ,                      ,                          ,                            ,                            ,                           ,                         ,                        ,                          ,                        ,                       ,                           ,                        ,                       ,                       ,                               ,                              ,                       ,                         ,                         ,                         ,                         ,                    ,                     ,                           ,                     ,                           ,                   ,                           ,                        ,                             ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,                      ,                         ,                        ,                          ,               ,                            ,               ,                      ,                ,                  ,                      ,                      ,                   ,                       ,                 ,                 ,                    ,                      ,                          ,                          ,                 ,                   ,                       ,                        ,                      ,                     ,                      ,                    ,                      ,                ,                       ,                    ,                     ,              ,                         ,                    ,                    ,                   ,                              ,                      ,                   ,                      ,                         ,P                         ,                      ,                      ,                             ,                    ,                      ,                      ,R                        ,P                     ,R                       ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Oligocene  ,Early Oligocene  ,P18               ,P18           ,198,1209,A, 14,H, 4,  91.00,    127.6100,planks   ,Planktonic Foraminifers                      ,F              ,M                 ,                           ,                      ,                      ,                          ,                            ,                            ,                           ,                         ,                        ,                          ,                        ,                       ,                           ,                        ,                       ,                       ,                               ,                              ,                       ,                         ,                         ,                         ,                         ,                    ,                     ,                           ,                     ,                           ,                   ,                           ,                        ,                             ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,                      ,                         ,                        ,                          ,               ,                            ,               ,                      ,                ,                  ,                      ,                      ,                   ,                       ,                 ,                 ,                    ,                      ,                          ,                          ,                 ,                   ,                       ,                        ,                      ,                     ,                      ,                    ,                      ,                ,                       ,                    ,                     ,              ,                         ,                    ,                    ,                   ,                              ,                      ,                   ,                      ,                         ,                          ,                      ,                      ,                             ,                    ,P                     ,F                     ,F                        ,                      ,                        ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Eocene      ,Middle Eocene    ,P17               ,P15           ,198,1209,A, 14,H,CC,  11.00,    131.2200,planks   ,Planktonic Foraminifers                      ,T              ,P                 ,                           ,                      ,                      ,                          ,                            ,                            ,                           ,                         ,                        ,                          ,                        ,                       ,                           ,                        ,                       ,                       ,                               ,                              ,                       ,                         ,                         ,                         ,                         ,                    ,                     ,                           ,                     ,                           ,                   ,                           ,                        ,                             ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,                      ,                         ,                        ,                          ,               ,                            ,               ,                      ,                ,                  ,                      ,                      ,                   ,                       ,                 ,                 ,                    ,                      ,                          ,                          ,                 ,                   ,                       ,                        ,                      ,                     ,                      ,                    ,F                     ,                ,                       ,                    ,                     ,              ,                         ,                    ,                    ,                   ,                              ,                      ,                   ,                      ,                         ,P                         ,R                     ,R                     ,R                            ,F                   ,F                     ,                      ,                         ,                      ,                        ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Eocene    ,Middle Eocene    ,P13               ,P13           ,198,1209,A, 15,H,CC,   8.00,    141.0400,planks   ,Planktonic Foraminifers                      ,F              ,M                 ,                           ,                      ,                      ,                          ,                            ,                            ,                           ,                         ,                        ,                          ,                        ,                       ,                           ,                        ,                       ,                       ,                               ,                              ,                       ,                         ,                         ,                         ,                         ,                    ,                     ,                           ,                     ,                           ,                   ,                           ,                        ,                             ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,                      ,                         ,                        ,                          ,               ,                            ,               ,                      ,                ,                  ,                      ,                      ,                   ,                       ,                 ,                 ,                    ,                      ,                          ,                          ,                 ,                   ,                       ,                        ,                      ,                     ,                      ,                    ,A                     ,                ,                       ,                    ,                     ,              ,                         ,                    ,                    ,                   ,R                             ,F                     ,F                  ,R                     ,F                        ,                          ,                      ,                      ,                             ,                    ,                      ,                      ,                         ,                      ,                        ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Eocene    ,Middle Eocene    ,P11               ,P16           ,198,1209,A, 16,H,CC,  23.00,    149.8700,planks   ,Planktonic Foraminifers                      ,C              ,G                 ,                           ,                      ,                      ,                          ,                            ,                            ,                           ,                         ,                        ,                          ,                        ,                       ,                           ,                        ,                       ,                       ,                               ,                              ,                       ,                         ,                         ,                         ,                         ,                    ,                     ,                           ,                     ,                           ,                   ,                           ,                        ,                             ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,                      ,                         ,                        ,                          ,               ,                            ,               ,                      ,                ,                  ,                      ,                      ,                   ,                       ,                 ,                 ,                    ,                      ,                          ,                          ,                 ,                   ,                       ,                        ,                      ,                     ,A                     ,F                   ,F                     ,                ,                       ,                    ,                     ,              ,R                        ,R                   ,F                   ,R                  ,F                             ,F                     ,R                  ,                      ,                         ,                          ,                      ,                      ,                             ,                    ,                      ,                      ,                         ,                      ,                        ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Eocene    ,Middle Eocene    ,P11               ,P10           ,198,1209,A, 17,H,CC,   8.00,    160.4700,planks   ,Planktonic Foraminifers                      ,C              ,G                 ,                           ,                      ,                      ,                          ,                            ,                            ,                           ,                         ,                        ,                          ,                        ,                       ,                           ,                        ,                       ,                       ,                               ,                              ,                       ,                         ,                         ,                         ,                         ,                    ,                     ,                           ,                     ,                           ,                   ,                           ,                        ,                             ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,                      ,                         ,                        ,                          ,               ,                            ,               ,                      ,                ,                  ,                      ,                      ,                   ,                       ,                 ,                 ,                    ,                      ,                          ,                          ,                 ,                   ,A                      ,                        ,                      ,A                    ,A                     ,F                   ,F                     ,                ,F                      ,F                   ,+                    ,R             ,R                        ,R                   ,F                   ,                   ,                              ,                      ,                   ,                      ,                         ,                          ,                      ,                      ,                             ,                    ,                      ,                      ,                         ,                      ,                        ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Middle Eocene    ,Early Eocene     ,P10               ,P9            ,198,1209,A, 18,H,CC,   7.00,    169.2600,planks   ,Planktonic Foraminifers                      ,F              ,G                 ,                           ,                      ,                      ,                          ,                            ,                            ,                           ,                         ,                        ,                          ,                        ,                       ,                           ,                        ,                       ,                       ,                               ,                              ,                       ,                         ,                         ,                         ,                         ,                    ,                     ,                           ,                     ,                           ,                   ,                           ,                        ,                             ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,                      ,                         ,                        ,                          ,               ,                            ,               ,F                     ,                ,                  ,                      ,                      ,                   ,                       ,                 ,                 ,                    ,                      ,                          ,                          ,                 ,                   ,A                      ,                        ,                      ,A                    ,R                     ,F                   ,F                     ,F               ,A                      ,F                   ,                     ,              ,                         ,                    ,                    ,                   ,                              ,                      ,                   ,                      ,                         ,                          ,                      ,                      ,                             ,                    ,                      ,                      ,                         ,                      ,                        ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Early Eocene     ,P9                ,P8            ,198,1209,A, 19,H,CC,   9.00,    178.9500,planks   ,Planktonic Foraminifers                      ,F              ,G                 ,                           ,                      ,                      ,                          ,                            ,                            ,                           ,                         ,                        ,                          ,                        ,                       ,                           ,                        ,                       ,                       ,                               ,                              ,                       ,                         ,                         ,                         ,                         ,                    ,                     ,                           ,                     ,                           ,                   ,                           ,                        ,                             ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,                      ,                         ,                        ,                          ,               ,                            ,               ,F                     ,                ,                  ,                      ,                      ,                   ,                       ,                 ,                 ,                    ,                      ,                          ,                          ,                 ,R                  ,A                      ,                        ,                      ,A                    ,                      ,                    ,                      ,                ,                       ,                    ,                     ,              ,                         ,                    ,                    ,                   ,                              ,                      ,                   ,                      ,                         ,                          ,                      ,                      ,                             ,                    ,                      ,                      ,                         ,                      ,                        ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Early Eocene     ,P7                ,P7            ,198,1209,A, 20,H,CC,   8.00,    188.9700,planks   ,Planktonic Foraminifers                      ,A              ,G                 ,                           ,                      ,                      ,                          ,                            ,                            ,                           ,                         ,                        ,                          ,                        ,                       ,                           ,                        ,                       ,                       ,                               ,                              ,                       ,                         ,                         ,                         ,                         ,                    ,                     ,                           ,                     ,                           ,                   ,                           ,                        ,                             ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,                      ,                         ,                        ,                          ,               ,                            ,               ,F                     ,                ,                  ,                      ,A                     ,                   ,                       ,                 ,                 ,A                   ,                      ,                          ,                          ,                 ,A                  ,F                      ,                        ,                      ,                     ,                      ,                    ,                      ,                ,                       ,                    ,                     ,              ,                         ,                    ,                    ,                   ,                              ,                      ,                   ,                      ,                         ,                          ,                      ,                      ,                             ,                    ,                      ,                      ,                         ,                      ,                        ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Early Eocene     ,P7                ,P7            ,198,1209,A, 21,H, 3,  50.00,    192.2000,planks   ,Planktonic Foraminifers                      ,C              ,                  ,                           ,                      ,                      ,                          ,                            ,                            ,                           ,                         ,                        ,                          ,                        ,                       ,                           ,                        ,                       ,                       ,                               ,                              ,                       ,                         ,                         ,                         ,                         ,                    ,                     ,                           ,                     ,                           ,                   ,                           ,                        ,                             ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,                      ,                         ,                        ,                          ,               ,                            ,               ,F                     ,                ,                  ,                      ,                      ,                   ,                       ,F                ,F                ,F                   ,                      ,F                         ,R                         ,                 ,F                  ,F                      ,F                       ,F                     ,                     ,                      ,                    ,                      ,                ,                       ,                    ,                     ,              ,                         ,                    ,                    ,                   ,                              ,                      ,                   ,                      ,                         ,                          ,                      ,                      ,                             ,                    ,                      ,                      ,                         ,                      ,                        ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Eocene     ,Early Eocene     ,P7                ,P7            ,198,1209,A, 21,H, 3,  68.00,    192.3800,planks   ,Planktonic Foraminifers                      ,               ,                  ,                           ,                      ,                      ,                          ,                            ,                            ,                           ,                         ,                        ,                          ,                        ,                       ,                           ,                        ,                       ,                       ,                               ,                              ,                       ,                         ,                         ,                         ,                         ,                    ,                     ,                           ,                     ,                           ,                   ,                           ,                        ,                             ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,                      ,                         ,                        ,                          ,               ,                            ,               ,F                     ,                ,                  ,                      ,                      ,                   ,                       ,                 ,                 ,F                   ,                      ,                          ,                          ,                 ,F                  ,                       ,                        ,                      ,                     ,                      ,                    ,                      ,                ,                       ,                    ,                     ,              ,                         ,                    ,                    ,                   ,                              ,                      ,                   ,                      ,                         ,                          ,                      ,                      ,                             ,                    ,                      ,                      ,                         ,                      ,                        ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Early Oligocene  ,Early Eocene     ,P6a               ,P6a           ,198,1209,A, 21,H, 4, 129.00,    194.4900,planks   ,Planktonic Foraminifers                      ,               ,                  ,                           ,                      ,                      ,                          ,                            ,                            ,                           ,                         ,                        ,                          ,                        ,                       ,                           ,                        ,                       ,                       ,                               ,                              ,                       ,                         ,                         ,                         ,                         ,                    ,                     ,                           ,                     ,                           ,                   ,                           ,                        ,                             ,                            ,                        ,                         ,                           ,                     ,                  ,                               ,                         ,                      ,                   ,                     ,                             ,                       ,                      ,                         ,                        ,                          ,               ,                            ,               ,                      ,                ,                  ,                      ,                      ,                   ,                       ,                 ,                 ,F                   ,                      ,                          ,                          ,F                ,                   ,                       ,                        ,                      ,                     ,                      ,                    ,                      ,                ,                       ,                    ,                     ,              ,                         ,                    ,                    ,                   ,                              ,                      ,                   ,                      ,                         ,                          ,                      ,                      ,                             ,                    ,                      ,                      ,                         ,                      ,                        ,                ,                       ,                     ,                            ,                         ,                              ,                 ,                  ,                        ,                            ,                              ,                   ,                        ,                       ,                          ,                         ,                       ,                  ,                       ,                     ,                     ,                   ,                    ,                         ,                       ,                        ,                          ,                        ,                           ,                              ,                       ,                       ,                             ,                          ,                     ,                    ,                     ,                     ,                        ,                       ,                       ,                                     ,                    ,                          ,                         ,                              ,                     ,                            ,                        ,       
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
