leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code
14,139,,1,1,5.0,7.0,114.00,114.06, 1,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,508,RSPIO0010,Spirocyrtis sp.,PRESENT,  ,1
14,139,,5,CC,0.0,0.0,570.00,571.60,57,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RTHEP0040,Theocamptra marylandica,COMMON,  ,6
14,139,,5,CC,0.0,0.0,570.00,571.60,57,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RTHEP0050,Theocamptra ovata,FEW,  ,6
14,139,,5,CC,0.0,0.0,570.00,571.60,57,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RTHEP0060,Theocamptra spirocyrtis,COMMON,  ,6
14,139,,5,CC,0.0,0.0,570.00,571.60,57,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RTRIS0010,Tricolospyris leibnitziana,PRESENT,  ,6
14,139,,5,CC,0.0,0.0,570.00,571.60,57,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RTRIS0011,Tricolospyris leibnitziana (q),PRESENT,  ,6
14,139,,7,2,80.0,82.0,656.00,658.79, 6,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,508,RCANN0090,Cannartus tubarius,RARE,  ,1
14,139,,7,2,80.0,82.0,656.00,658.79, 6,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,508,RCROY0020,Cromyechinus langii,PRESENT,  ,1
14,139,,7,2,80.0,82.0,656.00,658.79, 6,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,508,RLITO0190,Lithocampe tetrapera,RARE,  ,1
14,139,,7,2,80.0,82.0,656.00,658.79, 6,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,508,RSPOG0010,Spongasteriscus sp.,RARE,  ,1
14,139,,7,2,80.0,82.0,656.00,658.79, 6,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,508,RSTIO0050,Stichocorys delmontensis,RARE,  ,1
14,139,,7,2,80.0,82.0,656.00,658.79, 6,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,508,RSTIO0090,Stichocorys wolfii,RARE,  ,1
14,139,,7,5,5.0,7.0,656.00,662.54, 4,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,508,RCYRH0010,Cyrtophormis sp.,RARE,  ,1
14,139,,7,5,5.0,7.0,656.00,662.54, 4,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,508,RSPIO0040,Spirocyrtis subtilis,RARE,  ,1
14,139,,7,5,5.0,7.0,656.00,662.54, 4,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,508,RSPOG0010,Spongasteriscus sp.,RARE,  ,1
14,139,,7,5,5.0,7.0,656.00,662.54, 4,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,508,RSTIO0050,Stichocorys delmontensis,RARE,  ,1
14,139,,7,5,8.0,10.0,656.00,662.57, 1,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,508,RSPOG0010,Spongasteriscus sp.,RARE,  ,1
14,139,,7,6,80.0,82.0,656.00,664.79, 4,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,508,RCARO0010,Carpocanistrum sp.,PRESENT,  ,1
14,139,,7,6,80.0,82.0,656.00,664.79, 4,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,508,RLITO0190,Lithocampe tetrapera,PRESENT,  ,1
14,139,,7,6,80.0,82.0,656.00,664.79, 4,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,508,RSPOG0010,Spongasteriscus sp.,RARE,  ,1
14,139,,7,6,80.0,82.0,656.00,664.79, 4,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,508,RSTIO0090,Stichocorys wolfii,RARE,  ,1
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RACRO0020,Acrobotrys disolenia,RARE,  ,1
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RACRO0031,Acrobotrys sphaerothorax (q),PRESENT,  ,1
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RBOTO0030,Botryocyrtis quinaria,COMMON,  ,1
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RBOTY0040,Botryocella multicellaris,RARE,  ,1
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RCALC0030,Calocycletta annosa,RARE,  ,1
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RCALC0112,Calocycletta virginis (q),PRESENT,  ,1
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RCANN0070,Cannartus prismaticus,RARE,  ,1
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RCANN0090,Cannartus tubarius,RARE,  ,1
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RCARN0011,Carpocanopsis bramlettei (q),PRESENT,  ,1
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RCARN0040,Carpocanopsis favosa,COMMON,  ,1
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RCROY0020,Cromyechinus langii,RARE,  ,2
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RCYRH0010,Cyrtophormis sp.,FEW,  ,2
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RDEND0110,Dendrospyris pododendros,PRESENT,  ,2
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RDICO0020,Dicolocapsa microcephala,RARE,  ,2
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RDORC0035,Dorcadospyris ateuchus (q),RARE,  ,2
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RDORC0180,Dorcadospyris simplex,PRESENT,  ,2
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLAMP0080,Lamprocyclas rhinoceros,RARE,  ,2
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLIPM0010,Lipmanella sp.,FEW,  ,2
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLIRI0066,Liriospyris hexapoda (q),PRESENT,  ,2
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLITM0011,Lithocampium sp. (q),PRESENT,  ,2
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLITO0010,Lithocampe sp.,PRESENT,  ,3
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLITO0060,Lithocampe cornuta,COMMON,  ,3
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLITO0180,Lithocampe subligata,PRESENT,  ,3
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLITO0190,Lithocampe tetrapera,ABUNDANT,  ,3
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLITT0070,Lithomitra imbricata,PRESENT,  ,3
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLITT0100,Lithomitra nodosaria,PRESENT,  ,3
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLYCN0040,Lychnocanium bipes,RARE,  ,3
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RMYLL0010,Myllocercion sp.,RARE,  ,3
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,ROMMT0021,Ommatocampe amphistylum (q),PRESENT,  ,3
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RRHOD0015,Rhodospyris sp.(q),PRESENT,  ,3
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RRHOD0041,Rhodospyris tricornis (q),PRESENT,  ,4
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RRHOD0041,Rhodospyris tricornis (q),FEW,  ,4
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSPOD0160,Spongodiscus resurgens,COMMON,  ,4
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSPOG0010,Spongasteriscus sp.,FEW,  ,4
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTID0060,Stichopodium martellii,COMMON,  ,4
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTIO0050,Stichocorys delmontensis,ABUNDANT,  ,4
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTYH0010,Stylosphaera sp.,PRESENT,  ,4
14,139,,7,CC,0.0,0.0,656.00,665.58,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RTHEP0050,Theocamptra ovata,FEW,  ,4
